category	hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_flag	go_flag	hpa_flag	surfy_flag	cspa_flag	n_db_votes	sonnet_full_flag	adc_source	therapeutic	adc_antigen	target_function	viral_agent	viral_protein	viral_entry_mode
ADC	HGNC:3763	FLT1	P17948	ENSG00000102755	2321	1	0	1	1	1	4	1	ADCdb		Vascular endothelial growth factor receptor 1 (FLT1)	Tyrosine-protein kinase that acts as a cell-surface receptor for VEGFA, VEGFB and PGF, and plays an essential role in the development of embryonic vasculature, the regulation of angiogenesis, cell survival, cell migration, macrophage function, chemotaxis, and cancer cell invasion. Acts as a positive regulator of postnatal retinal hyaloid vessel regression. May play an essential role as a negative regulator of embryonic angiogenesis by inhibiting excessive proliferation of endothelial cells. Can promote endothelial cell proliferation, survival and angiogenesis in adulthood. Its function in promoting cell proliferation seems to be cell-type specific. Promotes PGF-mediated proliferation of endothelial cells, proliferation of some types of cancer cells, but does not promote proliferation of normal fibroblasts (in vitro). Has very high affinity for VEGFA and relatively low protein kinase activity; may function as a negative regulator of VEGFA signaling by limiting the amount of free VEGFA and preventing its binding to KDR. Modulates KDR signaling by forming heterodimers with KDR. Ligand binding leads to the activation of several signaling cascades. Activation of PLCG leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate and the activation of protein kinase C. Mediates phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, leading to activation of phosphatidylinositol kinase and the downstream signaling pathway. Mediates activation of MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway. Phosphorylates SRC and YES1, and may also phosphorylate CBL. Promotes phosphorylation of AKT1 at &#039;Ser-473&#039;. Promotes phosphorylation of PTK2/FAK1.			
ADC	HGNC:3765	FLT3	P36888	ENSG00000122025	2322	1	0	0	1	1	3	1	ADCdb		Receptor-type tyrosine-protein kinase FLT3 (FLT3)	Tyrosine-protein kinase that acts as cell-surface receptor for the cytokine FLT3LG and regulates differentiation, proliferation and survival of hematopoietic progenitor cells and of dendritic cells. Promotes phosphorylation of SHC1 and AKT1, and activation of the downstream effector MTOR. Promotes activation of RAS signaling and phosphorylation of downstream kinases, including MAPK1/ERK2 and/or MAPK3/ERK1. Promotes phosphorylation of FES, FER, PTPN6/SHP, PTPN11/SHP-2, PLCG1, and STAT5A and/or STAT5B. Activation of wild-type FLT3 causes only marginal activation of STAT5A or STAT5B. Mutations that cause constitutive kinase activity promote cell proliferation and resistance to apoptosis via the activation of multiple signaling pathways.			
ADC	HGNC:3774	FMOD	Q06828	ENSG00000122176	2331	0	0	0	0	0	0	1	ADCdb		Fibromodulin (FMOD)	Affects the rate of fibrils formation. May have a primary role in collagen fibrillogenesis.			
ADC	HGNC:3778	FN1	P02751	ENSG00000115414	2335	0	0	0	0	1	1	1	ADCdb		Fibronectin (FN1)	Fibronectins bind cell surfaces and various compounds including collagen, fibrin, heparin, DNA, and actin. Fibronectins are involved in cell adhesion, cell motility, opsonization, wound healing, and maintenance of cell shape. Involved in osteoblast compaction through the fibronectin fibrillogenesis cell-mediated matrix assembly process, essential for osteoblast mineralization. Participates in the regulation of type I collagen deposition by osteoblasts. Acts as a ligand for the LILRB4 receptor, inhibiting FCGR1A/CD64-mediated monocyte activation.			
ADC	HGNC:3788	FOLH1	Q04609	ENSG00000086205	2346	1	1	0	1	0	3	1	TheraSAbDab	Pelgifatamab	Glutamate carboxypeptidase 2 (FOLH1); Glutamate carboxypeptidase 2 (FOLH1); Metalloreductase STEAP1 (STEAP1)	Has both folate hydrolase and N-acetylated-alpha-linked- acidic dipeptidase (NAALADase) activity. Has a preference for tri- alpha-glutamate peptides. In the intestine, required for the uptake of folate. In the brain, modulates excitatory neurotransmission through the hydrolysis of the neuropeptide, N-aceylaspartylglutamate (NAAG), thereby releasing glutamate. Involved in prostate tumor progression.; Also exhibits a dipeptidyl-peptidase IV type activity. In vitro, cleaves Gly-Pro-AMC.			
ADC	HGNC:3791	FOLR1	P15328	ENSG00000110195	2348	1	1	0	1	1	4	1	TheraSAbDab	Luveltamab; Mirvetuximab; Torvutatug; MIRVETUXIMAB SORAVTANSINE	Folate receptor alpha (FOLR1)	Binds to folate and reduced folic acid derivatives and mediates delivery of 5-methyltetrahydrofolate and folate analogs into the interior of cells. Has high affinity for folate and folic acid analogs at neutral pH. Exposure to slightly acidic pH after receptor endocytosis triggers a conformation change that strongly reduces its affinity for folates and mediates their release. Required for normal embryonic development and normal cell proliferation.			
ADC	HGNC:400	ALCAM	Q13740	ENSG00000170017	214	1	1	0	1	1	4	1	TheraSAbDab	Praluzatamab; PRALUZATAMAB RAVTANSINE	CD166 antigen (ALCAM)	Cell adhesion molecule that mediates both heterotypic cell- cell contacts via its interaction with CD6, as well as homotypic cell- cell contacts. Promotes T-cell activation and proliferation via its interactions with CD6. Contributes to the formation and maturation of the immunological synapse via its interactions with CD6. Mediates homotypic interactions with cells that express ALCAM. Acts as a ligand for the LILRB4 receptor, enhancing LILRB4-mediated inhibition of T cell proliferation. Required for normal hematopoietic stem cell engraftment in the bone marrow. Mediates attachment of dendritic cells onto endothelial cells via homotypic interaction. Inhibits endothelial cell migration and promotes endothelial tube formation via homotypic interactions. Required for normal organization of the lymph vessel network. Required for normal hematopoietic stem cell engraftment in the bone marrow. Plays a role in hematopoiesis; required for normal numbers of hematopoietic stem cells in bone marrow. Promotes in vitro osteoblast proliferation and differentiation. Promotes neurite extension, axon growth and axon guidance; axons grow preferentially on surfaces that contain ALCAM. Mediates outgrowth and pathfinding for retinal ganglion cell axons.			
ADC	HGNC:4029	FXYD5	Q96DB9	ENSG00000089327	53827	1	0	0	0	0	1	1	ADCdb		FXYD domain-containing ion transport regulator 5 (FXYD5)	Involved in down-regulation of E-cadherin which results in reduced cell adhesion. Promotes metastasis.			
ADC	HGNC:4039	FZD10	Q9ULW2	ENSG00000111432	11211	1	1	0	1	0	3	1	TheraSAbDab	Tabituximab					
ADC	HGNC:4045	FZD7	O75084	ENSG00000155760	8324	1	0	0	1	0	2	1	ADCdb		Frizzled-7 (FZD7)	Receptor for Wnt proteins. Most frizzled receptors are coupled to the beta-catenin canonical signaling pathway, which leads to the activation of disheveled proteins, inhibition of GSK-3 kinase, nuclear accumulation of beta-catenin and activation of Wnt .get genes. A second signaling pathway involving PKC and calcium fluxes has been seen for some family members, but it is not yet clear if it represents a distinct pathway or if it can be integrated in the canonical pathway, as PKC seems to be required for Wnt-mediated inactivation of GSK-3 kinase. Both pathways seem to involve interactions with G-proteins. Activation by WNT8 induces expression of beta-catenin .get genes. Following ligand activation, binds to CCDC88C/DAPLE which displaces DVL1 from FZD7 and leads to inhibition of canonical Wnt signaling, activation of G-proteins by CCDC88C and triggering of non-canonical Wnt responses. May be involved in transduction and intercellular transmission of polarity information during tissue morphogenesis and/or in differentiated tissues.			
ADC	HGNC:4089	GABRP	O00591	ENSG00000094755	2568	1	0	0	1	0	2	1	ADCdb		Gamma-aminobutyric acid receptor subunit pi (GABRP)	GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel. In the uterus, the function of the receptor appears to be related to tissue contractility. The binding of this pI subunit with other GABA(A) receptor subunits alters the sensitivity of recombinant receptors to modulatory agents such as pregnanolone.			
ADC	HGNC:4243	GFRA1	P56159	ENSG00000151892	2674	1	1	0	1	1	4	1	ADCdb		GDNF family receptor alpha-1 (GFRA1)	Receptor for GDNF. Mediates the GDNF-induced autophosphorylation and activation of the RET receptor.			
ADC	HGNC:427	ALK	Q9UM73	ENSG00000171094	238	1	0	1	1	0	3	1	ADCdb		ALK tyrosine kinase receptor (ALK)	Neuronal receptor tyrosine kinase that is essentially and transiently expressed in specific regions of the central and peripheral nervous systems and plays an important role in the genesis and differentiation of the nervous system. Also acts as a key thinness protein involved in the resistance to weight gain: in hypothalamic neurons, controls energy expenditure acting as a negative regulator of white adipose tissue lipolysis and sympathetic tone to fine-tune energy homeostasis. Following activation by ALKAL2 ligand at the cell surface, transduces an extracellular signal into an intracellular response. In contrast, ALKAL1 is not a potent physiological ligand for ALK. Ligand-binding to the extracellular domain induces tyrosine kinase activation, leading to activation of the mitogen-activated protein kinase (MAPK) pathway. Phosphorylates almost exclusively at the first tyrosine of the Y-x-x-x-Y-Y motif. Induces tyrosine phosphorylation of CBL, FRS2, IRS1 and SHC1, as well as of the MAP kinases MAPK1/ERK2 and MAPK3/ERK1. ALK activation may also be regulated by pleiotrophin (PTN) and midkine (MDK). PTN-binding induces MAPK pathway activation, which is important for the anti-apoptotic signaling of PTN and regulation of cell proliferation. MDK-binding induces phosphorylation of the ALK .get insulin receptor substrate (IRS1), activates mitogen-activated protein kinases (MAPKs) and PI3-kinase, resulting also in cell proliferation induction. Drives NF-kappa-B activation, probably through IRS1 and the activation of the AKT serine/threonine kinase. Recruitment of IRS1 to activated ALK and the activation of NF-kappa-B are essential for the autocrine growth and survival signaling of MDK.			
ADC	HGNC:441	ALPG	P10696	ENSG00000163286	251	1	0	1	1	0	3	1	ADCdb		Alkaline phosphatase, germ cell type (ALPG); Alkaline phosphatase, germ cell type (ALPG); Alkaline phosphatase, placental type (ALPP)	Alkaline phosphatase that can hydrolyze various phosphate compounds.			
ADC	HGNC:4449	GPC1	P35052	ENSG00000063660	2817	1	1	1	1	1	5	1	ADCdb		Glypican-1 (GPC1)	Cell surface proteoglycan that bears heparan sulfate. Binds, via the heparan sulfate side chains, alpha-4 (V) collagen and participates in Schwann cell myelination. May act as a catalyst in increasing the rate of conversion of prion protein PRPN(C) to PRNP(Sc) via associating (via the heparan sulfate side chains) with both forms of PRPN, .geting them to lipid rafts and facilitating their interaction. Required for proper skeletal muscle differentiation by sequestering FGF2 in lipid rafts preventing its binding to receptors (FGFRs) and inhibiting the FGF-mediated signaling.			
ADC	HGNC:4450	GPC2	Q8N158	ENSG00000213420	221914	1	1	0	1	0	3	1	ADCdb		Glypican-2 (GPC2)	Cell surface proteoglycan that bears heparan sulfate. May fulfill a function related to the motile behaviors of developing neurons.			
ADC	HGNC:4451	GPC3	P51654	ENSG00000147257	2719	1	1	1	1	0	4	1	ADCdb		Glypican-3 (GPC3)	Cell surface proteoglycan. Negatively regulates the hedgehog signaling pathway when attached via the GPI- anchor to the cell surface by competing with the hedgehog receptor PTC1 for binding to hedgehog proteins. Binding to the hedgehog protein SHH triggers internalization of the complex by endocytosis and its subsequent lysosomal degradation. Positively regulates the canonical Wnt signaling pathway by binding to the Wnt receptor Frizzled and stimulating the binding of the Frizzled receptor to Wnt ligands. Positively regulates the non-canonical Wnt signaling pathway. Binds to CD81 which decreases the availability of free CD81 for binding to the transcriptional repressor HHEX, resulting in nuclear translocation of HHEX and transcriptional repression. Inhibits the dipeptidyl peptidase activity of DPP4. Plays a role in limb patterning and skeletal development by controlling the cellular response to BMP4. Modulates the effects of growth factors BMP2, BMP7 and FGF7 on renal branching morphogenesis. Required for coronary vascular development. Plays a role in regulating cell movements during gastrulation.			
ADC	HGNC:4462	GPNMB	Q14956	ENSG00000136235	10457	1	0	0	1	1	3	1	TheraSAbDab	Glembatumumab; GLEMBATUMUMAB VEDOTIN	Transmembrane glycoprotein NMB (GPNMB)	Could be a melanogenic enzyme.			
ADC	HGNC:4475	GPR20	Q99678	ENSG00000204882	2843	1	0	1	1	0	3	1	ADCdb		G-protein coupled receptor 20 (GPR20)	Orphan receptor with constitutive G(i) signaling activity that activate cyclic AMP.			
ADC	HGNC:4504	LGR5	O75473	ENSG00000139292	8549	1	0	0	1	0	2	1	ADCdb		Leucine-rich repeat-containing G-protein coupled receptor 5 (LGR5)	Receptor for R-spondins that potentiates the canonical Wnt signaling pathway and acts as a stem cell marker of the intestinal epithelium and the hair follicle. Upon binding to R-spondins (RSPO1, RSPO2, RSPO3 or RSPO4), associates with phosphorylated LRP6 and frizzled receptors that are activated by extracellular Wnt receptors, triggering the canonical Wnt signaling pathway to increase expression of target genes. In contrast to classical G-protein coupled receptors, does not activate heterotrimeric G-proteins to transduce the signal. Involved in the development and/or maintenance of the adult intestinal stem cells during postembryonic development.			
ADC	HGNC:4512	ADGRG1	Q9Y653	ENSG00000205336	9289	1	0	0	1	1	3	1	ADCdb		Adhesion G-protein coupled receptor G1 (ADGRG1)	Receptor involved in cell adhesion and probably in cell-cell interactions. Mediates cell matrix adhesion in developing neurons and hematopoietic stem cells. Receptor for collagen III/COL3A1 in the developing brain and involved in regulation of cortical development, specifically in maintenance of the pial basement membrane integrity and in cortical lamination. Binding to the COL3A1 ligand inhibits neuronal migration and activates the RhoA pathway by coupling to GNA13 and possibly GNA12. Plays a role in the maintenance of hematopoietic stem cells and/or leukemia stem cells in bone marrow niche. Plays a critical role in cancer progression by inhibiting VEGFA production threreby inhibiting angiogenesis through a signaling pathway mediated by PRKCA. Plays an essential role in testis development.			
ADC	HGNC:4540	CXCR3	P49682	ENSG00000186810	2833	1	1	0	1	1	4	1	ADCdb		C-X-C chemokine receptor type 3 (CXCR3)	Receptor for the C-X-C chemokine CXCL9, CXCL10 and CXCL11 and mediates the proliferation, survival and angiogenic activity of human mesangial cells (HMC) through a heterotrimeric G- protein signaling pathway. Binds to CCL21. Probably promotes cell chemotaxis response.			
ADC	HGNC:465	AMHR2	Q16671	ENSG00000135409	269	1	0	0	1	0	2	1	ADCdb		Anti-Muellerian hormone type-2 receptor (AMHR2)	On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional regulators. Receptor for anti-Muellerian hormone.			
ADC	HGNC:4688	GUCY2C	P25092	ENSG00000070019	2984	1	0	0	1	0	2	1	TheraSAbDab	Indusatumab; INDUSATUMAB VEDOTIN	Guanylyl cyclase C (GUCY2C)	Guanylyl cyclase that catalyzes synthesis of cyclic GMP (cGMP) from GTP. Receptor for the E.coli heat-stable enterotoxin; E.coli enterotoxin markedly stimulates the accumulation of cGMP in mammalian cells expressing GUCY2C. Also activated by the endogenous peptides guanylin and uroguanylin.			
ADC	HGNC:4947	HLA-DRA	P01903	ENSG00000204287	3122	1	1	0	1	1	4	1	ADCdb		HLA class II histocompatibility antigen, DR alpha chain (HLA-DRA)	An alpha chain of antigen-presenting major histocompatibility complex class II (MHCII) molecule. In complex with the beta chain HLA- DRB, displays antigenic peptides on professional antigen presenting cells (APCs) for recognition by alpha-beta T cell receptor (TCR) on HLA-DR-restricted CD4-positive T cells. This guides antigen-specific T- helper effector functions, both antibody-mediated immune response and macrophage activation, to ultimately eliminate the infectious agents and transformed cells. Typically presents extracellular peptide antigens of 10 to 30 amino acids that arise from proteolysis of endocytosed antigens in lysosomes. In the tumor microenvironment, presents antigenic peptides that are primarily generated in tumor-resident APCs likely via phagocytosis of apoptotic tumor cells or macropinocytosis of secreted tumor proteins. Presents peptides derived from intracellular proteins that are trapped in autolysosomes after macroautophagy, a mechanism especially relevant for T cell selection in the thymus and central immune tolerance. The selection of the immunodominant epitopes follows two processing modes: &#039;bind first, cut/trim later&#039; for pathogen-derived antigenic peptides and &#039;cut first, bind later&#039; for autoantigens/self- peptides. The anchor residue at position 1 of the peptide N-terminus, usually a large hydrophobic residue, is essential for high affinity interaction with MHCII molecules.			
ADC	HGNC:4964	HLA-G	P17693	ENSG00000204632	3135	1	1	0	1	0	3	1	ADCdb		HLA class I histocompatibility antigen, alpha chain G (HLA-G)	Non-classical major histocompatibility class Ib molecule involved in immune regulatory processes at the maternal-fetal interface. In complex with B2M/beta-2 microglobulin binds a limited repertoire of nonamer self-peptides derived from intracellular proteins including histones and ribosomal proteins. Peptide-bound HLA-G-B2M complex acts as a ligand for inhibitory/activating KIR2DL4, LILRB1 and LILRB2 receptors on uterine immune cells to promote fetal development while maintaining maternal- fetal tolerance. Upon interaction with KIR2DL4 and LILRB1 receptors on decidual NK cells, it triggers NK cell senescence-associated secretory phenotype as a molecular switch to promote vascular remodeling and fetal growth in early pregnancy. Through interaction with KIR2DL4 receptor on decidual macrophages induces pro-inflammatory cytokine production mainly associated with tissue remodeling. Through interaction with LILRB2 receptor triggers differentiation of type 1 regulatory T cells and myeloid-derived suppressor cells, both of which actively maintain maternal-fetal tolerance. May play a role in balancing tolerance and antiviral-immunity at maternal-fetal interface by keeping in check the effector functions of NK, CD8+ T cells and B cells. Reprograms B cells toward an immune suppressive phenotype via LILRB1. May induce immune activation/suppression via intercellular membrane transfer (trogocytosis), likely enabling interaction with KIR2DL4, which resides mostly in endosomes. Through interaction with the inhibitory receptor CD160 on endothelial cells may control angiogenesis in immune privileged sites.			
ADC	HGNC:500	ANPEP	P15144	ENSG00000166825	290	1	0	1	1	1	4	1	ADCdb		Aminopeptidase N (ANPEP)	Broad specificity aminopeptidase which plays a role in the final digestion of peptides generated from hydrolysis of proteins by gastric and pancreatic proteases. Also involved in the processing of various peptides including peptide hormones, such as angiotensin III and IV, neuropeptides, and chemokines. May also be involved the cleavage of peptides bound to major histocompatibility complex class II molecules of antigen presenting cells. May have a role in angiogenesis and promote cholesterol crystallization. May have a role in amino acid transport by acting as binding partner of amino acid transporter SLC6A19 and regulating its activity.			
ADC	HGNC:5012	HMMR	O75330	ENSG00000072571	3161	1	0	0	0	0	1	1	ADCdb		Hyaluronan mediated motility receptor (HMMR)	Receptor for hyaluronic acid (HA). Involved in cell motility. When hyaluronan binds to HMMR, the phosphorylation of a number of proteins, including PTK2/FAK1 occurs. May also be involved in cellular transformation and metastasis formation, and in regulating extracellular-regulated kinase (ERK) activity. May act as a regulator of adipogenisis.			
ADC	HGNC:5232	HSPA1A	P0DMV8	ENSG00000204389	3303	0	0	0	0	0	0	1	ADCdb		Heat shock 70 kDa protein 1A (HSPA1A)	Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis and ADP release, mediated by co-chaperones. The co- chaperones have been shown to not only regulate different steps of the ATPase cycle, but they also have an individual specificity such that one co-chaperone may promote folding of a substrate while another may promote degradation. The affinity for polypeptides is regulated by its nucleotide bound state. In the ATP-bound form, it has a low affinity for substrate proteins. However, upon hydrolysis of the ATP to ADP, it undergoes a conformational change that increases its affinity for substrate proteins. It goes through repeated cycles of ATP hydrolysis and nucleotide exchange, which permits cycles of substrate binding and release. The co-chaperones are of three types: J-domain co-chaperones such as HSP40s (stimulate ATPase hydrolysis by HSP70), the nucleotide exchange factors (NEF) such as BAG1/2/3 (facilitate conversion of HSP70 from the ADP-bound to the ATP-bound state thereby promoting substrate release), and the TPR domain chaperones such as HOPX and STUB1. Maintains protein homeostasis during cellular stress through two opposing mechanisms: protein refolding and degradation. Its acetylation/deacetylation state determines whether it functions in protein refolding or protein degradation by controlling the competitive binding of co-chaperones HOPX and STUB1. During the early stress response, the acetylated form binds to HOPX which assists in chaperone-mediated protein refolding, thereafter, it is deacetylated and binds to ubiquitin ligase STUB1 that promotes ubiquitin-mediated protein degradation. Regulates centrosome integrity during mitosis, and is required for the maintenance of a functional mitotic centrosome that supports the assembly of a bipolar mitotic spindle. Enhances STUB1-mediated SMAD3 ubiquitination and degradation and facilitates STUB1-mediated inhibition of TGF-beta signaling. Essential for STUB1-mediated ubiquitination and degradation of FOXP3 in regulatory T-cells (Treg) during inflammation. Negatively regulates heat shock-induced HSF1 transcriptional activity during the attenuation and recovery phase period of the heat shock response. Involved in the clearance of misfolded PRDM1/Blimp-1 proteins. Sequesters them in the cytoplasm and promotes their association with SYNV1/HRD1, leading to proteasomal degradation.			
ADC	HGNC:5238	HSPA5	P11021	ENSG00000044574	3309	1	0	0	0	0	1	1	ADCdb		Endoplasmic reticulum chaperone BiP (HSPA5)	Endoplasmic reticulum chaperone that plays a key role in protein folding and quality control in the endoplasmic reticulum lumen. Involved in the correct folding of proteins and degradation of misfolded proteins via its interaction with DNAJC10/ERdj5, probably to facilitate the release of DNAJC10/ERdj5 from its substrate. Acts as a key repressor of the ERN1/IRE1-mediated unfolded protein response (UPR). In the unstressed endoplasmic reticulum, recruited by DNAJB9/ERdj4 to the luminal region of ERN1/IRE1, leading to disrupt the dimerization of ERN1/IRE1, thereby inactivating ERN1/IRE1. Accumulation of misfolded protein in the endoplasmic reticulum causes release of HSPA5/BiP from ERN1/IRE1, allowing homodimerization and subsequent activation of ERN1/IRE1. Plays an auxiliary role in post-translational transport of small presecretory proteins across endoplasmic reticulum (ER). May function as an allosteric modulator for SEC61 channel-forming translocon complex, likely cooperating with SEC62 to enable the productive insertion of these precursors into SEC61 channel. Appears to specifically regulate translocation of precursors having inhibitory residues in their mature region that weaken channel gating. May also play a role in apoptosis and cell proliferation.			
ADC	HGNC:5344	ICAM1	P05362	ENSG00000090339	3383	1	1	1	1	1	5	1	ADCdb		Intercellular adhesion molecule 1 (ICAM1)	ICAM proteins are ligands for the leukocyte adhesion protein LFA-1 (integrin alpha-L/beta-2). During leukocyte trans-endothelial migration, ICAM1 engagement promotes the assembly of endothelial apical cups through ARHGEF26/SGEF and RHOG activation.			
ADC	HGNC:5351	ICOS	Q9Y6W8	ENSG00000163600	29851	1	0	1	1	0	3	1	ADCdb		Inducible T-cell costimulator (ICOS)	Enhances all basic T-cell responses to a foreign antigen, namely proliferation, secretion of lymphokines, up-regulation of molecules that mediate cell-cell interaction, and effective help for antibody secretion by B-cells. Essential both for efficient interaction between T and B-cells and for normal antibody responses to T-cell dependent antigens. Does not up-regulate the production of interleukin- 2, but superinduces the synthesis of interleukin-10. Prevents the apoptosis of pre-activated T-cells. Plays a critical role in CD40- mediated class switching of immunoglobin isotypes.			
ADC	HGNC:5433	IFNAR2	P48551	ENSG00000159110	3455	1	0	0	1	1	3	1	ADCdb		Interferon alpha/beta receptor 2 (IFNAR2)	Together with IFNAR1, forms the heterodimeric receptor for type I interferons (including interferons alpha, beta, epsilon, omega and kappa). Type I interferon binding activates the JAK-STAT signaling cascade, resulting in transcriptional activation or repression of interferon- regulated genes that encode the effectors of the interferon response. Mechanistically, type I interferon-binding brings the IFNAR1 and IFNAR2 subunits into close proximity with one another, driving their associated Janus kinases (JAKs) (TYK2 bound to IFNAR1 and JAK1 bound to IFNAR2) to cross-phosphorylate one another. The activated kinases phosphorylate specific tyrosine residues on the intracellular domains of IFNAR1 and IFNAR2, forming docking sites for the STAT transcription factors (STAT1, STAT2 and STAT). STAT proteins are then phosphorylated by the JAKs, promoting their translocation into the nucleus to regulate expression of interferon-regulated genes.			
ADC	HGNC:5465	IGF1R	P08069	ENSG00000140443	3480	1	1	1	1	1	5	1	ADCdb		Insulin-like growth factor 1 receptor (IGF1R)	Receptor tyrosine kinase which mediates actions of insulin- like growth factor 1 (IGF1). Binds IGF1 with high affinity and IGF2 and insulin (INS) with a lower affinity. The activated IGF1R is involved in cell growth and survival control. IGF1R is crucial for tumor transformation and survival of malignant cell. Ligand binding activates the receptor kinase, leading to receptor autophosphorylation, and tyrosines phosphorylation of multiple substrates, that function as signaling adapter proteins including, the insulin-receptor substrates (IRS1/2), Shc and 14-3-3 proteins. Phosphorylation of IRSs proteins lead to the activation of two main signaling pathways: the PI3K-AKT/PKB pathway and the Ras-MAPK pathway. The result of activating the MAPK pathway is increased cellular proliferation, whereas activating the PI3K pathway inhibits apoptosis and stimulates protein synthesis. Phosphorylated IRS1 can activate the 85 kDa regulatory subunit of PI3K (PIK3R1), leading to activation of several downstream substrates, including protein AKT/PKB. AKT phosphorylation, in turn, enhances protein synthesis through mTOR activation and triggers the antiapoptotic effects of IGFIR through phosphorylation and inactivation of BAD. In parallel to PI3K-driven signaling, recruitment of Grb2/SOS by phosphorylated IRS1 or Shc leads to recruitment of Ras and activation of the ras-MAPK pathway. In addition to these two main signaling pathways IGF1R signals also through the Janus kinase/signal transducer and activator of transcription pathway (JAK/STAT). Phosphorylation of JAK proteins can lead to phosphorylation/activation of signal transducers and activators of transcription (STAT) proteins. In particular activation of STAT3, may be essential for the transforming activity of IGF1R. The JAK/STAT pathway activates gene transcription and may be responsible for the transforming activity. JNK kinases can also be activated by the IGF1R. IGF1 exerts inhibiting activities on JNK activation via phosphorylation and inhibition of MAP3K5/ASK1, which is able to directly associate with the IGF1R.; When present in a hybrid receptor with INSR, binds IGF1. shows that hybrid receptors composed of IGF1R and INSR isoform Long are activated with a high affinity by IGF1, with low affinity by IGF2 and not significantly activated by insulin, and that hybrid receptors composed of IGF1R and INSR isoform Short are activated by IGF1, IGF2 and insulin. In contrast, shows that hybrid receptors composed of IGF1R and INSR isoform Long and hybrid receptors composed of IGF1R and INSR isoform Short have similar binding characteristics, both bind IGF1 and have a low affinity for insulin.			
ADC	HGNC:5975	IL13RA2	Q14627	ENSG00000123496	3598	1	1	1	1	1	5	1	ADCdb		Interleukin-13 receptor subunit alpha-2 (IL13RA2)	Binds as a monomer with high affinity to interleukin-13 (IL13), but not to interleukin-4 (IL4).			
ADC	HGNC:598	APLP2	Q06481	ENSG00000084234	334	1	0	0	1	1	3	1	ADCdb		Amyloid beta precursor like protein 2 (APLP2); Receptor tyrosine-protein kinase erbB-2 (ERBB2)				
ADC	HGNC:5994	IL1R2	P27930	ENSG00000115590	7850	1	1	0	1	1	4	1	ADCdb		Interleukin-1 receptor type 2 (IL1R2)	Non-signaling receptor for IL1A, IL1B and IL1RN. Reduces IL1B activities. Serves as a decoy receptor by competitive binding to IL1B and preventing its binding to IL1R1. Also modulates cellular response through non-signaling association with IL1RAP after binding to IL1B. IL1R2 (membrane and secreted forms) preferentially binds IL1B and poorly IL1A and IL1RN. The secreted IL1R2 recruits secreted IL1RAP with high affinity; this complex formation may be the dominant mechanism for neutralization of IL1B by secreted/soluble receptors.			
ADC	HGNC:5995	IL1RAP	Q9NPH3	ENSG00000196083	3556	1	1	0	1	1	4	1	ADCdb		Interleukin-1 receptor accessory protein (IL1RAP)	Coreceptor for IL1RL2 in the IL-36 signaling system. Coreceptor with IL1R1 in the IL-1 signaling system. Associates with IL1R1 bound to IL1B to form the high affinity interleukin-1 receptor complex which mediates interleukin-1-dependent activation of NF-kappa-B and other pathways. Signaling involves the recruitment of adapter molecules such as TOLLIP, MYD88, and IRAK1 or IRAK2 via the respective TIR domains of the receptor/coreceptor subunits. Recruits TOLLIP to the signaling complex. Does not bind to interleukin-1 alone; binding of IL1RN to IL1R1, prevents its association with IL1R1 to form a signaling complex. The cellular response is modulated through a non-signaling association with the membrane IL1R2 decoy receptor. Coreceptor for IL1RL1 in the IL-33 signaling system. Can bidirectionally induce pre- and postsynaptic differentiation of neurons by trans-synaptically binding to PTPRD. May play a role in IL1B-mediated costimulation of IFNG production from T-helper 1 (Th1) cells (Probable). Associates with secreted ligand-bound IL1R2 and increases the affinity of secreted IL1R2 for IL1B; this complex formation may be the dominant mechanism for neutralization of IL1B by secreted/soluble receptors. Enhances the ability of secreted IL1R1 to inhibit IL-33 signaling. Unable to mediate canonical IL-1 signaling. Required for Src phosphorylation by IL1B. May be involved in IL1B-potentiated NMDA-induced calcium influx in neurons.			
