gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	category	subcategory	facet	surface_call_reason	induction_trigger	low_endogenous_expression	state_dependence
OR7A17	HGNC:8363	O14581	ENSG00000185385	26333.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
OR7A5	HGNC:8368	Q15622	ENSG00000188269	26659.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
OR7C1	HGNC:8373	O76099	ENSG00000127530	26664.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
OR7D2	HGNC:8378	Q96RA2	ENSG00000188000	162998.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
OR7D4	HGNC:8380	Q8NG98	ENSG00000174667	125958.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
OR7E24	HGNC:8396	Q6IFN5	ENSG00000237521	26648.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
OR8B3	HGNC:8472	Q8NGG8	ENSG00000284609	390271.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
OR8D2	HGNC:8482	Q9GZM6	ENSG00000279116	283160.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
OSCP1	HGNC:29971	Q8WVF1	ENSG00000116885	127700.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
OTOA	HGNC:16378	Q7RTW8	ENSG00000155719	146183.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
OTOP1	HGNC:19656	Q7RTM1	ENSG00000163982	133060.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
P2RY8	HGNC:15524	Q86VZ1	ENSG00000182162	286530.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
PAM	HGNC:8596	P19021	ENSG00000145730	5066.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PAQR6	HGNC:30132	Q6TCH4	ENSG00000160781	79957.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PATE1	HGNC:24664	Q8WXA2	ENSG00000171053	160065.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PATE2	HGNC:32249	Q6UY27	ENSG00000196844	399967.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	1	moderate
PATE3	HGNC:35426	B3GLJ2	ENSG00000236027	100169851.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
PCDH11X	HGNC:8656	Q9BZA7	ENSG00000102290	27328.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
PCDH11Y	HGNC:15813	Q9BZA8	ENSG00000099715	83259.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
PCDH12	HGNC:8657	Q9NPG4	ENSG00000113555	51294.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDH15	HGNC:14674	Q96QU1	ENSG00000150275	65217.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	high
PCDH20	HGNC:14257	Q8N6Y1	ENSG00000280165	64881.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA1	HGNC:8663	Q9Y5I3	ENSG00000204970	56147.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA10	HGNC:8664	Q9Y5I2	ENSG00000250120	56139.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA11	HGNC:8665	Q9Y5I1	ENSG00000249158	56138.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA12	HGNC:8666	Q9UN75	ENSG00000251664	56137.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA13	HGNC:8667	Q9Y5I0	ENSG00000239389	56136.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA2	HGNC:8668	Q9Y5H9	ENSG00000204969	56146.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PCDHA3	HGNC:8669	Q9Y5H8	ENSG00000255408	56145.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PCDHA5	HGNC:8671	Q9Y5H7	ENSG00000204965	56143.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHA6	HGNC:8672	Q9UN73	ENSG00000081842	56142.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PCDHA7	HGNC:8673	Q9UN72	ENSG00000204963	56141.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PCDHA8	HGNC:8674	Q9Y5H6	ENSG00000204962	56140.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PCDHAC1	HGNC:8676	Q9H158	ENSG00000248383	56135.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHAC2	HGNC:8677	Q9Y5I4	ENSG00000243232	56134.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB10	HGNC:8681	Q9UN67	ENSG00000120324	56126.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB11	HGNC:8682	Q9Y5F2	ENSG00000197479	56125.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	infection	1	moderate
PCDHB12	HGNC:8683	Q9Y5F1	ENSG00000120328	56124.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB14	HGNC:8685	Q9Y5E9	ENSG00000120327	56122.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB15	HGNC:8686	Q9Y5E8	ENSG00000113248	56121.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
PCDHB16	HGNC:14546	Q9NRJ7	ENSG00000272674	57717.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
PCDHB2	HGNC:8687	Q9Y5E7	ENSG00000112852	56133.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB3	HGNC:8688	Q9Y5E6	ENSG00000113205	56132.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
PCDHB4	HGNC:8689	Q9Y5E5	ENSG00000081818	56131.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB5	HGNC:8690	Q9Y5E4	ENSG00000113209	26167.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
PCDHB6	HGNC:8691	Q9Y5E3	ENSG00000113211	56130.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHB8	HGNC:8693	Q9UN66	ENSG00000120322	56128.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHGA1	HGNC:8696	Q9Y5H4	ENSG00000204956	56114.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PCDHGA10	HGNC:8697	Q9Y5H3	ENSG00000253846	56106.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
PCDHGA11	HGNC:8698	Q9Y5H2	ENSG00000253873	56105.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
PCDHGA12	HGNC:8699	O60330	ENSG00000253159	26025.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHGA2	HGNC:8700	Q9Y5H1	ENSG00000081853	56113.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHGA4	HGNC:8702	Q9Y5G9	ENSG00000262576	56111.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
PCDHGA5	HGNC:8703	Q9Y5G8	ENSG00000253485	56110.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
PCDHGA6	HGNC:8704	Q9Y5G7	ENSG00000253731	56109.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	high
PCDHGA7	HGNC:8705	Q9Y5G6	ENSG00000253537	56108.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
PCDHGA8	HGNC:8706	Q9Y5G5	ENSG00000253767	9708.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHGB1	HGNC:8708	Q9Y5G3	ENSG00000254221	56104.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
PCDHGB2	HGNC:8709	Q9Y5G2	ENSG00000253910	56103.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	1	moderate
PCDHGB3	HGNC:8710	Q9Y5G1	ENSG00000262209	56102.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHGB6	HGNC:8713	Q9Y5F9	ENSG00000253305	56100.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PCDHGB7	HGNC:8714	Q9Y5F8	ENSG00000254122	56099.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
PCDHGC4	HGNC:8717	Q9Y5F7	ENSG00000242419	56098.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
PCSK5	HGNC:8747	Q92824	ENSG00000099139	5125.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	high
PERP	HGNC:17637	Q96FX8	ENSG00000112378	64065.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
PIRT	HGNC:37239	P0C851	ENSG00000233670	644139.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PKD1L1	HGNC:18053	Q8TDX9	ENSG00000158683	168507.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PKD1L3	HGNC:21716	Q7Z443	ENSG00000277481	342372.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PKD2L1	HGNC:9011	Q9P0L9	ENSG00000107593	9033.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	high
PKDREJ	HGNC:9015	Q9NTG1	ENSG00000130943	10343.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
PKHD1	HGNC:9016	P08F94	ENSG00000170927	5314.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
PKHD1L1	HGNC:20313	Q86WI1	ENSG00000205038	93035.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
PLA2G2F	HGNC:30040	Q9BZM2	ENSG00000158786	64600.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	high
PLB1	HGNC:30041	Q6P1J6	ENSG00000163803	151056.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PLET1	HGNC:30053	Q6UQ28	ENSG00000188771	349633.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	high
PLLP	HGNC:18553	Q9Y342	ENSG00000102934	51090.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
PLP1	HGNC:9086	P60201	ENSG00000123560	5354.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	stress_hypoxia	0	high
PLPP4	HGNC:23531	Q5VZY2	ENSG00000203805	196051.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PLPPR1	HGNC:25993	Q8TBJ4	ENSG00000148123	54886.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	high
PLPPR3	HGNC:23497	Q6T4P5	ENSG00000129951	79948.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PLPPR4	HGNC:23496	Q7Z2D5	ENSG00000117600	9890.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
PLPPR5	HGNC:31703	Q32ZL2	ENSG00000117598	163404.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PLVAP	HGNC:13635	Q9BX97	ENSG00000130300	83483.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
POPDC1	HGNC:1152	Q8NE79	ENSG00000112276	11149.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
POPDC2	HGNC:17648	Q9HBU9	ENSG00000121577	64091.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
POPDC3	HGNC:17649	Q9HBV1	ENSG00000132429	64208.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
PRIMA1	HGNC:18319	Q86XR5	ENSG00000175785	145270.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	1	moderate
PRND	HGNC:15748	Q9UKY0	ENSG00000171864	23627.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PRPH2	HGNC:9942	P23942	ENSG00000112619	5961.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PRRT1	HGNC:13943	Q99946	ENSG00000204314	80863.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
PRRT2	HGNC:30500	Q7Z6L0	ENSG00000167371	112476.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
PRSS21	HGNC:9485	Q9Y6M0	ENSG00000007038	10942.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
PRSS41	HGNC:30715	Q7RTY9	ENSG00000215148	360226.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
PRSS55	HGNC:30824	Q6UWB4	ENSG00000184647	203074.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
PTCHD1	HGNC:26392	Q96NR3	ENSG00000165186	139411.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PTCRA	HGNC:21290	Q6ISU1	ENSG00000171611	171558.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
PTGDR2	HGNC:4502	Q9Y5Y4	ENSG00000183134	11251.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
PTPRB	HGNC:9665	P23467	ENSG00000127329	5787.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
PTPRH	HGNC:9672	Q9HD43	ENSG00000080031	5794.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
PTPRQ	HGNC:9679	Q9UMZ3	ENSG00000139304	374462.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
PTPRR	HGNC:9680	Q15256	ENSG00000153233	5801.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
PVRIG	HGNC:32190	Q6DKI7	ENSG00000213413	79037.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
RELL2	HGNC:26902	Q8NC24	ENSG00000164620	285613.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
RELT	HGNC:13764	Q969Z4	ENSG00000054967	84957.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
RGR	HGNC:9990	P47804	ENSG00000148604	5995.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
RGS9BP	HGNC:30304	Q6ZS82	ENSG00000186326	388531.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	infection	1	high
RHAG	HGNC:10006	Q02094	ENSG00000112077	6005.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
RHBG	HGNC:14572	Q9H310	ENSG00000132677	57127.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
RHCE	HGNC:10008	P18577	ENSG00000188672	6006.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
RHD	HGNC:10009	Q02161	ENSG00000187010	6007.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
RHEX	HGNC:25341	Q6ZWK4	ENSG00000263961	440712.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	high
RHO	HGNC:10012	P08100	ENSG00000163914	6010.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
RNASE2	HGNC:10045	P10153	ENSG00000169385	6036.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
ROM1	HGNC:10254	Q03395	ENSG00000149489	6094.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
RRH	HGNC:10450	O14718	ENSG00000180245	10692.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
RTN4RL2	HGNC:23053	Q86UN3	ENSG00000186907	349667.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
RTP1	HGNC:28580	P59025	ENSG00000175077	132112.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	infection	0	high
RTP2	HGNC:32486	Q5QGT7	ENSG00000198471	344892.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
RTP3	HGNC:15572	Q9BQQ7	ENSG00000163825	83597.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
SCART1	HGNC:32411	Q4G0T1	ENSG00000214279	619207.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
SCEL	HGNC:10573	O95171	ENSG00000136155	8796.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SCIMP	HGNC:33504	Q6UWF3	ENSG00000161929	388325.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
SCN11A	HGNC:10583	Q9UI33	ENSG00000168356	11280.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SCN1A	HGNC:10585	P35498	ENSG00000144285	6323.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
SDK2	HGNC:19308	Q58EX2	ENSG00000069188	54549.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	stress_hypoxia	0	moderate
SEMA4F	HGNC:10734	O95754	ENSG00000135622	10505.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
SEMA6C	HGNC:10740	Q9H3T2	ENSG00000143434	10500.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
SEMG1	HGNC:10742	P04279	ENSG00000124233	6406.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	high
SEZ6	HGNC:15955	Q53EL9	ENSG00000063015	124925.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SEZ6L	HGNC:10763	Q9BYH1	ENSG00000100095	23544.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
SGCA	HGNC:10805	Q16586	ENSG00000108823	6442.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SGCB	HGNC:10806	Q16585	ENSG00000163069	6443.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
SGCD	HGNC:10807	Q92629	ENSG00000170624	6444.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SGCG	HGNC:10809	Q13326	ENSG00000102683	6445.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SHISA6	HGNC:34491	Q6ZSJ9	ENSG00000188803	388336.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SHISA7	HGNC:35409	A6NL88	ENSG00000187902	729956.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	high
SHISA9	HGNC:37231	B4DS77	ENSG00000237515	729993.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	1	moderate
SI	HGNC:10856	P14410	ENSG00000090402	6476.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	infection	0	moderate
SIDT1	HGNC:25967	Q9NXL6	ENSG00000072858	54847.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
SIGLEC11	HGNC:15622	Q96RL6	ENSG00000161640	114132.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	moderate
SIGLEC16	HGNC:24851	A6NMB1	ENSG00000161643	400709.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
SIGLEC8	HGNC:10877	Q9NYZ4	ENSG00000105366	27181.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
SIRPB1	HGNC:15928	O00241	ENSG00000101307	10326.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
SIRPB2	HGNC:16247	Q5JXA9	ENSG00000196209	284759.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	moderate
SIRPG	HGNC:15757	Q9P1W8	ENSG00000089012	55423.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
SIT1	HGNC:17710	Q9Y3P8	ENSG00000137078	27240.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SLAMF8	HGNC:21391	Q9P0V8	ENSG00000158714	56833.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	1	high
SLC10A2	HGNC:10906	Q12908	ENSG00000125255	6555.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
SLC10A5	HGNC:22981	Q5PT55	ENSG00000253598	347051.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SLC11A2	HGNC:10908	P49281	ENSG00000110911	4891.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SLC12A1	HGNC:10910	Q13621	ENSG00000074803	6557.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	infection	0	moderate
SLC12A3	HGNC:10912	P55017	ENSG00000070915	6559.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	stress_hypoxia	0	moderate
SLC13A1	HGNC:10916	Q9BZW2	ENSG00000081800	6561.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
SLC13A2	HGNC:10917	Q13183	ENSG00000007216	9058.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SLC13A4	HGNC:15827	Q9UKG4	ENSG00000164707	26266.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SLC16A12	HGNC:23094	Q6ZSM3	ENSG00000152779	387700.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
SLC16A8	HGNC:16270	O95907	ENSG00000100156	23539.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SLC17A1	HGNC:10929	Q14916	ENSG00000124568	6568.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
SLC17A3	HGNC:10931	O00476	ENSG00000124564	10786.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	0	moderate
SLC17A4	HGNC:10932	Q9Y2C5	ENSG00000146039	10050.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
SLC1A6	HGNC:10944	P48664	ENSG00000105143	6511.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
SLC1A7	HGNC:10945	O00341	ENSG00000162383	6512.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SLC22A11	HGNC:18120	Q9NSA0	ENSG00000168065	55867.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
SLC22A24	HGNC:28542	Q8N4F4	ENSG00000197658	283238.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
SLC22A6	HGNC:10970	Q4U2R8	ENSG00000197901	9356.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
SLC22A7	HGNC:10971	Q9Y694	ENSG00000137204	10864.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
SLC22A9	HGNC:16261	Q8IVM8	ENSG00000149742	114571.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
SLC23A1	HGNC:10974	Q9UHI7	ENSG00000170482	9963.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	0	moderate
SLC24A1	HGNC:10975	O60721	ENSG00000074621	9187.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SLC24A4	HGNC:10978	Q8NFF2	ENSG00000140090	123041.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SLC26A5	HGNC:9359	P58743	ENSG00000170615	375611.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	moderate
SLC26A7	HGNC:14467	Q8TE54	ENSG00000147606	115111.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	other	1	moderate
SLC26A8	HGNC:14468	Q96RN1	ENSG00000112053	116369.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	0	high
SLC26A9	HGNC:14469	Q7LBE3	ENSG00000174502	115019.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	high
SLC28A1	HGNC:11001	O00337	ENSG00000156222	9154.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
SLC2A11	HGNC:14239	Q9BYW1	ENSG00000133460	66035.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
SLC34A3	HGNC:20305	Q8N130	ENSG00000198569	142680.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	stress_hypoxia	0	moderate
SLC36A2	HGNC:18762	Q495M3	ENSG00000186335	153201.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	stress_hypoxia	1	moderate
SLC38A8	HGNC:32434	A6NNN8	ENSG00000166558	146167.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	infection	1	moderate
SLC39A3	HGNC:17128	Q9BRY0	ENSG00000141873	29985.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	immune	1	high
SLC39A5	HGNC:20502	Q6ZMH5	ENSG00000139540	283375.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	none	1	moderate
SLC3A1	HGNC:11025	Q07837	ENSG00000138079	6519.0	likely	cell_type_restricted	cell_type_restricted	tissue_restricted_surface	oncogenic	0	moderate
