gene_symbol	uniprot_acc	hgnc_id	model	prompt_variant	replicate	predicted_verdict	predicted_reason	is_match	ground_truth_verdict	ground_truth_reason
RPN2	P04844	HGNC:10382	claude-opus-4-8	ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
RPN2	P04844	HGNC:10382	claude-opus-4-8	ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
SCAP	Q12770	HGNC:30634	claude-opus-4-8	ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
SCAP	Q12770	HGNC:30634	claude-opus-4-8	ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
SCAP	Q12770	HGNC:30634	claude-opus-4-8	ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
SCARB2	Q14108	HGNC:1665	claude-opus-4-8	ncbi	1	contextual	lysosomal_exocytosis	1	contextual	lysosomal_exocytosis
SCARB2	Q14108	HGNC:1665	claude-opus-4-8	ncbi	2	contextual	dual_localization	1	contextual	lysosomal_exocytosis
SCARB2	Q14108	HGNC:1665	claude-opus-4-8	ncbi	3	contextual	dual_localization	1	contextual	lysosomal_exocytosis
SEC61G	P60059	HGNC:18277	claude-opus-4-8	ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
SEC61G	P60059	HGNC:18277	claude-opus-4-8	ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
SEC61G	P60059	HGNC:18277	claude-opus-4-8	ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
SEZ6	Q53EL9	HGNC:15955	claude-opus-4-8	ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
SEZ6	Q53EL9	HGNC:15955	claude-opus-4-8	ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
SEZ6	Q53EL9	HGNC:15955	claude-opus-4-8	ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
SLC34A2	O95436	HGNC:11020	claude-opus-4-8	ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SLC34A2	O95436	HGNC:11020	claude-opus-4-8	ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SLC34A2	O95436	HGNC:11020	claude-opus-4-8	ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SRC	P12931	HGNC:11283	claude-opus-4-8	ncbi	1	no	inner_leaflet_anchored	0	contextual	cell_state_induced
SRC	P12931	HGNC:11283	claude-opus-4-8	ncbi	2	no	inner_leaflet_anchored	0	contextual	cell_state_induced
SRC	P12931	HGNC:11283	claude-opus-4-8	ncbi	3	no	inner_leaflet_anchored	0	contextual	cell_state_induced
SSTR2	P30874	HGNC:11331	claude-opus-4-8	ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SSTR2	P30874	HGNC:11331	claude-opus-4-8	ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
SSTR2	P30874	HGNC:11331	claude-opus-4-8	ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP1	Q9UHE8	HGNC:11378	claude-opus-4-8	ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP1	Q9UHE8	HGNC:11378	claude-opus-4-8	ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP1	Q9UHE8	HGNC:11378	claude-opus-4-8	ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP2	Q8NFT2	HGNC:17885	claude-opus-4-8	ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP2	Q8NFT2	HGNC:17885	claude-opus-4-8	ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STEAP2	Q8NFT2	HGNC:17885	claude-opus-4-8	ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
STIM1	Q13586	HGNC:11386	claude-opus-4-8	ncbi	1	contextual	dual_localization	1	contextual	dual_localization
STIM1	Q13586	HGNC:11386	claude-opus-4-8	ncbi	2	contextual	dual_localization	1	contextual	dual_localization
STIM1	Q13586	HGNC:11386	claude-opus-4-8	ncbi	3	contextual	dual_localization	1	contextual	dual_localization
SUN1	O94901	HGNC:18587	claude-opus-4-8	ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SUN1	O94901	HGNC:18587	claude-opus-4-8	ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SUN1	O94901	HGNC:18587	claude-opus-4-8	ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
SUN2	Q9UH99	HGNC:14210	claude-opus-4-8	ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SUN2	Q9UH99	HGNC:14210	claude-opus-4-8	ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SUN2	Q9UH99	HGNC:14210	claude-opus-4-8	ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
SYK	P43405	HGNC:11491	claude-opus-4-8	ncbi	1	no	cytoplasmic	1	no	cytoplasmic
SYK	P43405	HGNC:11491	claude-opus-4-8	ncbi	2	no	inner_leaflet_anchored	1	no	cytoplasmic
SYK	P43405	HGNC:11491	claude-opus-4-8	ncbi	3	no	inner_leaflet_anchored	1	no	cytoplasmic
SYNE1	Q8NF91	HGNC:17089	claude-opus-4-8	ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SYNE1	Q8NF91	HGNC:17089	claude-opus-4-8	ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SYNE1	Q8NF91	HGNC:17089	claude-opus-4-8	ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
SYNE2	Q8WXH0	HGNC:17084	claude-opus-4-8	ncbi	1	no	nuclear_envelope	1	no	nuclear_envelope
SYNE2	Q8WXH0	HGNC:17084	claude-opus-4-8	ncbi	2	no	nuclear_envelope	1	no	nuclear_envelope
SYNE2	Q8WXH0	HGNC:17084	claude-opus-4-8	ncbi	3	no	nuclear_envelope	1	no	nuclear_envelope
TACSTD2	P09758	HGNC:11530	claude-opus-4-8	ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TACSTD2	P09758	HGNC:11530	claude-opus-4-8	ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TACSTD2	P09758	HGNC:11530	claude-opus-4-8	ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TF	P02787	HGNC:11740	claude-opus-4-8	ncbi	1	no	secreted_only	1	no	secreted_only
TF	P02787	HGNC:11740	claude-opus-4-8	ncbi	2	no	secreted_only	1	no	secreted_only
TF	P02787	HGNC:11740	claude-opus-4-8	ncbi	3	no	secreted_only	1	no	secreted_only
TFRC	P02786	HGNC:11763	claude-opus-4-8	ncbi	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TFRC	P02786	HGNC:11763	claude-opus-4-8	ncbi	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TFRC	P02786	HGNC:11763	claude-opus-4-8	ncbi	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
TGFB1	P01137	HGNC:11766	claude-opus-4-8	ncbi	1	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
TGFB1	P01137	HGNC:11766	claude-opus-4-8	ncbi	2	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
TGFB1	P01137	HGNC:11766	claude-opus-4-8	ncbi	3	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
TGOLN2	O43493	HGNC:15450	claude-opus-4-8	ncbi	1	contextual	dual_localization	1	contextual	dual_localization
TGOLN2	O43493	HGNC:15450	claude-opus-4-8	ncbi	2	contextual	dual_localization	1	contextual	dual_localization
TGOLN2	O43493	HGNC:15450	claude-opus-4-8	ncbi	3	contextual	dual_localization	1	contextual	dual_localization
TM4SF1	P30408	HGNC:11853	claude-opus-4-8	ncbi	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
TM4SF1	P30408	HGNC:11853	claude-opus-4-8	ncbi	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
TM4SF1	P30408	HGNC:11853	claude-opus-4-8	ncbi	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
TMED10	P49755	HGNC:16998	claude-opus-4-8	ncbi	1	no	endomembrane_resident	0	contextual	dual_localization
TMED10	P49755	HGNC:16998	claude-opus-4-8	ncbi	2	no	endomembrane_resident	0	contextual	dual_localization
TMED10	P49755	HGNC:16998	claude-opus-4-8	ncbi	3	no	endomembrane_resident	0	contextual	dual_localization
TMED9	Q9BVK6	HGNC:24878	claude-opus-4-8	ncbi	1	no	endomembrane_resident	1	no	endomembrane_resident
TMED9	Q9BVK6	HGNC:24878	claude-opus-4-8	ncbi	2	no	endomembrane_resident	1	no	endomembrane_resident
TMED9	Q9BVK6	HGNC:24878	claude-opus-4-8	ncbi	3	no	endomembrane_resident	1	no	endomembrane_resident
TYK2	P29597	HGNC:12440	claude-opus-4-8	ncbi	1	no	inner_leaflet_anchored	1	no	cytoplasmic
TYK2	P29597	HGNC:12440	claude-opus-4-8	ncbi	2	no	cytoplasmic	1	no	cytoplasmic
TYK2	P29597	HGNC:12440	claude-opus-4-8	ncbi	3	no	inner_leaflet_anchored	1	no	cytoplasmic
TYRP1	P17643	HGNC:12450	claude-opus-4-8	ncbi	1	contextual	cell_state_induced	1	contextual	dual_localization
TYRP1	P17643	HGNC:12450	claude-opus-4-8	ncbi	2	contextual	dual_localization	1	contextual	dual_localization
TYRP1	P17643	HGNC:12450	claude-opus-4-8	ncbi	3	contextual	tissue_restricted_surface	1	contextual	dual_localization
VDAC1	P21796	HGNC:12669	claude-opus-4-8	ncbi	1	contextual	dual_localization	1	contextual	dual_localization
VDAC1	P21796	HGNC:12669	claude-opus-4-8	ncbi	2	contextual	dual_localization	1	contextual	dual_localization
VDAC1	P21796	HGNC:12669	claude-opus-4-8	ncbi	3	contextual	dual_localization	1	contextual	dual_localization
VEGFA	P15692	HGNC:12680	claude-opus-4-8	ncbi	1	no	secreted_only	1	no	secreted_only
VEGFA	P15692	HGNC:12680	claude-opus-4-8	ncbi	2	no	secreted_only	1	no	secreted_only
VEGFA	P15692	HGNC:12680	claude-opus-4-8	ncbi	3	no	secreted_only	1	no	secreted_only
ZP3	P21754	HGNC:13189	claude-opus-4-8	ncbi	1	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
ZP3	P21754	HGNC:13189	claude-opus-4-8	ncbi	2	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
ZP3	P21754	HGNC:13189	claude-opus-4-8	ncbi	3	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
A2M	P01023	HGNC:7	claude-sonnet-4-6	naive	1	no	secreted_only	1	no	secreted_only
A2M	P01023	HGNC:7	claude-sonnet-4-6	naive	2	no	secreted_only	1	no	secreted_only
A2M	P01023	HGNC:7	claude-sonnet-4-6	naive	3	no	secreted_only	1	no	secreted_only
ABCB9	Q9NP78	HGNC:50	claude-sonnet-4-6	naive	1	no	endomembrane_resident	1	no	endomembrane_resident
ABCB9	Q9NP78	HGNC:50	claude-sonnet-4-6	naive	2	no	endomembrane_resident	1	no	endomembrane_resident
ABCB9	Q9NP78	HGNC:50	claude-sonnet-4-6	naive	3	no	endomembrane_resident	1	no	endomembrane_resident
ADORA3	P0DMS8	HGNC:268	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
ADORA3	P0DMS8	HGNC:268	claude-sonnet-4-6	naive	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
ADORA3	P0DMS8	HGNC:268	claude-sonnet-4-6	naive	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
AKT2	P31751	HGNC:392	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	1	no	cytoplasmic
AKT2	P31751	HGNC:392	claude-sonnet-4-6	naive	2	no	inner_leaflet_anchored	1	no	cytoplasmic
AKT2	P31751	HGNC:392	claude-sonnet-4-6	naive	3	no	inner_leaflet_anchored	1	no	cytoplasmic
ALPG	P10696	HGNC:441	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
ALPG	P10696	HGNC:441	claude-sonnet-4-6	naive	2	yes	gpi_anchored	1	contextual	tissue_restricted_surface
ALPG	P10696	HGNC:441	claude-sonnet-4-6	naive	3	contextual	tissue_restricted_surface	1	contextual	tissue_restricted_surface
AMHR2	Q16671	HGNC:465	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
AMHR2	Q16671	HGNC:465	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
AMHR2	Q16671	HGNC:465	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
APOB	P04114	HGNC:603	claude-sonnet-4-6	naive	1	no	secreted_only	1	no	secreted_only
APOB	P04114	HGNC:603	claude-sonnet-4-6	naive	2	no	secreted_only	1	no	secreted_only
APOB	P04114	HGNC:603	claude-sonnet-4-6	naive	3	no	secreted_only	1	no	secreted_only
APPL1	Q9UKG1	HGNC:24035	claude-sonnet-4-6	naive	1	no	cytoplasmic	1	no	endomembrane_resident
APPL1	Q9UKG1	HGNC:24035	claude-sonnet-4-6	naive	2	no	cytoplasmic	1	no	endomembrane_resident
APPL1	Q9UKG1	HGNC:24035	claude-sonnet-4-6	naive	3	no	cytoplasmic	1	no	endomembrane_resident
ATG9A	Q7Z3C6	HGNC:22408	claude-sonnet-4-6	naive	1	no	endomembrane_resident	1	no	endomembrane_resident
ATG9A	Q7Z3C6	HGNC:22408	claude-sonnet-4-6	naive	2	no	endomembrane_resident	1	no	endomembrane_resident
ATG9A	Q7Z3C6	HGNC:22408	claude-sonnet-4-6	naive	3	no	endomembrane_resident	1	no	endomembrane_resident
ATP5F1B	P06576	HGNC:830	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	1	contextual	dual_localization
ATP5F1B	P06576	HGNC:830	claude-sonnet-4-6	naive	2	contextual	dual_localization	1	contextual	dual_localization
ATP5F1B	P06576	HGNC:830	claude-sonnet-4-6	naive	3	contextual	cell_state_induced	1	contextual	dual_localization
AVPR1A	P37288	HGNC:895	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
AVPR1A	P37288	HGNC:895	claude-sonnet-4-6	naive	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
AVPR1A	P37288	HGNC:895	claude-sonnet-4-6	naive	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
B2M	P61769	HGNC:914	claude-sonnet-4-6	naive	1	yes	stable_complex_partner	1	yes	stable_complex_partner
B2M	P61769	HGNC:914	claude-sonnet-4-6	naive	2	yes	stable_complex_partner	1	yes	stable_complex_partner
B2M	P61769	HGNC:914	claude-sonnet-4-6	naive	3	yes	stable_complex_partner	1	yes	stable_complex_partner
B4GALT1	P15291	HGNC:924	claude-sonnet-4-6	naive	1	no	endomembrane_resident	0	contextual	dual_localization
B4GALT1	P15291	HGNC:924	claude-sonnet-4-6	naive	2	no	endomembrane_resident	0	contextual	dual_localization
B4GALT1	P15291	HGNC:924	claude-sonnet-4-6	naive	3	no	endomembrane_resident	0	contextual	dual_localization
BAX	Q07812	HGNC:959	claude-sonnet-4-6	naive	1	no	cytoplasmic	1	no	cytoplasmic
BAX	Q07812	HGNC:959	claude-sonnet-4-6	naive	2	no	cytoplasmic	1	no	cytoplasmic
BAX	Q07812	HGNC:959	claude-sonnet-4-6	naive	3	no	cytoplasmic	1	no	cytoplasmic
BDKRB1	P46663	HGNC:1029	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
BDKRB1	P46663	HGNC:1029	claude-sonnet-4-6	naive	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
BDKRB1	P46663	HGNC:1029	claude-sonnet-4-6	naive	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
BRAF	P15056	HGNC:1097	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	1	no	cytoplasmic
BRAF	P15056	HGNC:1097	claude-sonnet-4-6	naive	2	no	inner_leaflet_anchored	1	no	cytoplasmic
BRAF	P15056	HGNC:1097	claude-sonnet-4-6	naive	3	no	inner_leaflet_anchored	1	no	cytoplasmic
BST2	Q10589	HGNC:1119	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	gpi_anchored
BST2	Q10589	HGNC:1119	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	gpi_anchored
BST2	Q10589	HGNC:1119	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	gpi_anchored
BTK	Q06187	HGNC:1133	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	1	no	cytoplasmic
BTK	Q06187	HGNC:1133	claude-sonnet-4-6	naive	2	no	inner_leaflet_anchored	1	no	cytoplasmic
BTK	Q06187	HGNC:1133	claude-sonnet-4-6	naive	3	no	inner_leaflet_anchored	1	no	cytoplasmic
C3	P01024	HGNC:1318	claude-sonnet-4-6	naive	1	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
C3	P01024	HGNC:1318	claude-sonnet-4-6	naive	2	no	secreted_only	0	contextual	stable_surface_attachment
C3	P01024	HGNC:1318	claude-sonnet-4-6	naive	3	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
CA9	Q16790	HGNC:1383	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CA9	Q16790	HGNC:1383	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CA9	Q16790	HGNC:1383	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CALR	P27797	HGNC:1455	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	1	contextual	cell_state_induced
CALR	P27797	HGNC:1455	claude-sonnet-4-6	naive	2	contextual	cell_state_induced	1	contextual	cell_state_induced
CALR	P27797	HGNC:1455	claude-sonnet-4-6	naive	3	contextual	cell_state_induced	1	contextual	cell_state_induced
CCR8	P51685	HGNC:1609	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CCR8	P51685	HGNC:1609	claude-sonnet-4-6	naive	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CCR8	P51685	HGNC:1609	claude-sonnet-4-6	naive	3	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CD19	P15391	HGNC:1633	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD19	P15391	HGNC:1633	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD19	P15391	HGNC:1633	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD24	P25063	HGNC:1645	claude-sonnet-4-6	naive	1	yes	gpi_anchored	1	yes	gpi_anchored
CD24	P25063	HGNC:1645	claude-sonnet-4-6	naive	2	yes	gpi_anchored	1	yes	gpi_anchored
CD24	P25063	HGNC:1645	claude-sonnet-4-6	naive	3	yes	gpi_anchored	1	yes	gpi_anchored
CD276	Q5ZPR3	HGNC:19137	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD276	Q5ZPR3	HGNC:19137	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD276	Q5ZPR3	HGNC:19137	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD63	P08962	HGNC:1692	claude-sonnet-4-6	naive	1	contextual	lysosomal_exocytosis	1	contextual	lysosomal_exocytosis
CD63	P08962	HGNC:1692	claude-sonnet-4-6	naive	2	contextual	dual_localization	1	contextual	lysosomal_exocytosis
CD63	P08962	HGNC:1692	claude-sonnet-4-6	naive	3	contextual	lysosomal_exocytosis	1	contextual	lysosomal_exocytosis
CD68	P34810	HGNC:1693	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	contextual	dual_localization
CD68	P34810	HGNC:1693	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	contextual	dual_localization
CD68	P34810	HGNC:1693	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	contextual	dual_localization
CD74	P04233	HGNC:1697	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD74	P04233	HGNC:1697	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CD74	P04233	HGNC:1697	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CEACAM5	P06731	HGNC:1817	claude-sonnet-4-6	naive	1	yes	gpi_anchored	1	yes	gpi_anchored
CEACAM5	P06731	HGNC:1817	claude-sonnet-4-6	naive	2	yes	gpi_anchored	1	yes	gpi_anchored
CEACAM5	P06731	HGNC:1817	claude-sonnet-4-6	naive	3	yes	gpi_anchored	1	yes	gpi_anchored
CEACAM6	P40199	HGNC:1818	claude-sonnet-4-6	naive	1	yes	gpi_anchored	1	yes	gpi_anchored
CEACAM6	P40199	HGNC:1818	claude-sonnet-4-6	naive	2	yes	gpi_anchored	1	yes	gpi_anchored
CEACAM6	P40199	HGNC:1818	claude-sonnet-4-6	naive	3	yes	gpi_anchored	1	yes	gpi_anchored
CLDN18	P56856	HGNC:2039	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	1	yes	multipass_with_exposed_loops
CLDN18	P56856	HGNC:2039	claude-sonnet-4-6	naive	2	yes	multipass_with_exposed_loops	1	yes	multipass_with_exposed_loops
CLDN18	P56856	HGNC:2039	claude-sonnet-4-6	naive	3	contextual	cell_state_induced	1	yes	multipass_with_exposed_loops
CLDN6	P56747	HGNC:2048	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	1	yes	multipass_with_exposed_loops
CLDN6	P56747	HGNC:2048	claude-sonnet-4-6	naive	2	contextual	tissue_restricted_surface	1	yes	multipass_with_exposed_loops
CLDN6	P56747	HGNC:2048	claude-sonnet-4-6	naive	3	contextual	cell_state_induced	1	yes	multipass_with_exposed_loops
CRISP1	P54107	HGNC:304	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	1	contextual	stable_surface_attachment
CRISP1	P54107	HGNC:304	claude-sonnet-4-6	naive	2	contextual	tissue_restricted_surface	1	contextual	stable_surface_attachment
CRISP1	P54107	HGNC:304	claude-sonnet-4-6	naive	3	contextual	tissue_restricted_surface	1	contextual	stable_surface_attachment
CSPG4	Q6UVK1	HGNC:2466	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CSPG4	Q6UVK1	HGNC:2466	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
CSPG4	Q6UVK1	HGNC:2466	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
DLK1	P80370	HGNC:2907	claude-sonnet-4-6	naive	1	contextual	dual_localization	1	yes	classical_surface_receptor
DLK1	P80370	HGNC:2907	claude-sonnet-4-6	naive	2	contextual	dual_localization	1	yes	classical_surface_receptor
DLK1	P80370	HGNC:2907	claude-sonnet-4-6	naive	3	contextual	dual_localization	1	yes	classical_surface_receptor
DLL3	Q9NYJ7	HGNC:2909	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	contextual	cell_state_induced
DLL3	Q9NYJ7	HGNC:2909	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	contextual	cell_state_induced
DLL3	Q9NYJ7	HGNC:2909	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	contextual	cell_state_induced
DPEP1	P16444	HGNC:3002	claude-sonnet-4-6	naive	1	yes	gpi_anchored	1	yes	gpi_anchored
DPEP1	P16444	HGNC:3002	claude-sonnet-4-6	naive	2	yes	gpi_anchored	1	yes	gpi_anchored
DPEP1	P16444	HGNC:3002	claude-sonnet-4-6	naive	3	yes	gpi_anchored	1	yes	gpi_anchored
DSG3	P32926	HGNC:3050	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
DSG3	P32926	HGNC:3050	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
DSG3	P32926	HGNC:3050	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
DSG4	Q86SJ6	HGNC:21307	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
DSG4	Q86SJ6	HGNC:21307	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
DSG4	Q86SJ6	HGNC:21307	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EFNA4	P52798	HGNC:3224	claude-sonnet-4-6	naive	1	yes	gpi_anchored	1	yes	gpi_anchored
EFNA4	P52798	HGNC:3224	claude-sonnet-4-6	naive	2	yes	gpi_anchored	1	yes	gpi_anchored
EFNA4	P52798	HGNC:3224	claude-sonnet-4-6	naive	3	yes	gpi_anchored	1	yes	gpi_anchored
EPCAM	P16422	HGNC:11529	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EPCAM	P16422	HGNC:11529	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EPCAM	P16422	HGNC:11529	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EPHB4	P54760	HGNC:3395	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EPHB4	P54760	HGNC:3395	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EPHB4	P54760	HGNC:3395	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
EREG	O14944	HGNC:3443	claude-sonnet-4-6	naive	1	contextual	dual_localization	1	contextual	dual_localization
EREG	O14944	HGNC:3443	claude-sonnet-4-6	naive	2	contextual	dual_localization	1	contextual	dual_localization
EREG	O14944	HGNC:3443	claude-sonnet-4-6	naive	3	contextual	dual_localization	1	contextual	dual_localization
F2	P00734	HGNC:3535	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	0	no	secreted_only
F2	P00734	HGNC:3535	claude-sonnet-4-6	naive	2	contextual	stable_surface_attachment	0	no	secreted_only
F2	P00734	HGNC:3535	claude-sonnet-4-6	naive	3	contextual	cell_state_induced	0	no	secreted_only
FLT3	P36888	HGNC:3765	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
FLT3	P36888	HGNC:3765	claude-sonnet-4-6	naive	2	yes	classical_surface_receptor	1	yes	classical_surface_receptor
FLT3	P36888	HGNC:3765	claude-sonnet-4-6	naive	3	yes	classical_surface_receptor	1	yes	classical_surface_receptor
FN1	P02751	HGNC:3778	claude-sonnet-4-6	naive	1	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
FN1	P02751	HGNC:3778	claude-sonnet-4-6	naive	2	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
FN1	P02751	HGNC:3778	claude-sonnet-4-6	naive	3	contextual	stable_surface_attachment	1	contextual	stable_surface_attachment
FOLH1	Q04609	HGNC:3788	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	1	yes	classical_surface_receptor
