gene_symbol	model	prompt_variant	predicted_verdict	predicted_reason	predicted_confidence	n_reps	majority_agreement	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
B2M	claude-opus-4-8	ncbi	yes	stable_complex_partner	high	3	1.0	901	625	449	7086	0	0.079438	11.248	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B4GALT1	claude-opus-4-8	ncbi	contextual	dual_localization	medium	3	1.0	1095	1130	546	7086	0	0.122042	18.941	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1	1	1	0	0	0	2	0
BAX	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	953	1060	475	7086	0	0.11333	21.884	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BDKRB1	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1003	702	500	7086	0	0.087699	13.859	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BRAF	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	1079	980	538	7086	0	0.110402	16.167	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BST2	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	781	794	389	7086	0	0.089188	14.654	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BTK	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	943	1006	470	7086	0	0.109036	19.535	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
C3	claude-opus-4-8	ncbi	contextual	stable_surface_attachment	medium	3	1.0	1011	968	504	7086	0	0.107844	17.711	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1	1	0	0	1	0	2	0
CA9	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	967	687	482	7086	0	0.085696	13.958	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CALR	claude-opus-4-8	ncbi	contextual	cell_state_induced	high	3	1.0	989	1138	493	7086	0	0.120058	21.263	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CCR8	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1087	662	542	7086	0	0.086747	12.056	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CD19	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	993	562	7581	0	0	0.199189	11.449	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD24	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	1401	624	0	7086	0	0.078444	11.852	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD276	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	999	651	498	7086	0	0.083777	12.87	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD63	claude-opus-4-8	ncbi	contextual	dual_localization	medium	3	1.0	965	950	481	7086	0	0.105373	17.415	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD68	claude-opus-4-8	ncbi	contextual	dual_localization	medium	3	1.0	1011	836	504	7086	0	0.097944	14.322	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD74	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	931	810	464	7086	0	0.094044	14.865	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CEACAM5	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	983	605	490	7086	0	0.079936	11.517	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM6	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	1039	616	518	7086	0	0.082126	10.311	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CLDN18	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	931	620	464	7086	0	0.079794	11.565	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN6	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	high	3	1.0	901	850	449	7086	0	0.096313	15.166	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CRISP1	claude-opus-4-8	ncbi	contextual	stable_surface_attachment	medium	3	1.0	1039	1036	518	7086	0	0.113626	19.16	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CSPG4	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	893	657	445	7086	0	0.081643	12.135	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
DLK1	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	979	823	488	7086	0	0.096189	15.922	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLL3	claude-opus-4-8	ncbi	contextual	cell_state_induced	medium	3	1.0	827	983	412	7086	0	0.104484	17.821	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	contextual	disagreement_rich_positive	1	1	0	1	0	1	3	0
DPEP1	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	1281	769	0	7086	0	0.087519	13.548	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DSG3	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	971	751	484	7086	0	0.090594	13.03	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	891	1005	444	7086	0	0.107694	17.03	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	977	556	487	7086	0	0.076115	12.899	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1197	683	597	7086	0	0.091003	12.665	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1031	666	514	7086	0	0.085681	12.559	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-opus-4-8	ncbi	contextual	dual_localization	high	3	1.0	917	1048	457	7086	0	0.111553	18.349	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-opus-4-8	ncbi	no	secreted_only	high	3	1.0	997	973	497	7086	0	0.107878	16.665	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
FLT3	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1019	556	508	7086	0	0.077139	9.847	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-opus-4-8	ncbi	contextual	stable_surface_attachment	medium	3	1.0	1041	1203	519	7086	0	0.1262	20.452	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FOLH1	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1031	690	514	7086	0	0.087481	12.44	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLR1	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	965	666	2843	4724	0	0.124817	11.815	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FZD10	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	909	660	453	7086	0	0.082258	12.703	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD7	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	979	682	488	7086	0	0.085614	12.925	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GALNT1	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	1127	1110	562	7086	0	0.121321	18.801	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GCGR	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	987	590	492	7086	0	0.078909	13.654	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GFRA1	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	1089	525	543	7086	0	0.07652	13.478	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GIPR	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	957	661	477	7086	0	0.083503	12.395	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GNAQ	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	851	1046	424	7086	0	0.109794	18.648	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	909	1035	453	7086	0	0.110383	16.95	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GPBAR1	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1539	547	0	7086	0	0.074739	10.363	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPC2	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	739	862	368	7086	0	0.093264	15.353	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC3	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	1500	557	0	7086	0	0.074904	11.226	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPNMB	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	899	656	448	7086	0	0.081714	24.909	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPRC5D	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	707	653	352	7086	0	0.076809	13.08	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GRM4	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	985	594	491	7086	0	0.07916	11.688	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GUCY2C	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1377	715	0	7086	0	0.084909	12.894	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GYPA	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	high	3	1.0	1091	741	544	7086	0	0.092769	13.719	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
HCK	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	1011	1046	504	7086	0	0.113694	18.255	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HDAC6	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	1019	976	508	7086	0	0.108639	15.963	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HMGB1	claude-opus-4-8	ncbi	contextual	cell_state_induced	low	3	1.0	915	1073	456	7086	0	0.113379	17.904	P09429	HGNC:4983	3146	ENSG00000189403	contextual	induced_borderline	1	0	1	0	0	0	1	1
HNRNPK	claude-opus-4-8	ncbi	no	nuclear	high	3	1.0	1101	948	549	7086	0	0.108538	15.252	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HRH2	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	945	556	471	7086	0	0.075335	11.256	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HSPA1A	claude-opus-4-8	ncbi	contextual	cell_state_induced	medium	3	1.0	1087	1191	542	7086	0	0.126422	21.046	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA5	claude-opus-4-8	ncbi	contextual	cell_state_induced	high	3	1.0	1023	1063	510	7086	0	0.115261	19.269	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPD1	claude-opus-4-8	ncbi	contextual	cell_state_induced	medium	3	1.0	1013	1137	505	7086	0	0.120568	18.482	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
HTR2C	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1095	533	546	7086	0	0.077267	11.403	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
IGF1	claude-opus-4-8	ncbi	no	secreted_only	high	3	1.0	905	915	451	7086	0	0.101285	17.143	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IKBKB	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	925	962	461	7086	0	0.105298	15.319	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IL6	claude-opus-4-8	ncbi	no	secreted_only	high	3	1.0	499	972	992	7086	0	0.109614	15.637	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1	0	1	0	0	0	1	0
ITPR1	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	1035	986	516	7086	0	0.109779	17.066	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR3	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	1017	914	507	7086	0	0.10394	16.322	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
IZUMO1	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	high	3	1.0	833	1035	415	7086	0	0.10853	19.885	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO4	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	low	3	0.667	623	1167	2672	4724	0	0.154056	19.08	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	0	0	0	0	0	0	0	1
JAK1	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	983	1013	490	7086	0	0.110537	16.844	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	991	1054	494	7086	0	0.113807	16.163	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK3	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	913	976	455	7086	0	0.106055	16.463	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
KLK2	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	low	3	1.0	941	1158	469	7086	0	0.120388	24.516	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KRAS	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	1169	1064	583	7086	0	0.118895	17.537	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
LAMP1	claude-opus-4-8	ncbi	contextual	lysosomal_exocytosis	high	3	1.0	757	1004	377	7086	0	0.104353	15.742	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP2	claude-opus-4-8	ncbi	contextual	lysosomal_exocytosis	high	3	1.0	897	973	447	7086	0	0.10544	17.041	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP3	claude-opus-4-8	ncbi	contextual	lysosomal_exocytosis	low	3	1.0	1035	1195	516	7086	0	0.125454	19.378	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LGR5	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	961	750	479	7086	0	0.090275	14.285	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LRRC32	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	713	606	355	7086	0	0.07343	12.075	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRK2	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	1029	1124	513	7086	0	0.119983	17.695	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
LY6K	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	825	1047	411	7086	0	0.109235	17.732	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYN	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	809	1022	403	7086	0	0.10697	17.515	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	1	0	1	0	0	1	2	1
LYPD1	claude-opus-4-8	ncbi	yes	gpi_anchored	low	3	1.0	885	895	441	7086	0	0.099298	15.105	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD3	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	705	702	351	7086	0	0.080435	12.976	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
MAP2K1	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	1023	973	510	7086	0	0.108512	16.364	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K2	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	1057	1007	527	7086	0	0.11189	16.752	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MC1R	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1473	511	0	7086	0	0.071049	14.578	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MSLN	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	959	694	478	7086	0	0.086027	13.092	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MUC1	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1151	709	2936	4724	0	0.132576	16.133	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
MUC16	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	959	803	478	7086	0	0.094201	15.309	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
NECTIN4	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1079	667	538	7086	0	0.086926	12.717	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1	1	0	1	0	1	3	0
NPY5R	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	929	570	463	7086	0	0.075995	10.74	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
NRAS	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	1079	1016	538	7086	0	0.113101	16.193	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	1	0	0	0	0	1	1	0
NRROS	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	819	681	408	7086	0	0.081639	12.518	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
NUP210	claude-opus-4-8	ncbi	no	nuclear_envelope	high	3	1.0	923	902	460	7086	0	0.100749	15.617	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
OR1A1	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	965	874	481	7086	0	0.099673	15.036	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
PMEL	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	low	3	1.0	993	1182	495	7086	0	0.123455	19.795	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
PRAME	claude-opus-4-8	ncbi	no	pmhc_only_intracellular	high	3	1.0	853	1011	425	7086	0	0.107218	18.366	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	1	0	0	0	0	1	1	0
PRNP	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	1077	584	537	7086	0	0.080653	11.732	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1	0	1	1	1	0	3	0
PSCA	claude-opus-4-8	ncbi	yes	gpi_anchored	high	3	1.0	955	654	476	7086	0	0.082929	11.999	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1	0	0	1	0	1	2	0
PTK7	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	911	638	454	7086	0	0.080656	12.317	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1	1	0	1	1	1	4	0
RAC1	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	877	1031	437	7086	0	0.109303	16.557	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	1	0	1	0	0	0	1	0
RHOA	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	899	990	448	7086	0	0.106764	16.915	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1	0	1	0	0	1	2	0
ROR1	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1011	681	504	7086	0	0.086319	13.057	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
ROR2	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1029	631	513	7086	0	0.083008	12.77	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
ROS1	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	877	611	437	7086	0	0.077803	12.193	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
RPN1	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	1362	922	0	7086	0	0.100209	15.417	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
RPN2	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	963	973	480	7086	0	0.107049	15.504	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SCAP	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	845	908	421	7086	0	0.099298	15.903	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
SCARB2	claude-opus-4-8	ncbi	contextual	lysosomal_exocytosis	medium	3	1.0	1007	1067	502	7086	0	0.115171	20.492	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1	0	0	1	1	0	2	0
SEC61G	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	895	932	446	7086	0	0.102317	18.271	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1	1	0	0	0	0	1	0
SEZ6	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	791	709	394	7086	0	0.083057	13.418	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
SLC34A2	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	863	703	430	7086	0	0.084361	13.473	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
SRC	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	953	1032	475	7086	0	0.11123	16.462	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	0	0	1	0	0	1	2	1
SSTR2	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	835	572	416	7086	0	0.073854	11.432	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
STEAP1	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	787	662	392	7086	0	0.079434	13.451	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STEAP2	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	1005	673	501	7086	0	0.085573	18.575	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STIM1	claude-opus-4-8	ncbi	contextual	dual_localization	low	3	1.0	1083	1033	540	7086	0	0.114474	20.316	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1	1	1	1	1	0	4	0
