gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match
GALNT1	claude-opus-4-7	ncbi	1	no	endomembrane_resident	high	8334	294	0	0	0	0.14706	4.625463916978333	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1
GCGR	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8264	181	0	0	0	0.137535	4.187187666015234	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1
GFRA1	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8315	195	0	0	0	0.13935	3.455134999996517	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1
GIPR	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8249	199	0	0	0	0.13866	3.5556114579667337	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1
GNAQ	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8196	283	0	0	0	0.144165	4.650779791991226	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1
GNB1	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8225	311	0	0	0	0.1467	6.020933082967531	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1
GPBAR1	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8284	156	0	0	0	0.13596	3.4501045829965733	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1
GPC2	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8140	206	0	0	0	0.13755	4.147095000022091	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1
GPC3	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8271	199	0	0	0	0.13899	4.013731499959249	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1
GPNMB	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8220	238	0	0	0	0.14115	4.517414125031792	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1
GPRC5D	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8124	182	0	0	0	0.13551	6.245994999946561	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1
GRM4	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8263	193	0	0	0	0.13842	4.197292874974664	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1
GUCY2C	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8230	209	0	0	0	0.139125	4.0408347499906085	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1
GYPA	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8316	204	0	0	0	0.14004	8.589108957967255	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1
HCK	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8276	328	0	0	0	0.14874	5.761919250013307	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1
HDAC6	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8280	287	0	0	0	0.145725	4.696553791000042	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1
HMGB1	claude-opus-4-7	ncbi	1	contextual	cell_state_induced	medium	8228	372	0	0	0	0.15132	6.825038208044134	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0
HNRNPK	claude-opus-4-7	ncbi	1	no	nuclear	high	8321	290	0	0	0	0.146565	6.178794167004526	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1
HRH2	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8243	178	0	0	0	0.136995	3.600707917008549	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1
HSPA1A	claude-opus-4-7	ncbi	1	contextual	cell_state_induced	high	8314	295	0	0	0	0.146835	7.274436042003799	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1
HSPA5	claude-opus-4-7	ncbi	1	contextual	cell_state_induced	high	8282	331	0	0	0	0.149055	7.611043666023761	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1
HSPD1	claude-opus-4-7	ncbi	1	contextual	cell_state_induced	medium	8277	320	0	0	0	0.148155	6.011358208023012	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1
HTR2C	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8318	133	0	0	0	0.134745	6.437844791042153	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1
IGF1	claude-opus-4-7	ncbi	1	no	secreted_only	high	8223	336	0	0	0	0.148545	5.7958248750073835	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1
IKBKB	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8233	298	0	0	0	0.145845	5.414950541977305	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1
IL6	claude-opus-4-7	ncbi	1	no	secreted_only	high	8268	316	0	0	0	0.14772	5.730311207997147	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1
ITPR1	claude-opus-4-7	ncbi	1	no	endomembrane_resident	high	8288	328	0	0	0	0.14892	5.766055499960203	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1
ITPR3	claude-opus-4-7	ncbi	1	contextual	dual_localization	low	8279	288	0	0	0	0.145785	5.458294208045118	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	0
IZUMO1	claude-opus-4-7	ncbi	1	contextual	tissue_restricted_surface	high	8187	229	0	0	0	0.13998	7.664968208002392	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1
IZUMO4	claude-opus-4-7	ncbi	1	contextual	tissue_restricted_surface	low	8082	369	0	0	0	0.148905	11.40999220800586	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	contextual	induced_borderline	1
JAK1	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8262	350	0	0	0	0.15018	5.988114667008631	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1
JAK2	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8266	310	0	0	0	0.14724	7.252565832983237	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1
JAK3	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8227	317	0	0	0	0.14718	5.508939917024691	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1
KLK2	claude-opus-4-7	ncbi	1	no	secreted_only	medium	8241	352	0	0	0	0.150015	6.433175000012852	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	0
KRAS	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8355	317	0	0	0	0.1491	6.455013125028927	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1
LAMP1	claude-opus-4-7	ncbi	1	contextual	lysosomal_exocytosis	high	8149	318	0	0	0	0.146085	7.018846917024348	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1
LAMP2	claude-opus-4-7	ncbi	1	contextual	lysosomal_exocytosis	high	8219	332	0	0	0	0.148185	4.873241124965716	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1
LAMP3	claude-opus-4-7	ncbi	1	contextual	lysosomal_exocytosis	medium	8288	294	0	0	0	0.14637	4.702955957967788	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1
LGR5	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8251	164	0	0	0	0.136065	7.511904457991477	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1
LRRC32	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8127	243	0	0	0	0.14013	4.398688292014413	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1
LRRK2	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8285	307	0	0	0	0.1473	5.1019651659880765	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1
LY6K	claude-opus-4-7	ncbi	1	contextual	tissue_restricted_surface	high	8183	304	0	0	0	0.145545	6.366536332992837	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1
LYN	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8175	334	0	0	0	0.147675	5.683825083018746	P07948	HGNC:6735	4067	ENSG00000254087	contextual	wrong_side_borderline	0
LYPD1	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8213	235	0	0	0	0.14082	5.022925958037376	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1
LYPD3	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8123	230	0	0	0	0.139095	4.246579417027533	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1
MAP2K1	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8282	265	0	0	0	0.144105	4.958887416985817	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1
MAP2K2	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8299	345	0	0	0	0.15036	6.055747332982719	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1
MC1R	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8262	166	0	0	0	0.13638	3.2896667500026524	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1
MSLN	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8250	237	0	0	0	0.141525	5.286067959037609	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1
MUC1	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8346	250	0	0	0	0.14394	6.08761724998476	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1
MUC16	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8250	246	0	0	0	0.1422	7.341093500028364	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1
NECTIN4	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8310	208	0	0	0	0.14025	3.999171415984165	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1
NPY5R	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8235	135	0	0	0	0.13365	7.526727249962278	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1
NRAS	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8310	328	0	0	0	0.14925	5.429742292035371	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	1
NRROS	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8180	238	0	0	0	0.14055	4.44862533302512	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1
NUP210	claude-opus-4-7	ncbi	1	no	nuclear_envelope	high	8232	289	0	0	0	0.145155	5.196516250027344	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1
OR1A1	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8253	151	0	0	0	0.13512	3.452870332985185	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1
PMEL	claude-opus-4-7	ncbi	1	contextual	tissue_restricted_surface	low	8267	403	0	0	0	0.15423	8.001390084042214	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1
PRAME	claude-opus-4-7	ncbi	1	no	pmhc_only_intracellular	high	8197	336	0	0	0	0.148155	8.306155625032261	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	1
PRNP	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8309	184	0	0	0	0.138435	3.6040112909977324	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1
PSCA	claude-opus-4-7	ncbi	1	yes	gpi_anchored	high	8248	232	0	0	0	0.14112	4.050354750012048	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1
PTK7	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8226	233	0	0	0	0.140865	6.408549499989022	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1
RAC1	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8209	323	0	0	0	0.14736	5.104226999974344	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	1
RHOA	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8220	277	0	0	0	0.144075	4.742548000009265	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1
ROR1	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8276	238	0	0	0	0.14199	4.4604239169857465	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1
ROR2	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8285	188	0	0	0	0.138375	3.51387608301593	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1
ROS1	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8209	130	0	0	0	0.132885	7.135343874979299	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1
RPN1	claude-opus-4-7	ncbi	1	no	endomembrane_resident	high	8225	290	0	0	0	0.145125	5.041034249996301	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1
RPN2	claude-opus-4-7	ncbi	1	no	endomembrane_resident	high	8252	274	0	0	0	0.14433	7.594792291987687	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1
SCAP	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8166	273	0	0	0	0.142965	4.256661000021268	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1
SCARB2	claude-opus-4-7	ncbi	1	contextual	lysosomal_exocytosis	medium	8274	314	0	0	0	0.14766	12.185733875026926	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1
SEC61G	claude-opus-4-7	ncbi	1	no	endomembrane_resident	high	8218	278	0	0	0	0.14412	4.7671988339861855	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1
SEZ6	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8166	254	0	0	0	0.14154	4.909686958999373	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1
SLC34A2	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8202	246	0	0	0	0.14148	6.1981272919801995	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1
SRC	claude-opus-4-7	ncbi	1	no	inner_leaflet_anchored	high	8247	351	0	0	0	0.15003	5.4243284999975	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	0
SSTR2	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8188	192	0	0	0	0.13722	3.3278465420007706	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1
STEAP1	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8164	207	0	0	0	0.137985	4.436944583023433	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1
STEAP2	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8273	223	0	0	0	0.14082	4.358266666997224	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1
STIM1	claude-opus-4-7	ncbi	1	contextual	dual_localization	medium	8312	290	0	0	0	0.14643	5.961814542009961	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1
SUN1	claude-opus-4-7	ncbi	1	no	nuclear_envelope	high	8151	252	0	0	0	0.141165	5.806892499967944	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1
SUN2	claude-opus-4-7	ncbi	1	no	nuclear_envelope	high	8284	271	0	0	0	0.144585	4.768504916981328	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1
SYK	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8248	331	0	0	0	0.148545	12.954575792013202	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1
SYNE1	claude-opus-4-7	ncbi	1	no	nuclear_envelope	high	8336	292	0	0	0	0.14694	10.1431914580171	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1
SYNE2	claude-opus-4-7	ncbi	1	no	nuclear_envelope	high	8252	328	0	0	0	0.14838	5.475905583007261	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1
TACSTD2	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8165	208	0	0	0	0.138075	3.6850984169868752	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1
TF	claude-opus-4-7	ncbi	1	no	secreted_only	high	8238	311	0	0	0	0.146895	5.512060457956977	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1
TFRC	claude-opus-4-7	ncbi	1	yes	classical_surface_receptor	high	8166	177	0	0	0	0.135765	3.6401475419988856	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1
TGFB1	claude-opus-4-7	ncbi	1	contextual	stable_surface_attachment	high	8283	306	0	0	0	0.147195	5.225094958965201	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1
TGOLN2	claude-opus-4-7	ncbi	1	contextual	dual_localization	high	8221	283	0	0	0	0.14454	11.423497500014491	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	1
TM4SF1	claude-opus-4-7	ncbi	1	yes	multipass_with_exposed_loops	high	8211	203	0	0	0	0.13839	3.7773567080148496	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1
TMED10	claude-opus-4-7	ncbi	1	contextual	dual_localization	low	8290	332	0	0	0	0.14925	6.218708084023092	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	1
TMED9	claude-opus-4-7	ncbi	1	contextual	dual_localization	low	8172	340	0	0	0	0.14808	5.6546762499492615	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	0
TYK2	claude-opus-4-7	ncbi	1	no	cytoplasmic	high	8233	290	0	0	0	0.145245	8.542277667031158	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1
TYRP1	claude-opus-4-7	ncbi	1	contextual	lysosomal_exocytosis	medium	8179	383	0	0	0	0.15141	17.918988000019453	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1
VDAC1	claude-opus-4-7	ncbi	1	contextual	dual_localization	low	8257	356	0	0	0	0.150555	6.089561583998147	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1
VEGFA	claude-opus-4-7	ncbi	1	no	secreted_only	high	8258	357	0	0	0	0.150645	5.798594082996715	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	1
ZP3	claude-opus-4-7	ncbi	1	contextual	tissue_restricted_surface	high	8280	260	0	0	0	0.1437	4.906001041003037	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1
A2M	claude-sonnet-4-6	naive	1	no	secreted_only	high	1746	337	0	0	0	0.010293	8.023582375026308	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1
ABCB9	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1748	341	0	0	0	0.010359	7.158806000021286	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1
ADORA3	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	228	0	0	0	0.008661	5.563960291969124	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1
AKT2	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1747	337	0	0	0	0.010296	7.231244541006163	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1
ALPG	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	high	1746	300	0	0	0	0.009738	7.596631874970626	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1
AMHR2	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	292	0	0	0	0.009621	6.524592417001259	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1
APOB	claude-sonnet-4-6	naive	1	contextual	stable_surface_attachment	medium	1746	437	0	0	0	0.011793	9.74400741700083	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	0
APPL1	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1747	352	0	0	0	0.010521	8.23679437499959	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1
ATG9A	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	339	0	0	0	0.010326	6.353770499990787	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	1
ATP5F1B	claude-sonnet-4-6	naive	1	contextual	dual_localization	medium	1748	365	0	0	0	0.010719	8.566490333992988	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	1
AVPR1A	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1748	244	0	0	0	0.008904	6.147944833035581	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1
B2M	claude-sonnet-4-6	naive	1	yes	stable_complex_partner	high	1746	327	0	0	0	0.010143	6.888900333957281	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1
B4GALT1	claude-sonnet-4-6	naive	1	contextual	dual_localization	medium	1749	697	0	0	0	0.015702	13.743040957953781	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1
BAX	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1745	346	0	0	0	0.010425	6.913590708980337	Q07812	HGNC:959	581	ENSG00000087088	contextual	induced_borderline	0
BDKRB1	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1749	248	0	0	0	0.008967	5.315574707987253	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1
BRAF	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	345	0	0	0	0.010413	7.125360582955182	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1
BST2	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	293	0	0	0	0.009633	6.3304381660418585	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1
BTK	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1745	349	0	0	0	0.01047	7.48881104204338	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1
C3	claude-sonnet-4-6	naive	1	contextual	stable_surface_attachment	medium	1745	390	0	0	0	0.011085	9.31943204201525	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1
CA9	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1745	306	0	0	0	0.009825	6.720996332995128	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1
CALR	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	high	1746	332	0	0	0	0.010218	7.833014375006314	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1
CCR8	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1746	248	0	0	0	0.008958	6.002104667015374	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1
CD19	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1745	259	0	0	0	0.00912	5.840755500015803	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1
CD24	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1745	215	0	0	0	0.00846	4.866930166026577	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1
CD276	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1745	265	0	0	0	0.00921	6.026150332996622	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1
CD63	claude-sonnet-4-6	naive	1	contextual	lysosomal_exocytosis	high	1745	300	0	0	0	0.009735	6.5486442080000415	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1
CD68	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	medium	1745	302	0	0	0	0.009765	7.602286292007193	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1
CD74	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1745	296	0	0	0	0.009675	7.147958833025768	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1
CEACAM5	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1748	290	0	0	0	0.009594	6.76962633401854	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1
CEACAM6	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1748	234	0	0	0	0.008754	4.6172336669988	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1
CLDN18	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	300	0	0	0	0.009741	6.040542833972722	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1
CLDN6	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	high	1747	322	0	0	0	0.010071	8.321357833978254	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1
CRISP1	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	medium	1747	333	0	0	0	0.010236	12.436237916001119	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1
CSPG4	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1748	282	0	0	0	0.009474	6.121784957998898	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1
DLK1	claude-sonnet-4-6	naive	1	contextual	dual_localization	high	1747	343	0	0	0	0.010386	8.390694290981628	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1
DLL3	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	307	0	0	0	0.009843	6.7841654169606045	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1
DPEP1	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1747	240	0	0	0	0.008841	5.5176237499690615	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1
DSG3	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	287	0	0	0	0.009543	6.610005749971606	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1
