gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
CA9	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	65	298	0	2348	0	0.026847	5.568102207966149	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CA9	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	2	294	63	2348	0	0.02678325	5.088308083999436	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CA9	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	65	246	0	2348	0	0.022947	4.716647958965041	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CALR	claude-opus-4-8	naive	1	contextual	cell_state_induced	medium	65	471	0	2348	0	0.039822	11.630554666975513	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CALR	claude-opus-4-8	naive	2	contextual	cell_state_induced	high	2	388	63	2348	0	0.03383325	9.854750416008756	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CALR	claude-opus-4-8	naive	3	contextual	cell_state_induced	high	65	351	2379	0	0	0.07190625	12.417453833040781	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CCR8	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	66	255	0	2348	0	0.023637	4.639648666023277	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CCR8	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	218	64	2348	0	0.021102	3.770729666983243	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CCR8	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	66	234	0	2379	0	0.0221085	4.541435958002694	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CD19	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	65	204	2348	0	0	0.0603	4.255097165994812	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD19	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	65	244	2348	0	0	0.0633	4.4923325419658795	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD19	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	65	234	2379	0	0	0.06313125	4.844140833010897	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD24	claude-opus-4-8	naive	1	yes	gpi_anchored	high	65	288	0	2348	0	0.026097	5.563557084009517	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD24	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	288	63	2348	0	0.02633325	5.019330082985107	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD24	claude-opus-4-8	naive	3	yes	gpi_anchored	high	65	253	0	2348	0	0.023472	4.536463500000536	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD276	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	65	226	0	2348	0	0.021447	4.532286667032167	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD276	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	2	251	63	2348	0	0.02355825	4.775156833988149	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD276	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	65	232	0	2348	0	0.021897	5.063826625002548	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD63	claude-opus-4-8	naive	1	contextual	dual_localization	medium	65	362	0	2348	0	0.031647	6.171561458031647	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD63	claude-opus-4-8	naive	2	contextual	dual_localization	high	2	353	63	2348	0	0.03120825	5.9497416249942034	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD63	claude-opus-4-8	naive	3	contextual	dual_localization	medium	65	352	0	2348	0	0.030897	5.605416958977003	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD68	claude-opus-4-8	naive	1	contextual	dual_localization	medium	65	351	0	2348	0	0.030822	6.086371792014688	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD68	claude-opus-4-8	naive	2	contextual	dual_localization	low	2	433	63	2348	0	0.03720825	7.1296027500065975	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD68	claude-opus-4-8	naive	3	contextual	dual_localization	low	65	438	0	2348	0	0.037347	7.001370707992464	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD74	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	65	307	0	2348	0	0.027522	5.4388378339936025	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD74	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	65	322	0	2348	0	0.028647	5.9232361250324175	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD74	claude-opus-4-8	naive	3	yes	classical_surface_receptor	medium	65	390	2379	0	0	0.07483125	6.741720499994699	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CEACAM5	claude-opus-4-8	naive	1	yes	gpi_anchored	high	68	249	0	2348	0	0.023217	4.308371833001729	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM5	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	260	66	2348	0	0.0242895	4.1919421660131775	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM5	claude-opus-4-8	naive	3	yes	gpi_anchored	high	68	227	0	2348	0	0.021567	5.501863042009063	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM6	claude-opus-4-8	naive	1	yes	gpi_anchored	high	68	248	0	2348	0	0.023142	4.911297708982602	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CEACAM6	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	237	66	2348	0	0.0225645	4.386949666019063	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CEACAM6	claude-opus-4-8	naive	3	yes	gpi_anchored	high	68	257	0	2348	0	0.023817	5.592411833000369	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CLDN18	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	2	235	65	2348	0	0.02239575	4.2877963749924675	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN18	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	239	65	2348	0	0.02269575	4.6789030830259435	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN18	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	67	238	0	2348	0	0.022377	4.377482042007614	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN6	claude-opus-4-8	naive	1	contextual	cell_state_induced	medium	67	420	0	2348	0	0.036027	6.724078500003088	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CLDN6	claude-opus-4-8	naive	2	contextual	cell_state_induced	high	2	352	65	2348	0	0.03117075	6.166510500013828	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CLDN6	claude-opus-4-8	naive	3	contextual	cell_state_induced	high	67	331	0	2379	0	0.0293985	6.088231666013598	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CRISP1	claude-opus-4-8	naive	1	contextual	stable_surface_attachment	low	67	401	0	2348	0	0.034602	6.632238625024911	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CRISP1	claude-opus-4-8	naive	2	contextual	stable_surface_attachment	low	2	411	65	2348	0	0.03559575	6.436198582989164	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CRISP1	claude-opus-4-8	naive	3	contextual	tissue_restricted_surface	low	67	462	0	2348	0	0.039177	6.95517937495606	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CSPG4	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	67	219	0	2348	0	0.020952	3.981300875020679	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
CSPG4	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	2	262	65	2348	0	0.02442075	4.520973542006686	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
CSPG4	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	67	230	0	2348	0	0.021777	4.231220332963858	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
DLK1	claude-opus-4-8	naive	1	yes	classical_surface_receptor	medium	66	392	0	2348	0	0.033912	6.176350499968976	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLK1	claude-opus-4-8	naive	2	contextual	dual_localization	medium	2	413	64	2348	0	0.035727	6.464043708983809	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLK1	claude-opus-4-8	naive	3	contextual	dual_localization	medium	66	391	0	2348	0	0.033837	6.555978207965381	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLL3	claude-opus-4-8	naive	1	contextual	dual_localization	medium	66	412	0	2348	0	0.035412	6.8143100420129485	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
DLL3	claude-opus-4-8	naive	2	contextual	dual_localization	high	2	397	64	2348	0	0.034527	6.638081500015687	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
DLL3	claude-opus-4-8	naive	3	contextual	cell_state_induced	high	66	332	0	2379	0	0.0294585	6.718274042010307	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
DPEP1	claude-opus-4-8	naive	1	yes	gpi_anchored	high	67	253	0	2348	0	0.023502	4.925957957981154	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DPEP1	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	242	65	2348	0	0.02292075	4.46153145795688	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DPEP1	claude-opus-4-8	naive	3	yes	gpi_anchored	high	67	262	0	2348	0	0.024177	8.13692858297145	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DSG3	claude-opus-4-8	naive	1	contextual	tissue_restricted_surface	high	66	249	0	2348	0	0.023187	4.5462194589781575	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG3	claude-opus-4-8	naive	2	contextual	tissue_restricted_surface	medium	2	363	64	2348	0	0.031977	5.875130375032313	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG3	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	66	264	0	2348	0	0.024312	4.713614666019566	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-opus-4-8	naive	1	contextual	tissue_restricted_surface	medium	66	387	0	2348	0	0.033537	6.4762780829914846	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-opus-4-8	naive	2	contextual	tissue_restricted_surface	medium	2	326	64	2348	0	0.029202	5.667189874977339	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-opus-4-8	naive	3	contextual	tissue_restricted_surface	medium	66	375	0	2348	0	0.032637	6.327456708007958	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-opus-4-8	naive	1	yes	gpi_anchored	high	67	250	0	2348	0	0.023277	5.159629459027201	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EFNA4	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	261	65	2348	0	0.02434575	5.022494749980979	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EFNA4	claude-opus-4-8	naive	3	yes	gpi_anchored	high	67	253	0	2379	0	0.0235485	6.022899291012436	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	67	221	0	2348	0	0.021102	4.311860374989919	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPCAM	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	2	209	65	2348	0	0.02044575	4.359608000027947	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPCAM	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	67	254	0	2348	0	0.023577	4.800708333030343	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	67	273	0	2348	0	0.025002	4.592213916999754	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EPHB4	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	2	238	65	2348	0	0.02262075	5.157214416016359	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EPHB4	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	2	208	65	2379	0	0.02041725	3.868297708046157	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-opus-4-8	naive	1	contextual	dual_localization	medium	65	345	0	2348	0	0.030372	5.6373929170076735	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
EREG	claude-opus-4-8	naive	2	contextual	dual_localization	medium	2	327	63	2348	0	0.02925825	6.115291125024669	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
EREG	claude-opus-4-8	naive	3	contextual	dual_localization	medium	65	340	0	2379	0	0.0300435	5.717009500018321	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-opus-4-8	naive	1	no	secreted_only	high	64	353	0	2348	0	0.030957	5.554351958970074	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
F2	claude-opus-4-8	naive	2	no	secreted_only	high	2	386	62	2348	0	0.0336645	5.9245642079622485	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
F2	claude-opus-4-8	naive	3	no	secreted_only	high	64	352	0	2348	0	0.030882	6.219338583003264	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
FLT3	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	66	229	0	2348	0	0.021687	3.6036782499868423	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FLT3	claude-opus-4-8	naive	2	yes	classical_surface_receptor	high	2	227	64	2348	0	0.021777	3.892012291995343	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FLT3	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	2	269	64	2379	0	0.0249735	4.849001292022876	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-opus-4-8	naive	1	contextual	cell_state_induced	low	65	461	0	2348	0	0.039072	7.084165790991392	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FN1	claude-opus-4-8	naive	2	contextual	stable_surface_attachment	medium	2	427	63	2348	0	0.03675825	7.483193457999732	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FN1	claude-opus-4-8	naive	3	contextual	stable_surface_attachment	medium	65	432	0	2348	0	0.036897	7.514476792013738	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FOLH1	claude-opus-4-8	naive	1	yes	classical_surface_receptor	high	2	269	65	2348	0	0.02494575	5.03408454201417	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLH1	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	232	65	2348	0	0.02217075	4.292449291970115	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLH1	claude-opus-4-8	naive	3	yes	classical_surface_receptor	high	67	300	0	2348	0	0.027027	5.059664667001925	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLR1	claude-opus-4-8	naive	1	yes	gpi_anchored	high	67	228	2348	0	0	0.06213	4.282217792002484	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FOLR1	claude-opus-4-8	naive	2	yes	gpi_anchored	high	67	246	2348	0	0	0.06348	4.4342372919782065	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FOLR1	claude-opus-4-8	naive	3	yes	gpi_anchored	high	67	209	2379	0	0	0.06128625	4.64060129201971	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FZD10	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	66	236	0	2348	0	0.022212	4.193035333999433	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD10	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	254	64	2348	0	0.023802	4.334454124968033	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD10	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	2	222	64	2379	0	0.0214485	4.4253146249684505	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD7	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	66	286	0	2348	0	0.025962	4.786172625026666	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
FZD7	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	300	64	2348	0	0.027252	5.822471083025448	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
FZD7	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	66	278	0	2379	0	0.0254085	5.352710499952082	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GALNT1	claude-opus-4-8	naive	1	no	endomembrane_resident	medium	2	417	65	2348	0	0.03604575	6.868415208009537	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GALNT1	claude-opus-4-8	naive	2	no	endomembrane_resident	medium	67	424	0	2348	0	0.036327	6.614509500039276	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GALNT1	claude-opus-4-8	naive	3	no	endomembrane_resident	high	67	419	0	2348	0	0.035952	7.236817208002321	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GCGR	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	66	239	0	2348	0	0.022437	4.533237750001717	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GCGR	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	219	64	2348	0	0.021177	4.25159783399431	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GCGR	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	2	251	64	2379	0	0.0236235	5.85888995899586	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GFRA1	claude-opus-4-8	naive	1	yes	gpi_anchored	high	67	237	0	2348	0	0.022302	4.244765207986347	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GFRA1	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	244	65	2348	0	0.02307075	4.489686665998306	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GFRA1	claude-opus-4-8	naive	3	yes	gpi_anchored	high	2	186	65	2379	0	0.01876725	4.118583208008204	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GIPR	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	66	245	0	2348	0	0.022887	4.2748694170149975	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GIPR	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	255	64	2348	0	0.023877	4.730545500002336	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GIPR	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	2	253	64	2379	0	0.0237735	4.79381275002379	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GNAQ	claude-opus-4-8	naive	1	no	inner_leaflet_anchored	high	67	357	0	2348	0	0.031302	6.2940195420524105	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNAQ	claude-opus-4-8	naive	2	no	inner_leaflet_anchored	high	2	349	65	2348	0	0.03094575	5.70108920900384	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNAQ	claude-opus-4-8	naive	3	no	inner_leaflet_anchored	high	67	387	0	2379	0	0.0335985	5.703693500021473	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-opus-4-8	naive	1	no	inner_leaflet_anchored	high	66	329	0	2348	0	0.029187	5.492788917035796	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-opus-4-8	naive	2	no	inner_leaflet_anchored	high	2	361	64	2348	0	0.031827	6.285238916985691	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-opus-4-8	naive	3	no	inner_leaflet_anchored	high	66	344	0	2379	0	0.0303585	5.697704332997091	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GPBAR1	claude-opus-4-8	naive	1	yes	multipass_with_exposed_loops	high	68	222	0	2348	0	0.021192	3.98010833398439	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPBAR1	claude-opus-4-8	naive	2	yes	multipass_with_exposed_loops	high	2	214	66	2348	0	0.0208395	3.9014071249985136	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPBAR1	claude-opus-4-8	naive	3	yes	multipass_with_exposed_loops	high	68	180	0	2379	0	0.0180885	3.651075750007294	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPC2	claude-opus-4-8	naive	1	yes	gpi_anchored	high	66	198	0	2348	0	0.019362	3.9371573330136016	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC2	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	190	64	2348	0	0.019002	3.577208333997987	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC2	claude-opus-4-8	naive	3	yes	gpi_anchored	high	66	234	0	2348	0	0.022062	4.3584374160273	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC3	claude-opus-4-8	naive	1	yes	gpi_anchored	high	2	210	64	2348	0	0.020502	4.909075625007972	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPC3	claude-opus-4-8	naive	2	yes	gpi_anchored	high	2	265	64	2348	0	0.024627	4.890970208041836	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPC3	claude-opus-4-8	naive	3	yes	gpi_anchored	high	66	248	0	2348	0	0.023112	4.05372383404756	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
