hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	identifier_status	binder_target_location	llm_known_ligand	cpdb_any_participant	cpdb_single_protein_participant	cpdb_assessed_protein_pair_gene	cpdb_complex_component	cpdb_proxy_enzyme	cpdb_same_protein_pair_external_site	cpdb_same_protein_pair_external_site_or_region	thera_named_binder	thera_same_therapeutic_any_site	thera_same_therapeutic_external_site	any_antibody_external_site	any_binder_external_site
HGNC:25167	TM4SF19	Q96DZ7	ENSG00000145107	116211	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25171	CCDC124	Q96CT7	ENSG00000007080	115098	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25172	FREM3	P0C091	ENSG00000183090	166752	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25177	TLCD1	Q96CP7	ENSG00000160606	116238	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25179	NXNL1	Q96CM4	ENSG00000171773	115861	unique	other_or_uncertain	yes	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:2518	CTNS	O60931	ENSG00000040531	1497	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25181	TM4SF18	Q96CE8	ENSG00000163762	116441	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25186	TMEM240	Q5SV17	ENSG00000205090	339453	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25201	TMEM219	Q86XT9	ENSG00000149932	124446	unique	membrane	yes	1	1	1	0	0	0	0	1	0	0	0	0
HGNC:25203	TMEM65	Q6PI78	ENSG00000164983	157378	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25208	NTN5	Q8WTR8	ENSG00000142233	126147	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25214	RTL4	Q6ZR62	ENSG00000187823	340595	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25215	LYPD2	Q6UXB3	ENSG00000197353	137797	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25233	NIPAL3	Q6P499	ENSG00000001461	57185	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25237	TMX4	Q9H1E5	ENSG00000125827	56255	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25240	ANO6	Q4KMQ2	ENSG00000177119	196527	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25242	NOMO3	P69849	ENSG00000103226	408050	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25243	CATSPERG	Q6ZRH7	ENSG00000099338	57828	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25248	CRISPLD2	Q9H0B8	ENSG00000103196	83716	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25252	GRAMD1C	Q8IYS0	ENSG00000178075	54762	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25255	LRRC53	A6NM62	ENSG00000162621	105378803	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25268	APOLD1	Q96LR9	ENSG00000178878	81575	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2527	CTSB	P07858	ENSG00000164733	1508	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25285	RNASE13	Q5GAN3	ENSG00000206150	440163	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25287	LMBRD2	Q68DH5	ENSG00000164187	92255	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2529	CTSD	P07339	ENSG00000117984	1509	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:2530	CTSE	P14091	ENSG00000196188	1510	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25303	CCDC70	Q6NSX1	ENSG00000123171	83446	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25308	TMEM117	Q9H0C3	ENSG00000139173	84216	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2532	CTSG	P08311	ENSG00000100448	1511	unique	membrane_and_secreted	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:25325	CFAP65	Q6ZU64	ENSG00000181378	255101	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25338	PIANP	Q8IYJ0	ENSG00000139200	196500	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25341	RHEX	Q6ZWK4	ENSG00000263961	440712	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2535	CTSH	P09668	ENSG00000103811	1512	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25355	SLC30A10	Q6XR72	ENSG00000196660	55532	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25357	CLEC4F	Q8N1N0	ENSG00000152672	165530	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2536	CTSK	P43235	ENSG00000143387	1513	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25363	TMEM222	Q9H0R3	ENSG00000186501	84065	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2537	CTSL	P07711	ENSG00000135047	1514	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25380	TMEM163	Q8TC26	ENSG00000152128	81615	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25396	FREM2	Q5SZK8	ENSG00000150893	341640	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25398	TMPRSS11B	Q86T26	ENSG00000185873	132724	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25401	ZBED8L	Q8TCP9	ENSG00000221909	221786	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25413	SUSD1	Q6UWL2	ENSG00000106868	64420	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25429	TMEM130	Q8N3G9	ENSG00000166448	222865	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25433	SLC60A1	Q8N468	ENSG00000174514	148808	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25436	TMEM132C	Q8N3T6	ENSG00000181234	92293	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25440	TMTC2	Q8N394	ENSG00000179104	160335	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25445	GPR137C	Q8N3F9	ENSG00000180998	283554	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25446	NAIF1	Q69YI7	ENSG00000171169	203245	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2545	CTSS	P25774	ENSG00000163131	1520	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25458	MFSD11	O43934	ENSG00000092931	79157	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25465	FAM78A	Q5JUQ0	ENSG00000126882	286336	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2547	CTSZ	Q9UBR2	ENSG00000101160	1522	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25470	SUSD4	Q5VX71	ENSG00000143502	55061	unique	membrane_inferred_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25474	ENOX1	Q8TC92	ENSG00000120658	55068	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25476	TMEM248	Q9NWD8	ENSG00000106609	55069	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25478	MREG	Q8N565	ENSG00000118242	55686	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2548	CUBN	O60494	ENSG00000107611	8029	unique	membrane	yes	1	0	0	1	0	0	0	0	0	0	0	0
HGNC:25480	TMEM45A	Q9NWC5	ENSG00000181458	55076	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25505	MANSC1	Q9H8J5	ENSG00000111261	54682	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25508	XKR8	Q9H6D3	ENSG00000158156	55113	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25519	ANO10	Q9NW15	ENSG00000160746	55129	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25525	NDC1	Q9BTX1	ENSG00000058804	55706	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25549	SLURP2	P0DP57	ENSG00000283992	432355	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25558	EVA1B	Q9NVM1	ENSG00000142694	55194	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2558	CX3CR1	P49238	ENSG00000168329	1524	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:25582	SLC38A7	Q9NVC3	ENSG00000103042	55238	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25587	TMEM184C	Q9NVA4	ENSG00000164168	55751	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25588	SLC47A1	Q96FL8	ENSG00000142494	55244	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2559	CXADR	P78310	ENSG00000154639	1525	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:25591	CCDC25	Q86WR0	ENSG00000147419	55246	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25593	PACC1	Q9H813	ENSG00000065600	55248	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25596	TTC17	Q96AE7	ENSG00000052841	55761	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25602	THNSL2	Q86YJ6	ENSG00000144115	55258	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25604	TRAPPC14	Q8WVR3	ENSG00000146826	55262	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25607	TMEM100	Q9NV29	ENSG00000166292	55273	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2561	CXCR4	P61073	ENSG00000121966	7852	unique	membrane	yes	1	1	1	0	0	1	1	1	0	0	0	1
HGNC:25618	PGCKA1	Q8IY42	ENSG00000154274	55286	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25620	TMEM40	Q8WWA1	ENSG00000088726	55287	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25632	CPPED1	Q9BRF8	ENSG00000103381	55313	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25641	RNLS	Q5VYX0	ENSG00000184719	55328	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25645	DRAM1	Q8N682	ENSG00000136048	55332	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2569	RTL8C	O15255	ENSG00000134590	8933	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25697	GSDMD	P57764	ENSG00000104518	79792	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2571	CYB561	P49447	ENSG00000008283	1534	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25743	NKAIN1	Q4KMZ8	ENSG00000084628	79570	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2577	CYBA	P13498	ENSG00000051523	1535	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25772	ARMCX5	Q6P1M9	ENSG00000125962	64860	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25774	TCTN2	Q96GX1	ENSG00000168778	79867	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2578	CYBB	P04839	ENSG00000165168	1536	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	1	1
HGNC:25802	DNAJC22	Q8N4W6	ENSG00000178401	79962	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25804	TMEM254	Q8TBM7	ENSG00000133678	80195	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25816	EVA1A	Q9H8M9	ENSG00000115363	84141	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25841	SYDE2	Q5VT97	ENSG00000097096	84144	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25842	HHIPL2	Q6UWX4	ENSG00000143512	79802	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25854	NIPAL2	Q9H841	ENSG00000104361	79815	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25866	DIPK2B	Q9H7Y0	ENSG00000147113	79742	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25890	TMEM25	Q86YD3	ENSG00000149582	84866	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25896	ORAI1	Q96D31	ENSG00000276045	84876	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25897	MFSD2A	Q8NA29	ENSG00000168389	84879	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25901	AFAP1L2	Q8N4X5	ENSG00000169129	84632	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25903	ATAD1	Q8NBU5	ENSG00000138138	84896	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25905	RNFT2	Q96EX2	ENSG00000135119	84900	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25913	TMEM87B	Q96K49	ENSG00000153214	84910	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25915	FAM222A	Q5U5X8	ENSG00000139438	84915	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25920	SPRYD3	Q8NCJ5	ENSG00000167778	84926	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25922	FIBCD1	Q8N539	ENSG00000130720	84929	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:2594	CYP19A1	P11511	ENSG00000137869	1588	unique	other_or_uncertain	yes	0	0	0	0	1	0	0	0	0	0	0	0
HGNC:25945	ARL15	Q9NXU5	ENSG00000185305	54622	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25967	SIDT1	Q9NXL6	ENSG00000072858	54847	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25974	GDPD2	Q9HCC8	ENSG00000130055	54857	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25984	SLC38A12	Q8NE00	ENSG00000109066	54868	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:25993	PLPPR1	Q8TBJ4	ENSG00000148123	54886	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26001	SLC66A1	Q6ZP29	ENSG00000040487	54896	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26005	LAX1	Q8IWV1	ENSG00000122188	54900	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26016	LIME1	Q9H400	ENSG00000203896	54923	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26020	TMEM161A	Q9NX61	ENSG00000064545	54929	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26035	SLC48A1	Q6P1K1	ENSG00000211584	55652	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26043	ODAM	A1E959	ENSG00000109205	54959	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26062	C1orf159	Q96HA4	ENSG00000131591	54991	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26073	FAM174C	Q9BVV8	ENSG00000228300	55009	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26078	VSIG10	Q8N0Z9	ENSG00000176834	54621	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26086	TMEM255A	Q5JRV8	ENSG00000125355	55026	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26113	TCTN1	Q2MV58	ENSG00000204852	79600	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26131	BTNL8	Q6UX41	ENSG00000113303	79908	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26139	TMEM267	Q0VDI3	ENSG00000151881	64417	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26142	TMEM134	Q9H6X4	ENSG00000172663	80194	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26175	SLC8B1	Q6J4K2	ENSG00000089060	80024	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26177	SLC49A3	Q6UXD7	ENSG00000169026	84179	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26183	MCTP1	Q6DN14	ENSG00000175471	79772	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26196	SLC68A1	Q14CX5	ENSG00000138111	79847	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:262	ADORA1	P30542	ENSG00000163485	134	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:26215	PLBD1	Q6P4A8	ENSG00000121316	79887	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26217	TMEM164	Q5U3C3	ENSG00000157600	84187	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26221	OCEL1	Q9H607	ENSG00000099330	79629	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26230	TM4SF20	Q53R12	ENSG00000168955	79853	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2625	CYP2D6	P10635	ENSG00000100197	1565	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26255	C3orf52	Q5BVD1	ENSG00000114529	79669	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26256	NDNF	Q8TB73	ENSG00000173376	79625	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26258	C1orf54	Q8WWF1	ENSG00000118292	79630	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26260	TMEM156	Q8N614	ENSG00000121895	80008	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26269	TMEM62	Q0P6H9	ENSG00000137842	80021	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26270	PIEZO2	Q9H5I5	ENSG00000154864	63895	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26272	LRRC8E	Q6NSJ5	ENSG00000171017	80131	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26281	CCDC81	Q6ZN84	ENSG00000149201	60494	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26286	ARSJ	Q5FYB0	ENSG00000180801	79642	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:263	ADORA2A	P29274	ENSG00000128271	135	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:26300	ODAPH	Q17RF5	ENSG00000174792	152816	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26307	HEXD	Q8WVB3	ENSG00000169660	284004	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26308	CDHR3	Q6ZTQ4	ENSG00000128536	222256	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:2631	CYP2E1	P05181	ENSG00000130649	1571	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26323	ANKRD35	Q8N283	ENSG00000198483	148741	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26331	NXPE2	Q96DL1	ENSG00000204361	120406	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26336	PRSS54	Q6PEW0	ENSG00000103023	221191	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26359	PXDNL	A1KZ92	ENSG00000147485	137902	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26361	HEPACAM	Q14CZ8	ENSG00000165478	220296	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26363	ANKRD13B	Q86YJ7	ENSG00000198720	124930	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26366	FAM187B	Q17R55	ENSG00000177558	148109	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26372	FMR1NB	Q8N0W7	ENSG00000176988	158521	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26373	PRTG	Q2VWP7	ENSG00000166450	283659	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26384	IGSF10	Q6WRI0	ENSG00000152580	285313	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26391	TMEM182	Q6ZP80	ENSG00000170417	130827	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26392	PTCHD1	Q96NR3	ENSG00000165186	139411	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26397	LYPD5	Q6UWN5	ENSG00000159871	284348	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:264	ADORA2B	P29275	ENSG00000170425	136	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:26401	MARVELD2	Q8N4S9	ENSG00000152939	153562	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26402	RFTN2	Q52LD8	ENSG00000162944	130132	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26409	TMEM74	Q96NL1	ENSG00000164841	157753	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2641	CYP46A1	Q9Y6A2	ENSG00000036530	10858	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26417	SLC16A14	Q7RTX9	ENSG00000163053	151473	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26431	FCRLB	Q6BAA4	ENSG00000162746	127943	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26438	TMEM52B	Q4KMG9	ENSG00000165685	120939	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26439	SLC47A2	Q86VL8	ENSG00000180638	146802	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26441	SLC6A18	Q96N87	ENSG00000164363	348932	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26470	VSTM4	Q8IW00	ENSG00000165633	196740	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26486	CNST	Q6PJW8	ENSG00000162852	163882	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26488	KNCN	A6PVL3	ENSG00000162456	148930	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26489	TMEM154	Q6P9G4	ENSG00000170006	201799	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26501	ERVV-1	B6SEH8	ENSG00000269526	147664	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26507	DUOXA1	Q1HG43	ENSG00000140254	90527	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26518	PM20D1	Q6GTS8	ENSG00000162877	148811	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26521	LOXHD1	Q8IVV2	ENSG00000167210	125336	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26522	HARBI1	Q96MB7	ENSG00000180423	283254	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26527	HGSNAT	Q68CP4	ENSG00000165102	138050	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26538	VWA5B1	Q5TIE3	ENSG00000158816	127731	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26539	DCST1	Q5T197	ENSG00000163357	149095	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2654	CCN1	O00622	ENSG00000142871	3491	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26542	MPP7	Q5T2T1	ENSG00000150054	143098	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26559	ZFYVE27	Q5T4F4	ENSG00000155256	118813	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26562	DCST2	Q5T1A1	ENSG00000163354	127579	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26571	LYSMD4	Q5XG99	ENSG00000183060	145748	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26579	TMEM92	Q6UXU6	ENSG00000167105	162461	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26585	RTP5	Q14D33	ENSG00000188011	285093	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26588	GAPT	Q8N292	ENSG00000175857	202309	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26591	PRRT3	Q5FWE3	ENSG00000163704	285368	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26607	SLC35G1	Q2M3R5	ENSG00000176273	159371	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:26617	MLKL	Q8NB16	ENSG00000168404	197259	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
