hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	triage_classical_receptor	triage_surface_yes	biogrid_literature_contacts	biogrid_literature_contacts_extracellular	iedb_any_bcell_assay	iedb_epitope_region	iedb_epitope_region_extracellular	iedb_exact_epitope	iedb_exact_epitope_extracellular	iedb_named_positive_binding	natural_ligand_mapped_contacts	natural_ligand_mapped_contacts_extracellular	pdbe_chembl_identity	pdbe_chemical_contacts	pdbe_chemical_contacts_extracellular	pdbe_gtopdb_supported_pair	pdbe_gtopdb_supported_pair_extracellular	sabdab_mapped_contacts	sabdab_mapped_contacts_extracellular	sabdab_target_complex	union_including_regions	union_including_regions_extracellular	union_mapped_sites	union_mapped_sites_extracellular	identifier_status	in_previous_candidate_audit	llm_known_ligand	surfacebind_listed	surfacebind_predicted_sites	surfacebind_predicted_seeds	experimental_or_predicted_sites
HGNC:20731	GNB4	Q9HAV0	ENSG00000114450	59345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:2074	CLN3	Q13286	ENSG00000188603	1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:20749	ZDHHC20	Q5W0Z9	ENSG00000180776	253832	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:20754	TRPC7	Q9HCX4	ENSG00000069018	57113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:2076	CLN5	O75503	ENSG00000102805	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:20782	XKR5	Q6UX68	ENSG00000275591	389610			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:20788	RHBDF2	Q6PJF5	ENSG00000129667	79651	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20795	CLRN3	Q8NCR9	ENSG00000180745	119467			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:20797	CYBRD1	Q53TN4	ENSG00000071967	79901	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:208	ADAM30	Q9UKF2	ENSG00000134249	11085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:2080	CLNS1A	P54105	ENSG00000074201	1207			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:20818	LRRC15	Q8TF66	ENSG00000172061	131578	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20819	CATSPER3	Q86XQ3	ENSG00000152705	347732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:20820	TPCN2	Q8NHX9	ENSG00000162341	219931	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:20822	ADGRL4	Q9HBW9	ENSG00000162618	64123	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:20823	DPP10	Q8N608	ENSG00000175497	57628	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20824	AMIGO1	Q86WK6	ENSG00000181754	57463	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20834	CABP7	Q86V35	ENSG00000100314	164633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:20844	GPR156	Q8NFN8	ENSG00000175697	165829	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:20858	SLC39A14	Q15043	ENSG00000104635	23516	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20859	SLC39A13	Q96H72	ENSG00000165915	91252			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:20860	SLC39A12	Q504Y0	ENSG00000148482	221074	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20861	SLC39A10	Q9ULF5	ENSG00000196950	57181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20862	SLC39A8	Q9C0K1	ENSG00000138821	64116	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:20866	RSPO3	Q9BXY4	ENSG00000146374	84870			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:20867	MCHR2	Q969V1	ENSG00000152034	84539	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:20869	BMP10	O95393	ENSG00000163217	27302	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:2087	CLPTM1	O96005	ENSG00000104853	1209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:20889	LRIG2	O94898	ENSG00000198799	9860	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20937	XKR9	Q5GH70	ENSG00000221947	389668			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:20945	PLXDC1	Q8IUK5	ENSG00000161381	57125	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	unique	1	yes	1	0	0	0
HGNC:2095	CLU	P10909	ENSG00000120885	1191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:20956	PHACTR2	O75167	ENSG00000112419	9749	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:20958	TMEM181	Q9P2C4	ENSG00000146433	57583	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:2096	CLUL1	Q15846	ENSG00000079101	27098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:20960	C6orf58	Q6P5S2	ENSG00000184530	352999			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:2097	CMA1	P23946	ENSG00000092009	1215			0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	0	yes	0	0	0	1
HGNC:20973	ADGRL1	O94910	ENSG00000072071	22859	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:20974	ADGRL3	Q9HAR2	ENSG00000150471	23284	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	0	0	0	1
HGNC:20977	TAAR9	Q96RI9	ENSG00000237110	134860	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:20978	TAAR6	Q96RI8	ENSG00000146383	319100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:20980	LRRN1	Q6UXK5	ENSG00000175928	57633	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21	AATK	Q6ZMQ8	ENSG00000181409	9625			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21011	CPO	Q8IVL8	ENSG00000144410	130749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21013	PLXDC2	Q6UX71	ENSG00000120594	84898	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21014	ANTXR1	Q9H6X2	ENSG00000169604	84168	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21035	ARHGAP18	Q8N392	ENSG00000146376	93663			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21042	NUS1	Q96E22	ENSG00000153989	116150	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21043	PITPNM3	Q9BZ71	ENSG00000091622	83394	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21044	PITPNM2	Q9BZ72	ENSG00000090975	57605	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21053	SLC60A2	Q5TF39	ENSG00000173214	91749	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21063	MOXD1	Q6UVY6	ENSG00000079931	26002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21068	RAB44	Q7Z6P3	ENSG00000255587	401258			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21071	IYD	Q6PHW0	ENSG00000009765	389434	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21074	GINM1	Q9NU53	ENSG00000055211	116254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21075	TMEM200A	Q86VY9	ENSG00000164484	114801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21087	BTLA	Q7Z6A9	ENSG00000186265	151888	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:21092	TREML2	Q5T2D2	ENSG00000112195	79865	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21094	CALHM4	Q5JW98	ENSG00000164451	221301	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	no	0	0	0	1
HGNC:21096	GFOD1	Q9NXC2	ENSG00000145990	54438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21101	CUTA	O60888	ENSG00000112514	51596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21106	SLC22A23	A1A5C7	ENSG00000137266	63027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:21113	DLK2	Q6UY11	ENSG00000171462	65989	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21114	C6orf89	Q6UWU4	ENSG00000198663	221477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21153	RNF128	Q8TEB7	ENSG00000133135	79589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:21184	FNDC1	Q4ZHG4	ENSG00000164694	84624			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:21203	UNC5CL	Q8IV45	ENSG00000124602	222643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21205	LINGO1	Q96FE5	ENSG00000169783	84894	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:21206	LINGO3	P0C6S8	ENSG00000220008	645191	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21207	LINGO2	Q7L985	ENSG00000174482	158038	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:2121	CMKLR1	Q99788	ENSG00000174600	1240	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:21214	ADTRP	Q96IZ2	ENSG00000111863	84830	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21222	PNISR	Q8TF01	ENSG00000132424	25957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21226	LRFN2	Q9ULH4	ENSG00000156564	57497	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21232	MRAP2	Q96G30	ENSG00000135324	112609			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21238	TMEM217	Q8N7C4	ENSG00000172738	221468	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:21239	CCDC167	Q9P0B6	ENSG00000198937	154467			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21245	PI16	Q6UXB8	ENSG00000164530	221476	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	unique	1	no	1	1	1	1
HGNC:21247	C6orf120	Q7Z4R8	ENSG00000185127	387263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21250	CLPSL2	Q6UWE3	ENSG00000196748	389383			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21253	LHFPL5	Q8TAF8	ENSG00000197753	222662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21256	TSPO2	Q5TGU0	ENSG00000112212	222642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21263	ASIC4	Q96FT7	ENSG00000072182	55515	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21265	C1RL	Q9NZP8	ENSG00000139178	51279			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:21268	ANKRD13A	Q8IZ07	ENSG00000076513	88455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21290	PTCRA	Q6ISU1	ENSG00000171611	171558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21295	EPS8L1	Q8TE68	ENSG00000131037	54869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21297	EPS8L3	Q8TE67	ENSG00000198758	79574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21307	DSG4	Q86SJ6	ENSG00000175065	147409	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21315	TMEM151B	Q8IW70	ENSG00000178233	441151			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21328	NEU4	Q8WWR8	ENSG00000204099	129807			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:21329	RTN4RL1	Q86UN2	ENSG00000185924	146760	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21336	RNF146	Q9NTX7	ENSG00000118518	81847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21345	PTCHD4	Q6ZW05	ENSG00000244694	442213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21355	MLIP	Q5VWP3	ENSG00000146147	90523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21361	PXDC1	Q5TGL8	ENSG00000168994	221749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21367	CGAS	Q8N884	ENSG00000164430	115004			0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	0	yes	0	0	0	1
HGNC:21378	OGFRL1	Q5TC84	ENSG00000119900	79627			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21386	FSTL5	Q8N475	ENSG00000168843	56884			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21387	PRSS35	Q8N3Z0	ENSG00000146250	167681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21389	FSTL4	Q6MZW2	ENSG00000053108	23105			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21391	SLAMF8	Q9P0V8	ENSG00000158714	56833	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21392	SLAMF6	Q96DU3	ENSG00000162739	114836	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21394	SLAMF7	Q9NQ25	ENSG00000026751	57823	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21398	ABHD6	Q9BV23	ENSG00000163686	57406	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:214	ADAM7	Q9H2U9	ENSG00000069206	8756	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21411	AIFM2	Q9BRQ8	ENSG00000042286	84883	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21416	SMPDL3B	Q92485	ENSG00000130768	27293	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21427	TMEM8B	A6NDV4	ENSG00000137103	51754	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:21444	UPK3B	Q9BT76	ENSG00000243566	105375355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21446	HAPLN3	Q96S86	ENSG00000140511	145864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21461	RC3H2	Q9HBD1	ENSG00000056586	54542	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21479	DCBLD1	Q8N8Z6	ENSG00000164465	285761	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:2148	CNGA1	P29973	ENSG00000198515	1259	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	1	yes	0	0	0	1
HGNC:21487	RNF217	Q8TC41	ENSG00000146373	154214			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:2149	CNGA2	Q16280	ENSG00000183862	1260	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:215	ADAM8	P78325	ENSG00000151651	101	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	unique	1	no	1	1	1	1
HGNC:2150	CNGA3	Q16281	ENSG00000144191	1261	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	1	yes	0	0	0	1
HGNC:2151	CNGB1	Q14028	ENSG00000070729	1258	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:2152	CNGA4	Q8IV77	ENSG00000132259	1262	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21529	TM9SF3	Q9HD45	ENSG00000077147	56889	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:2153	CNGB3	Q9NQW8	ENSG00000170289	54714	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21568	CALHM5	Q8N5C1	ENSG00000178033	254228	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21571	TMEM244	Q5VVB8	ENSG00000203756	253582			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21573	SLC18B1	Q6NT16	ENSG00000146409	116843	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21580	KIAA0319	Q5VV43	ENSG00000137261	9856	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:2159	CNR1	P21554	ENSG00000118432	1268	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:216	ADAM9	Q13443	ENSG00000168615	8754	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:2160	CNR2	P34972	ENSG00000188822	1269	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:21607	AIG1	Q9NVV5	ENSG00000146416	51390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21625	ANO1	Q5XXA6	ENSG00000131620	55107	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21640	TSPAN9	O75954	ENSG00000011105	10867	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21641	TSPAN12	O95859	ENSG00000106025	23554	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:21643	TSPAN13	O95857	ENSG00000106537	27075	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:21650	BMP8A	Q7Z5Y6	ENSG00000183682	353500			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:21652	OSTM1	Q86WC4	ENSG00000081087	28962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:21657	S100A7A	Q86SG5	ENSG00000184330	338324			0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	unique	0	yes	0	0	0	0
HGNC:21661	MUC21	Q5SSG8	ENSG00000204544	394263	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:21666	MUCL3	Q3MIW9	ENSG00000168631	135656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:21667	ORAI2	Q96SN7	ENSG00000160991	80228			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:21683	NAPEPLD	Q6IQ20	ENSG00000161048	222236	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	1	yes	0	0	0	1
