gene_symbol	hgnc_id	uniprot_accession	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source	src_uniprot	src_go	src_hpa	src_surfy	src_cspa	src_sonnet	up_length	up_tm_count	up_signal_count	up_topo_extracellular_count	up_lipidation_count	up_glyc_count	up_keywords	up_has_signal	up_has_tm	up_has_glyc	up_has_lipidation	up_has_extracellular_topo	up_multi_pass	topo_gpi_anchored	topo_intramembrane	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_palmitoylated_only	topo_no_tm_no_signal	deeptmhmm_label	deeptm_TM_NO_SP	deeptm_SP_plus_TM	deeptm_SP_only	deeptm_BETA	deeptm_GLOB	gene_group	fam_gpcr	fam_olfactory_receptor	fam_slc_transporter	fam_abc_transporter	fam_cd_molecule	fam_ig_domain	fam_rtk	fam_tetraspanin	fam_cadherin	fam_integrin	fam_voltage_gated_channel	fam_ligand_gated_channel	fam_connexin	fam_claudin	fam_mhc_hla	fam_tnfrsf	fam_chemokine_ligand	fam_chemokine_receptor	fam_ras_gtpase	fam_rho_gtpase	fam_arf_gtpase	fam_src_kinase	fam_g_protein_subunit	schweke_homomer
S100A1	HGNC:10486	P23297	ENSG00000160678	6271	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
S100A10	HGNC:10487	P60903	ENSG00000197747	6281	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A11	HGNC:10488	P31949	ENSG00000163191	6282	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A12	HGNC:10489	P80511	ENSG00000163221	6283	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only	0	0	0	0	0	1	92.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Antibiotic|Antimicrobial|Calcium|Cell membrane|Copper|Cytoplasm|Cytoskeleton|Direct protein sequencing|Fungicide|Immunity|Inflammatory response|Innate immunity|Membrane|Metal-binding|Proteomics identification|Reference proteome|Repeat|Secreted|Zinc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A13	HGNC:10490	Q99584	ENSG00000189171	6284	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A14	HGNC:18901	Q9HCY8	ENSG00000189334	57402	1	0	0	0	0	1	0	0	no	medium	cytoplasmic			m1_only	0	0	1	0	0	0																													S100 calcium binding proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A16	HGNC:20441	Q96FQ6	ENSG00000188643	140576	1	0	0	0	0	1	0	0	contextual	low	cell_state_induced			m1_and_sonnet	0	0	1	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A3	HGNC:10493	P33764	ENSG00000188015	6274	1	0	0	0	0	1	0	0	no	medium	cytoplasmic			m1_only	0	0	1	0	0	0																													S100 calcium binding proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A4	HGNC:10494	P26447	ENSG00000196154	6275	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A6	HGNC:10496	P06703	ENSG00000197956	6277	2	0	1	0	0	1	0	0	contextual	medium	dual_localization			m1_and_sonnet	0	1	1	0	0	1	90.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Acetylation|Calcium|Cell membrane|Cytoplasm|Direct protein sequencing|Membrane|Metal-binding|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|Repeat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A7	HGNC:10497	P31151	ENSG00000143556	6278	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A7A	HGNC:21657	Q86SG5	ENSG00000184330	338324	0	0	0	0	0	0	0	0	contextual	low	cell_state_induced			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A8	HGNC:10498	P05109	ENSG00000143546	6279	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only	0	0	0	0	0	1	93.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Antimicrobial|Apoptosis|Autophagy|Calcium|Cell membrane|Chemotaxis|Cytoplasm|Cytoskeleton|Direct protein sequencing|Immunity|Inflammatory response|Innate immunity|Membrane|Metal-binding|Proteomics identification|Reference proteome|Repeat|S-nitrosylation|Secreted|Zinc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100A9	HGNC:10499	P06702	ENSG00000163220	6280	1	0	0	0	0	1	0	0	contextual	medium	dual_localization			m1_and_sonnet	0	0	1	0	0	1	114.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Antimicrobial|Antioxidant|Apoptosis|Autophagy|Calcium|Cell membrane|Chemotaxis|Cytoplasm|Cytoskeleton|Direct protein sequencing|Immunity|Inflammatory response|Innate immunity|Membrane|Metal-binding|Methylation|Phosphoprotein|Proteomics identification|Reference proteome|Repeat|S-nitrosylation|Secreted|Zinc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100B	HGNC:10500	P04271	ENSG00000160307	6285	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only	0	0	0	0	0	1																													S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S100P	HGNC:10504	P25815	ENSG00000163993	6286	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only	0	0	0	0	0	1	95.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Calcium|Cell membrane|Cell projection|Cytoplasm|Direct protein sequencing|Membrane|Metal-binding|Nucleus|Proteomics identification|Reference proteome|Repeat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							S100 calcium binding proteins|EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
S1PR1	HGNC:3165	P21453	ENSG00000170989	1901	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	1	1	382.0	7.0	0.0	4.0	1.0	2.0	3D-structure|Acetylation|Angiogenesis|Cell membrane|Chemotaxis|Disulfide bond|Endosome|G-protein coupled receptor|Glycoprotein|Lipoprotein|Membrane|Palmitate|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Sphingosine 1-phosphate receptors|CD molecules	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S1PR2	HGNC:3169	O95136	ENSG00000267534	9294	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	1	1	353.0	7.0	0.0	4.0	1.0	1.0	3D-structure|Cell membrane|Deafness|Disease variant|G-protein coupled receptor|Glycoprotein|Lipoprotein|Membrane|Non-syndromic deafness|Palmitate|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Sphingosine 1-phosphate receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S1PR3	HGNC:3167	Q99500	ENSG00000213694	1903	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	1	1	378.0	7.0	0.0	4.0	0.0	1.0	3D-structure|Cell membrane|G-protein coupled receptor|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Sphingosine 1-phosphate receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S1PR4	HGNC:3170	O95977	ENSG00000125910	8698	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	1	1	384.0	7.0	0.0	4.0	1.0	2.0	3D-structure|Cell membrane|G-protein coupled receptor|Glycoprotein|Lipoprotein|Membrane|Palmitate|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Sphingosine 1-phosphate receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S1PR5	HGNC:14299	Q9H228	ENSG00000180739	53637	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	1	1	398.0	7.0	0.0	4.0	1.0	1.0	3D-structure|Alternative splicing|Cell membrane|G-protein coupled receptor|Glycoprotein|Lipoprotein|Membrane|Palmitate|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Sphingosine 1-phosphate receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAMD10	HGNC:16129	Q9BYL1	ENSG00000130590	140700	1	0	1	0	0	0	0	0	no	medium	inner_leaflet_anchored			m1_only	0	1	0	0	0	0																													Sterile alpha motif domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAMD12	HGNC:31750	Q8N8I0	ENSG00000177570	401474	1	0	1	0	0	0	0	0	no	medium	inner_leaflet_anchored			m1_only	0	1	0	0	0	0																													Sterile alpha motif domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAPCD1	HGNC:13938	Q5SSQ6	ENSG00000228727	401251	1	0	0	0	0	1	0	0	no	medium	nuclear			m1_only	0	0	1	0	0	0																																																					1.0
SAPCD2	HGNC:28055	Q86UD0	ENSG00000186193	89958	1	1	0	0	0	0	0	0	no	medium	cytoplasmic			m1_only	1	0	0	0	0	0	394.0	0.0	0.0	0.0	0.0	0.0	Cell cycle|Cell division|Cell junction|Cell membrane|Coiled coil|Cytoplasm|Membrane|Mitosis|Nucleus|Phosphoprotein|Proteomics identification|Reference proteome|Tight junction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0																															1.0
SARAF	HGNC:28789	Q96BY9	ENSG00000133872	51669	0	0	0	0	0	0	0	0	no	high	endomembrane_resident	contextual	medium	sonnet_only	0	0	0	0	0	0																																																					
SART3	HGNC:16860	Q15020	ENSG00000075856	9733	0	0	0	0	0	0	0	0	no	high	pmhc_only_intracellular	contextual	medium	sonnet_only	0	0	0	0	0	0																													RNA binding motif containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
SBSN	HGNC:24950	Q6UWP8	ENSG00000189001	374897	0	0	0	0	0	0	0	0	contextual	low	cell_state_induced			sonnet_only	0	0	0	0	0	1																																																					0.0
SCAMP1	HGNC:10563	O15126	ENSG00000085365	9522	0	0	0	0	0	0	0	0	no	medium	endomembrane_resident	yes	high	sonnet_only	0	0	0	0	0	0																													Secretory carrier membrane proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCAMP2	HGNC:10564	O15127	ENSG00000140497	10066	0	0	0	0	0	0	0	0	no	medium	endomembrane_resident	contextual	medium	sonnet_only	0	0	0	0	0	0																													Secretory carrier membrane proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCAMP3	HGNC:10565	O14828	ENSG00000116521	10067	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only	0	0	0	0	0	1																													Secretory carrier membrane proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCAMP4	HGNC:30385	Q969E2	ENSG00000227500	113178	1	0	0	0	0	1	0	0	no	medium	endomembrane_resident			m1_only	0	0	1	0	0	0																													Secretory carrier membrane proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCAMP5	HGNC:30386	Q8TAC9	ENSG00000198794	192683	1	1	0	0	0	0	0	0	contextual	medium	dual_localization			m1_and_sonnet	1	0	0	0	0	1	235.0	4.0	0.0	2.0	0.0	0.0	Alternative splicing|Cell membrane|Cytoplasmic vesicle|Endosome|Exocytosis|Golgi apparatus|Membrane|Protein transport|Proteomics identification|Reference proteome|Synapse|Transmembrane|Transmembrane helix|Transport	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Secretory carrier membrane proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCAP	HGNC:30634	Q12770	ENSG00000114650	22937	2	0	0	1	1	0	1	0	no	high	endomembrane_resident			m1_only	0	0	0	1	1	0																							TM	1.0	0.0	0.0	0.0	0.0	WD repeat domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCARA3	HGNC:19000	Q6AZY7	ENSG00000168077	51435	1	1	0	0	0	0	0	0	yes	medium	classical_surface_receptor			m1_and_sonnet	1	0	0	0	0	1	606.0	1.0	0.0	1.0	0.0	10.0	Alternative splicing|Collagen|Endoplasmic reticulum|Glycoprotein|Golgi apparatus|Membrane|Proteomics identification|Reference proteome|Repeat|Signal-anchor|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0							Scavenger receptors|MicroRNA protein coding host genes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCARA5	HGNC:28701	Q6ZMJ2	ENSG00000168079	286133	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	1	1	1	495.0	1.0	0.0	1.0	0.0	6.0	3D-structure|Alternative splicing|Cell membrane|Coiled coil|Disulfide bond|Glycoprotein|Ion transport|Iron|Iron transport|Membrane|Proteomics identification|Receptor|Reference proteome|Signal-anchor|Transmembrane|Transmembrane helix|Transport	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Scavenger receptors|Scavenger receptor cysteine rich domain containing|MicroRNA protein coding host genes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCARB1	HGNC:1664	Q8WTV0	ENSG00000073060	949	4	1	1	1	1	0	1	1	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	1	1	552.0	2.0	0.0	1.0	1.0	9.0	Alternative splicing|Cell membrane|Disulfide bond|Glycoprotein|Host cell receptor for virus entry|Host-virus interaction|Lipoprotein|Membrane|Palmitate|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Scavenger receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCARB2	HGNC:1665	Q14108	ENSG00000138760	950	2	0	0	1	1	0	1	1	contextual	high	lysosomal_exocytosis			m1_and_sonnet	0	0	0	1	1	1																							TM	1.0	0.0	0.0	0.0	0.0	Scavenger receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCARF1	HGNC:16820	Q14162	ENSG00000074660	8578	2	1	0	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	1	0	1	830.0	1.0	1.0	1.0	0.0	3.0	3D-structure|Alternative splicing|Cell adhesion|Disulfide bond|EGF-like domain|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Repeat|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Scavenger receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCARF2	HGNC:19869	Q96GP6	ENSG00000244486	91179	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	1	1	1	871.0	1.0	1.0	1.0	0.0	4.0	Alternative splicing|Cell adhesion|Disease variant|Disulfide bond|EGF-like domain|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Repeat|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Scavenger receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCART1	HGNC:32411	Q4G0T1	ENSG00000214279	619207	2	1	0	1	0	0	0	0	contextual	low	tissue_restricted_surface			m1_and_sonnet	1	0	0	1	0	1	1027.0	1.0	1.0	1.0	0.0	3.0	Alternative splicing|Disulfide bond|Glycoprotein|Immunity|Membrane|Proteomics identification|Reference proteome|Repeat|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0							Scavenger receptor cysteine rich domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCEL	HGNC:10573	O95171	ENSG00000136155	8796	2	0	1	0	0	1	0	0	contextual	medium	tissue_restricted_surface			m1_and_sonnet	0	1	1	0	0	1																													LIM domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCG2	HGNC:10575	P13521	ENSG00000171951	7857	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																													Granins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCGB1D2	HGNC:18396	O95969	ENSG00000124935	10647	0	0	0	0	0	0	0	0	no	high	secreted_only	contextual	medium	sonnet_only	0	0	0	0	0	0																													Secretoglobins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
SCGN	HGNC:16941	O76038	ENSG00000079689	10590	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only	0	0	0	0	0	1																													EF-hand domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCIMP	HGNC:33504	Q6UWF3	ENSG00000161929	388325	2	1	1	0	0	0	0	0	contextual	high	tissue_restricted_surface			m1_and_sonnet	1	1	0	0	0	1	145.0	1.0	0.0	0.0	2.0	0.0	Alternative splicing|Cell membrane|Cell projection|Cytoplasmic vesicle|Lipoprotein|Membrane|Palmitate|Phosphoprotein|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0																															0.0
SCN10A	HGNC:10582	Q9Y5Y9	ENSG00000185313	6336	3	1	1	1	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	1956.0	24.0	0.0	16.0	0.0	9.0	3D-structure|Cell membrane|Disease variant|Disulfide bond|Glycoprotein|Ion channel|Ion transport|Membrane|Phosphoprotein|Reference proteome|Repeat|Sodium|Sodium channel|Sodium transport|Transmembrane|Transmembrane helix|Transport|Ubl conjugation|Voltage-gated channel	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0							Sodium voltage-gated channel alpha subunits	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCN11A	HGNC:10583	Q9UI33	ENSG00000168356	11280	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	1791.0	24.0	0.0	16.0	0.0	8.0	Alternative splicing|Cell membrane|Disease variant|Disulfide bond|Glycoprotein|Ion channel|Ion transport|Membrane|Neurodegeneration|Neuropathy|Phosphoprotein|Reference proteome|Repeat|Sodium|Sodium channel|Sodium transport|Transmembrane|Transmembrane helix|Transport|Voltage-gated channel	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Sodium voltage-gated channel alpha subunits	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
