hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	triage_classical_receptor	triage_surface_yes	biogrid_literature_contacts	biogrid_literature_contacts_extracellular	iedb_any_bcell_assay	iedb_epitope_region	iedb_epitope_region_extracellular	iedb_exact_epitope	iedb_exact_epitope_extracellular	iedb_named_positive_binding	natural_ligand_mapped_contacts	natural_ligand_mapped_contacts_extracellular	pdbe_chembl_identity	pdbe_chemical_contacts	pdbe_chemical_contacts_extracellular	pdbe_gtopdb_supported_pair	pdbe_gtopdb_supported_pair_extracellular	sabdab_mapped_contacts	sabdab_mapped_contacts_extracellular	sabdab_target_complex	union_including_regions	union_including_regions_extracellular	union_mapped_sites	union_mapped_sites_extracellular
HGNC:21042	NUS1	Q96E22	ENSG00000153989	116150	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:21043	PITPNM3	Q9BZ71	ENSG00000091622	83394	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21044	PITPNM2	Q9BZ72	ENSG00000090975	57605	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21053	SLC60A2	Q5TF39	ENSG00000173214	91749	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21063	MOXD1	Q6UVY6	ENSG00000079931	26002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21071	IYD	Q6PHW0	ENSG00000009765	389434	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:21074	GINM1	Q9NU53	ENSG00000055211	116254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21075	TMEM200A	Q86VY9	ENSG00000164484	114801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21087	BTLA	Q7Z6A9	ENSG00000186265	151888	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1
HGNC:21092	TREML2	Q5T2D2	ENSG00000112195	79865	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21094	CALHM4	Q5JW98	ENSG00000164451	221301	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
HGNC:21096	GFOD1	Q9NXC2	ENSG00000145990	54438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21101	CUTA	O60888	ENSG00000112514	51596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21106	SLC22A23	A1A5C7	ENSG00000137266	63027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21113	DLK2	Q6UY11	ENSG00000171462	65989	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21114	C6orf89	Q6UWU4	ENSG00000198663	221477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21152	LONRF3	Q496Y0	ENSG00000175556	79836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21153	RNF128	Q8TEB7	ENSG00000133135	79589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21199	PBXIP1	Q96AQ6	ENSG00000163346	57326	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21203	UNC5CL	Q8IV45	ENSG00000124602	222643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21204	IPCEF1	Q8WWN9	ENSG00000074706	26034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21205	LINGO1	Q96FE5	ENSG00000169783	84894	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1
HGNC:21206	LINGO3	P0C6S8	ENSG00000220008	645191	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21207	LINGO2	Q7L985	ENSG00000174482	158038	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2121	CMKLR1	Q99788	ENSG00000174600	1240	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0
HGNC:21214	ADTRP	Q96IZ2	ENSG00000111863	84830	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21222	PNISR	Q8TF01	ENSG00000132424	25957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21226	LRFN2	Q9ULH4	ENSG00000156564	57497	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21238	TMEM217	Q8N7C4	ENSG00000172738	221468	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21244	LEMD2	Q8NC56	ENSG00000161904	221496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21245	PI16	Q6UXB8	ENSG00000164530	221476	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:21247	C6orf120	Q7Z4R8	ENSG00000185127	387263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21253	LHFPL5	Q8TAF8	ENSG00000197753	222662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21256	TSPO2	Q5TGU0	ENSG00000112212	222642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21263	ASIC4	Q96FT7	ENSG00000072182	55515	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21268	ANKRD13A	Q8IZ07	ENSG00000076513	88455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21289	UBR2	Q8IWV8	ENSG00000024048	23304	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21290	PTCRA	Q6ISU1	ENSG00000171611	171558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21292	RIMS3	Q9UJD0	ENSG00000117016	9783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21295	EPS8L1	Q8TE68	ENSG00000131037	54869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21296	EPS8L2	Q9H6S3	ENSG00000177106	64787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21297	EPS8L3	Q8TE67	ENSG00000198758	79574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21303	ADPRHL1	Q8NDY3	ENSG00000153531	113622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21307	DSG4	Q86SJ6	ENSG00000175065	147409	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21329	RTN4RL1	Q86UN2	ENSG00000185924	146760	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21336	RNF146	Q9NTX7	ENSG00000118518	81847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21345	PTCHD4	Q6ZW05	ENSG00000244694	442213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21354	TICAM2	Q86XR7	ENSG00000243414	353376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21355	MLIP	Q5VWP3	ENSG00000146147	90523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21361	PXDC1	Q5TGL8	ENSG00000168994	221749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21387	PRSS35	Q8N3Z0	ENSG00000146250	167681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21391	SLAMF8	Q9P0V8	ENSG00000158714	56833	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21392	SLAMF6	Q96DU3	ENSG00000162739	114836	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21394	SLAMF7	Q9NQ25	ENSG00000026751	57823	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21398	ABHD6	Q9BV23	ENSG00000163686	57406	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:214	ADAM7	Q9H2U9	ENSG00000069206	8756	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21411	AIFM2	Q9BRQ8	ENSG00000042286	84883	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:21416	SMPDL3B	Q92485	ENSG00000130768	27293	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21427	TMEM8B	A6NDV4	ENSG00000137103	51754	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21444	UPK3B	Q9BT76	ENSG00000243566	105375355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21446	HAPLN3	Q96S86	ENSG00000140511	145864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21461	RC3H2	Q9HBD1	ENSG00000056586	54542	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21464	NLRP10	Q86W26	ENSG00000182261	338322	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21479	DCBLD1	Q8N8Z6	ENSG00000164465	285761	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2148	CNGA1	P29973	ENSG00000198515	1259	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
HGNC:2149	CNGA2	Q16280	ENSG00000183862	1260	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:215	ADAM8	P78325	ENSG00000151651	101	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0
HGNC:2150	CNGA3	Q16281	ENSG00000144191	1261	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
HGNC:2151	CNGB1	Q14028	ENSG00000070729	1258	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:2152	CNGA4	Q8IV77	ENSG00000132259	1262	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:21528	DIABLO	Q9NR28	ENSG00000184047	56616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21529	TM9SF3	Q9HD45	ENSG00000077147	56889	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2153	CNGB3	Q9NQW8	ENSG00000170289	54714	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:21568	CALHM5	Q8N5C1	ENSG00000178033	254228	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:21573	SLC18B1	Q6NT16	ENSG00000146409	116843	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:2158	CNP	P09543	ENSG00000173786	1267	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21580	KIAA0319	Q5VV43	ENSG00000137261	9856	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21581	CARMIL1	Q5VZK9	ENSG00000079691	55604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2159	CNR1	P21554	ENSG00000118432	1268	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0
HGNC:216	ADAM9	Q13443	ENSG00000168615	8754	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2160	CNR2	P34972	ENSG00000188822	1269	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
HGNC:21604	EPN1	Q9Y6I3	ENSG00000063245	29924	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21607	AIG1	Q9NVV5	ENSG00000146416	51390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21625	ANO1	Q5XXA6	ENSG00000131620	55107	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21640	TSPAN9	O75954	ENSG00000011105	10867	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21641	TSPAN12	O95859	ENSG00000106025	23554	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21643	TSPAN13	O95857	ENSG00000106537	27075	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21647	UBE2D4	Q9Y2X8	ENSG00000078967	51619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21649	BAIAP2L1	Q9UHR4	ENSG00000006453	55971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21652	OSTM1	Q86WC4	ENSG00000081087	28962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21661	MUC21	Q5SSG8	ENSG00000204544	394263	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21666	MUCL3	Q3MIW9	ENSG00000168631	135656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21683	NAPEPLD	Q6IQ20	ENSG00000161048	222236	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
HGNC:21685	CD109	Q6YHK3	ENSG00000156535	135228	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21695	SCIN	Q9Y6U3	ENSG00000006747	85477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21697	TMEM120A	Q9BXJ8	ENSG00000189077	83862	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:2170	CNTFR	P26992	ENSG00000122756	1271	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
HGNC:2171	CNTN1	Q12860	ENSG00000018236	1272	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21715	PKD1L2	Q7Z442	ENSG00000166473	114780	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21716	PKD1L3	Q7Z443	ENSG00000277481	342372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21718	GPR146	Q96CH1	ENSG00000164849	115330	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2172	CNTN2	Q02246	ENSG00000184144	6900	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21726	ARHGEF17	Q96PE2	ENSG00000110237	9828	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2173	CNTN3	Q9P232	ENSG00000113805	5067	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21732	ANTXR2	P58335	ENSG00000163297	118429	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21738	ADCK5	Q3MIX3	ENSG00000173137	203054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2174	CNTN4	Q8IWV2	ENSG00000144619	152330	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21746	CPEB3	Q8NE35	ENSG00000107864	22849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2175	CNTN5	O94779	ENSG00000149972	53942	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2176	CNTN6	Q9UQ52	ENSG00000134115	27255	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21773	LIPJ	Q5W064	ENSG00000204022	142910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:218	ADAMTS2	O95450	ENSG00000087116	9509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2183	VPS13B	Q7Z7G8	ENSG00000132549	157680	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2186	COL11A1	P12107	ENSG00000060718	1301	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
HGNC:21870	TMEM140	Q9NV12	ENSG00000146859	55281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2188	COL12A1	Q99715	ENSG00000111799	1303	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:21897	VWDE	Q8N2E2	ENSG00000146530	221806	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2190	COL13A1	Q5TAT6	ENSG00000197467	1305	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2191	COL14A1	Q05707	ENSG00000187955	7373	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21923	STEAP4	Q687X5	ENSG00000127954	79689	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:2194	COL17A1	Q9UMD9	ENSG00000065618	1308	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:21945	ELAPOR2	A8MWY0	ENSG00000164659	222223	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2197	COL1A1	P02452	ENSG00000108821	1277	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:2198	COL1A2	P08123	ENSG00000164692	1278	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2200	COL2A1	P02458	ENSG00000139219	1280	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0
HGNC:2201	COL3A1	P02461	ENSG00000168542	1281	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:22036	LSMEM1	Q8N8F7	ENSG00000181016	286006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22058	TMEM139	Q8IV31	ENSG00000178826	135932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2207	COL4A5	P29400	ENSG00000188153	1287	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:2209	COL5A1	P20908	ENSG00000130635	1289	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2210	COL5A2	P05997	ENSG00000204262	1290	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2211	COL6A1	P12109	ENSG00000142156	1291	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2212	COL6A2	P12110	ENSG00000142173	1292	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2213	COL6A3	P12111	ENSG00000163359	1293	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0
HGNC:2214	COL7A1	Q02388	ENSG00000114270	1294	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22146	SLC5A9	Q2M3M2	ENSG00000117834	200010	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22199	COBL	O75128	ENSG00000106078	23242	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2220	COLEC10	Q9Y6Z7	ENSG00000184374	10584	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22200	TRIL	Q7L0X0	ENSG00000255690	9865	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22201	TCAF1	Q9Y4C2	ENSG00000198420	9747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22206	MATCAP2	Q8NCT3	ENSG00000164542	23366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22207	THSD7A	Q9UPZ6	ENSG00000005108	221981	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22208	NUDCD3	Q8IVD9	ENSG00000015676	23386	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22211	ESYT2	A0FGR8	ENSG00000117868	57488	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:22215	ANKIB1	Q9P2G1	ENSG00000001629	54467	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22219	KIAA1549	Q9HCM3	ENSG00000122778	57670	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22222	TTYH3	Q9C0H2	ENSG00000136295	80727	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22225	CCDC136	Q96JN2	ENSG00000128596	64753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2226	COLQ	Q9Y215	ENSG00000206561	8292	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:2228	COMT	P21964	ENSG00000093010	1312	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:22301	TMED4	Q7Z7H5	ENSG00000158604	222068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22394	KCTD8	Q6ZWB6	ENSG00000183783	386617	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22398	CCDC126	Q96EE4	ENSG00000169193	90693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22407	TMEM106B	Q9NUM4	ENSG00000106460	54664	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22408	ATG9A	Q7Z3C6	ENSG00000198925	79065	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:22429	SUN3	Q8TAQ9	ENSG00000164744	256979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2244	COQ7	Q99807	ENSG00000167186	10229	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:2252	CORO1A	P31146	ENSG00000102879	11151	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2253	CORO1B	Q9BR76	ENSG00000172725	57175	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2254	CORO1C	Q9ULV4	ENSG00000110880	23603	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2255	CORO2A	Q92828	ENSG00000106789	7464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2256	CORO2B	Q9UQ03	ENSG00000103647	10391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2259	ENOX2	Q16206	ENSG00000165675	10495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:22800	GNAT3	A8MTJ3	ENSG00000214415	346562	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
HGNC:22935	SYMPK	Q92797	ENSG00000125755	8189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:2295	CP	P00450	ENSG00000047457	1356	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:22951	GPR155	Q7Z3F1	ENSG00000163328	151556	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:22979	SLC10A3	P09131	ENSG00000126903	8273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
