gene_symbol	hgnc_id	uniprot_acc	prior_reason
MATR3	HGNC:6912	P43243	nuclear
MAU2	HGNC:29140	Q9Y6X3	nuclear
MAVS	HGNC:29233	Q7Z434	mitochondrial_internal
MAX	HGNC:6913	P61244	nuclear
MAZ	HGNC:6914	P56270	nuclear
MB	HGNC:6915	P02144	cytoplasmic
MB21D2	HGNC:30438	Q8IYB1	cytoplasmic
MBD1	HGNC:6916	Q9UIS9	nuclear
MBD2	HGNC:6917	Q9UBB5	nuclear
MBD3	HGNC:6918	O95983	nuclear
MBD3L1	HGNC:15774	Q8WWY6	nuclear
MBD3L2	HGNC:18532	Q8NHZ7	nuclear
MBD3L2B	HGNC:53435	A0A1B0GVZ6	nuclear
MBD3L3	HGNC:37205	A6NE82	nuclear
MBD3L4	HGNC:37206	A6NDZ8	nuclear
MBD3L5	HGNC:37204	A6NJ08	nuclear
MBD4	HGNC:6919	O95243	nuclear
MBD5	HGNC:20444	Q9P267	nuclear
MBD6	HGNC:20445	Q96DN6	nuclear
MBIP	HGNC:20427	Q9NS73	cytoplasmic
MBLAC1	HGNC:22180	A4D2B0	cytoplasmic
MBNL1	HGNC:6923	Q9NR56	nuclear
MBNL2	HGNC:16746	Q5VZF2	cytoplasmic
MBNL3	HGNC:20564	Q9NUK0	nuclear
MBTD1	HGNC:19866	Q05BQ5	nuclear
MCAT	HGNC:29622	Q8IVS2	mitochondrial_internal
MCCC1	HGNC:6936	Q96RQ3	mitochondrial_internal
MCCC2	HGNC:6937	Q9HCC0	mitochondrial_internal
MCCD1	HGNC:20668	P59942	mitochondrial_internal
MCEE	HGNC:16732	Q96PE7	mitochondrial_internal
MCF2L2	HGNC:30319	Q86YR7	cytoplasmic
MCIDAS	HGNC:40050	D6RGH6	nuclear
MCM10	HGNC:18043	Q7L590	nuclear
MCM2	HGNC:6944	P49736	nuclear
MCM3	HGNC:6945	P25205	nuclear
MCM3AP	HGNC:6946	O60318	nuclear
MCM4	HGNC:6947	P33991	nuclear
MCM5	HGNC:6948	P33992	nuclear
MCM6	HGNC:6949	Q14566	nuclear
MCM7	HGNC:6950	P33993	nuclear
MCM8	HGNC:16147	Q9UJA3	nuclear
MCM9	HGNC:21484	Q9NXL9	nuclear
MCMBP	HGNC:25782	Q9BTE3	nuclear
MCMDC2	HGNC:26368	Q4G0Z9	nuclear
MCPH1	HGNC:6954	Q8NEM0	nuclear
MCRIP1	HGNC:28007	C9JLW8	cytoplasmic
MCRIP2	HGNC:14142	Q9BUT9	cytoplasmic
MCRS1	HGNC:6960	Q96EZ8	nuclear
MCTS1	HGNC:23357	Q9ULC4	cytoplasmic
MCU	HGNC:23526	Q8NE86	mitochondrial_internal
MCUB	HGNC:26076	Q9NWR8	mitochondrial_internal
MCUR1	HGNC:21097	Q96AQ8	mitochondrial_internal
MDC1	HGNC:21163	Q14676	nuclear
MDFI	HGNC:6967	Q99750	cytoplasmic
MDFIC	HGNC:28870	Q9P1T7	cytoplasmic
MDFIC2	HGNC:53442	A0A1B0GVS7	nuclear
MDH1	HGNC:6970	P40925	cytoplasmic
MDH1B	HGNC:17836	Q5I0G3	cytoplasmic
MDH2	HGNC:6971	P40926	mitochondrial_internal
MDM2	HGNC:6973	Q00987	nuclear
MDM4	HGNC:6974	O15151	nuclear
MDN1	HGNC:18302	Q9NU22	cytoplasmic
MDP1	HGNC:28781	Q86V88	nuclear
ME1	HGNC:6983	P48163	cytoplasmic
ME2	HGNC:6984	P23368	mitochondrial_internal
ME3	HGNC:6985	Q16798	mitochondrial_internal
MEA1	HGNC:6986	Q16626	cytoplasmic
MEAF6	HGNC:25674	Q9HAF1	nuclear
MEAK7	HGNC:29325	Q6P9B6	cytoplasmic
MECOM	HGNC:3498	Q03112	nuclear
MECP2	HGNC:6990	P51608	nuclear
MECR	HGNC:19691	Q9BV79	mitochondrial_internal
MED1	HGNC:9234	Q15648	nuclear
MED10	HGNC:28760	Q9BTT4	nuclear
MED11	HGNC:32687	Q9P086	nuclear
MED12	HGNC:11957	Q93074	nuclear
MED12L	HGNC:16050	Q86YW9	nuclear
MED13	HGNC:22474	Q9UHV7	nuclear
MED13L	HGNC:22962	Q71F56	nuclear
MED14	HGNC:2370	O60244	nuclear
MED15	HGNC:14248	Q96RN5	nuclear
MED16	HGNC:17556	Q9Y2X0	nuclear
MED17	HGNC:2375	Q9NVC6	nuclear
MED18	HGNC:25944	Q9BUE0	nuclear
MED19	HGNC:29600	A0JLT2	nuclear
MED20	HGNC:16840	Q9H944	nuclear
MED21	HGNC:11473	Q13503	nuclear
MED22	HGNC:11477	Q15528	nuclear
MED23	HGNC:2372	Q9ULK4	nuclear
MED24	HGNC:22963	O75448	nuclear
MED25	HGNC:28845	Q71SY5	nuclear
MED26	HGNC:2376	O95402	nuclear
MED27	HGNC:2377	Q6P2C8	nuclear
MED28	HGNC:24628	Q9H204	nuclear
MED29	HGNC:23074	Q9NX70	nuclear
MED30	HGNC:23032	Q96HR3	nuclear
MED31	HGNC:24260	Q9Y3C7	nuclear
MED4	HGNC:17903	Q9NPJ6	nuclear
MED6	HGNC:19970	O75586	nuclear
MED7	HGNC:2378	O43513	nuclear
MED8	HGNC:19971	Q96G25	nuclear
MED9	HGNC:25487	Q9NWA0	nuclear
MEDAG	HGNC:25926	Q5VYS4	cytoplasmic
MEF2A	HGNC:6993	Q02078	nuclear
MEF2C	HGNC:6996	Q06413	nuclear
MEF2D	HGNC:6997	Q14814	nuclear
MEI1	HGNC:28613	Q5TIA1	nuclear
MEI4	HGNC:43638	A8MW99	nuclear
MEIG1	HGNC:23429	Q5JSS6	cytoplasmic
MEIKIN	HGNC:51253	A0A087WXM9	nuclear
MEIOB	HGNC:28569	Q8N635	nuclear
MEIOC	HGNC:26670	A2RUB1	cytoplasmic
MEIOSIN	HGNC:44318	C9JSJ3	nuclear
MEIS1	HGNC:7000	O00470	nuclear
MEIS2	HGNC:7001	O14770	nuclear
MEIS3	HGNC:29537	Q99687	nuclear
MEMO1	HGNC:14014	Q9Y316	cytoplasmic
MEOX1	HGNC:7013	P50221	nuclear
MEOX2	HGNC:7014	P50222	nuclear
MESP1	HGNC:29658	Q9BRJ9	nuclear
MESP2	HGNC:29659	Q0VG99	nuclear
MEST	HGNC:7028	Q5EB52	cytoplasmic
METAP1D	HGNC:32583	Q6UB28	mitochondrial_internal
METTL1	HGNC:7030	Q9UBP6	cytoplasmic
METTL13	HGNC:24248	Q8N6R0	cytoplasmic
METTL14	HGNC:29330	Q9HCE5	nuclear
METTL15	HGNC:26606	A6NJ78	mitochondrial_internal
METTL16	HGNC:28484	Q86W50	cytoplasmic
METTL17	HGNC:19280	Q9H7H0	cytoplasmic
METTL18	HGNC:28793	O95568	cytoplasmic
METTL21A	HGNC:30476	Q8WXB1	cytoplasmic
METTL21C	HGNC:33717	Q5VZV1	cytoplasmic
METTL22	HGNC:28368	Q9BUU2	cytoplasmic
METTL23	HGNC:26988	Q86XA0	nuclear
METTL24	HGNC:21566	Q5JXM2	cytoplasmic
METTL25	HGNC:26228	Q8N6Q8	cytoplasmic
METTL25B	HGNC:24273	Q96FB5	mitochondrial_internal
METTL26	HGNC:14141	Q96S19	cytoplasmic
METTL27	HGNC:19068	Q8N6F8	cytoplasmic
METTL2A	HGNC:25755	Q96IZ6	cytoplasmic
METTL2B	HGNC:18272	Q6P1Q9	cytoplasmic
METTL3	HGNC:17563	Q86U44	nuclear
METTL4	HGNC:24726	Q8N3J2	nuclear
METTL5	HGNC:25006	Q9NRN9	nuclear
METTL6	HGNC:28343	Q8TCB7	cytoplasmic
METTL8	HGNC:25856	Q9H825	mitochondrial_internal
MEX3A	HGNC:33482	A1L020	cytoplasmic
MEX3B	HGNC:25297	Q6ZN04	cytoplasmic
MEX3C	HGNC:28040	Q5U5Q3	cytoplasmic
MEX3D	HGNC:16734	Q86XN8	nuclear
MFAP1	HGNC:7032	P55081	nuclear
MFF	HGNC:24858	Q9GZY8	cytoplasmic
MFHAS1	HGNC:16982	Q9Y4C4	cytoplasmic
MFN1	HGNC:18262	Q8IWA4	mitochondrial_internal
MFN2	HGNC:16877	O95140	mitochondrial_internal
MGA	HGNC:14010	Q8IWI9	nuclear
MGARP	HGNC:29969	Q8TDB4	mitochondrial_internal
MGME1	HGNC:16205	Q9BQP7	mitochondrial_internal
MGMT	HGNC:7059	P16455	nuclear
MGRN1	HGNC:20254	O60291	cytoplasmic
MIB1	HGNC:21086	Q86YT6	cytoplasmic
MIB2	HGNC:30577	Q96AX9	cytoplasmic
MICAL1	HGNC:20619	Q8TDZ2	cytoplasmic
MICAL2	HGNC:24693	O94851	cytoplasmic
MICAL3	HGNC:24694	Q7RTP6	cytoplasmic
MICALL2	HGNC:29672	Q8IY33	cytoplasmic
MICOS10	HGNC:32068	Q5TGZ0	mitochondrial_internal
MICOS13	HGNC:33702	Q5XKP0	mitochondrial_internal
MICU1	HGNC:1530	Q9BPX6	mitochondrial_internal
MICU2	HGNC:31830	Q8IYU8	mitochondrial_internal
MICU3	HGNC:27820	Q86XE3	mitochondrial_internal
MID1	HGNC:7095	O15344	cytoplasmic
MID1IP1	HGNC:20715	Q9NPA3	cytoplasmic
MID2	HGNC:7096	Q9UJV3	cytoplasmic
MIDEAS	HGNC:19853	Q6PJG2	nuclear
MIDN	HGNC:16298	Q504T8	cytoplasmic
MIEF1	HGNC:25979	Q9NQG6	mitochondrial_internal
MIEF2	HGNC:17920	Q96C03	mitochondrial_internal
MIER1	HGNC:29657	Q8N108	nuclear
MIER2	HGNC:29210	Q8N344	nuclear
MIER3	HGNC:26678	Q7Z3K6	nuclear
MIF4GD	HGNC:24030	A9UHW6	cytoplasmic
MIIP	HGNC:25715	Q5JXC2	cytoplasmic
MIMS1	HGNC:28346	Q96ND0	mitochondrial_internal
MINDY1	HGNC:25648	Q8N5J2	nuclear
MINDY2	HGNC:26954	Q8NBR6	nuclear
MINDY3	HGNC:23578	Q9H8M7	cytoplasmic
MINDY4	HGNC:21916	Q4G0A6	cytoplasmic
MINDY4B	HGNC:35475	A8MYZ0	cytoplasmic
MINK1	HGNC:17565	Q8N4C8	cytoplasmic
MIOS	HGNC:21905	Q9NXC5	cytoplasmic
MIOX	HGNC:14522	Q9UGB7	cytoplasmic
MIPEP	HGNC:7104	Q99797	mitochondrial_internal
MIPOL1	HGNC:21460	Q8TD10	cytoplasmic
MIS12	HGNC:24967	Q9H081	nuclear
MIS18A	HGNC:1286	Q9NYP9	nuclear
MIS18BP1	HGNC:20190	Q6P0N0	nuclear
MISFA	HGNC:44122	A0A0U1RRN3	mitochondrial_internal
MISO1	HGNC:26434	Q6P1S2	mitochondrial_internal
MISP3	HGNC:26963	Q96FF7	cytoplasmic
MITD1	HGNC:25207	Q8WV92	cytoplasmic
MITF	HGNC:7105	O75030	nuclear
MIX23	HGNC:31136	Q4VC31	mitochondrial_internal
MIXL1	HGNC:13363	Q9H2W2	nuclear
MKI67	HGNC:7107	P46013	nuclear
MKKS	HGNC:7108	Q9NPJ1	cytoplasmic
MKNK1	HGNC:7110	Q9BUB5	cytoplasmic
MKNK2	HGNC:7111	Q9HBH9	cytoplasmic
MKRN1	HGNC:7112	Q9UHC7	cytoplasmic
MKRN2	HGNC:7113	Q9H000	cytoplasmic
MKS1	HGNC:7121	Q9NXB0	cytoplasmic
MKX	HGNC:23729	Q8IYA7	nuclear
MLDHR	HGNC:55481	C0HLV8	mitochondrial_internal
MLH1	HGNC:7127	P40692	nuclear
MLH3	HGNC:7128	Q9UHC1	nuclear
MLLT1	HGNC:7134	Q03111	nuclear
MLLT10	HGNC:16063	P55197	nuclear
MLLT11	HGNC:16997	Q13015	nuclear
MLLT3	HGNC:7136	P42568	nuclear
MLLT6	HGNC:7138	P55198	nuclear
MLPH	HGNC:29643	Q9BV36	cytoplasmic
MLX	HGNC:11645	Q9UH92	nuclear
MLXIP	HGNC:17055	Q9HAP2	nuclear
MLXIPL	HGNC:12744	Q9NP71	nuclear
MLYCD	HGNC:7150	O95822	cytoplasmic
MMAA	HGNC:18871	Q8IVH4	mitochondrial_internal
MMAB	HGNC:19331	Q96EY8	mitochondrial_internal
MMADHC	HGNC:25221	Q9H3L0	mitochondrial_internal
MMP24OS	HGNC:44421	A0A0U1RRL7	nuclear
MMS19	HGNC:13824	Q96T76	cytoplasmic
MMS22L	HGNC:21475	Q6ZRQ5	nuclear
MMUT	HGNC:7526	P22033	mitochondrial_internal
MN1	HGNC:7180	Q10571	nuclear
MNAT1	HGNC:7181	P51948	nuclear
MND1	HGNC:24839	Q9BWT6	nuclear
MNDA	HGNC:7183	P41218	nuclear
MNS1	HGNC:29636	Q8NEH6	nuclear
MNT	HGNC:7188	Q99583	nuclear
MNX1	HGNC:4979	P50219	nuclear
MOB1A	HGNC:16015	Q9H8S9	cytoplasmic
MOB1B	HGNC:29801	Q7L9L4	cytoplasmic
MOB2	HGNC:24904	Q70IA6	cytoplasmic
MOB3A	HGNC:29802	Q96BX8	cytoplasmic
MOB3B	HGNC:23825	Q86TA1	cytoplasmic
MOB3C	HGNC:29800	Q70IA8	cytoplasmic
MOB4	HGNC:17261	Q9Y3A3	cytoplasmic
MOCOS	HGNC:18234	Q96EN8	cytoplasmic
MOCS1	HGNC:7190	Q9NZB8	mitochondrial_internal
MOCS2	HGNC:7193	O96007	cytoplasmic
MOCS3	HGNC:15765	O95396	cytoplasmic
MOK	HGNC:9833	Q9UQ07	cytoplasmic
MON1A	HGNC:28207	Q86VX9	cytoplasmic
MON1B	HGNC:25020	Q7L1V2	cytoplasmic
MORC1	HGNC:7198	Q86VD1	nuclear
MORC2	HGNC:23573	Q9Y6X9	nuclear
MORC3	HGNC:23572	Q14149	nuclear
MORC4	HGNC:23485	Q8TE76	nuclear
MORF4L1	HGNC:16989	Q9UBU8	nuclear
MORN1	HGNC:25852	Q5T089	cytoplasmic
MORN2	HGNC:30166	Q502X0	cytoplasmic
MORN4	HGNC:24001	Q8NDC4	cytoplasmic
MORN5	HGNC:17841	Q5VZ52	cytoplasmic
MOS	HGNC:7199	P00540	cytoplasmic
MOSPD1	HGNC:25235	Q9UJG1	nuclear
MOV10	HGNC:7200	Q9HCE1	cytoplasmic
MOV10L1	HGNC:7201	Q9BXT6	cytoplasmic
MPC1	HGNC:21606	Q9Y5U8	mitochondrial_internal
MPC1L	HGNC:44205	P0DKB6	mitochondrial_internal
MPC2	HGNC:24515	O95563	mitochondrial_internal
MPG	HGNC:7211	P29372	nuclear
MPHOSPH10	HGNC:7213	O00566	nuclear
MPHOSPH6	HGNC:7214	Q99547	cytoplasmic
MPHOSPH8	HGNC:29810	Q99549	nuclear
MPHOSPH9	HGNC:7215	Q99550	cytoplasmic
MPLKIP	HGNC:16002	Q8TAP9	cytoplasmic
MPND	HGNC:25934	Q8N594	cytoplasmic
MPP4	HGNC:13680	Q96JB8	cytoplasmic
MPPED1	HGNC:1306	O15442	cytoplasmic
MPPED2	HGNC:1180	Q15777	cytoplasmic
MPRIP	HGNC:30321	Q6WCQ1	cytoplasmic
MPST	HGNC:7223	P25325	cytoplasmic
MPV17	HGNC:7224	P39210	mitochondrial_internal
MPV17L2	HGNC:28177	Q567V2	mitochondrial_internal
MRE11	HGNC:7230	P49959	nuclear
MRFAP1	HGNC:24549	Q9Y605	nuclear
MRFAP1L1	HGNC:28796	Q96HT8	nuclear
MRFAP1L2	HGNC:25109	B2RBV5	nuclear
MRGBP	HGNC:15866	Q9NV56	nuclear
MRI1	HGNC:28469	Q9BV20	cytoplasmic
MRM1	HGNC:26202	Q6IN84	mitochondrial_internal
MRM2	HGNC:16352	Q9UI43	mitochondrial_internal
MRM3	HGNC:18485	Q9HC36	mitochondrial_internal
MRO	HGNC:24121	Q9BYG7	nuclear
MROH1	HGNC:26958	Q8NDA8	cytoplasmic
MROH2A	HGNC:27936	A6NES4	cytoplasmic
MROH2B	HGNC:26857	Q7Z745	cytoplasmic
MROH5	HGNC:42976	Q6ZUA9	cytoplasmic
MROH6	HGNC:27814	A6NGR9	cytoplasmic
MROH7	HGNC:24802	Q68CQ1	cytoplasmic
MROH8	HGNC:16125	Q9H579	cytoplasmic
MROH9	HGNC:26287	Q5TGP6	cytoplasmic
MRPL1	HGNC:14275	Q9BYD6	mitochondrial_internal
MRPL10	HGNC:14055	Q7Z7H8	mitochondrial_internal
MRPL11	HGNC:14042	Q9Y3B7	mitochondrial_internal
MRPL12	HGNC:10378	P52815	mitochondrial_internal
MRPL13	HGNC:14278	Q9BYD1	mitochondrial_internal
MRPL14	HGNC:14279	Q6P1L8	mitochondrial_internal
MRPL15	HGNC:14054	Q9P015	mitochondrial_internal
MRPL16	HGNC:14476	Q9NX20	mitochondrial_internal
MRPL17	HGNC:14053	Q9NRX2	mitochondrial_internal
MRPL18	HGNC:14477	Q9H0U6	mitochondrial_internal
MRPL19	HGNC:14052	P49406	mitochondrial_internal
MRPL2	HGNC:14056	Q5T653	mitochondrial_internal
MRPL20	HGNC:14478	Q9BYC9	mitochondrial_internal
MRPL21	HGNC:14479	Q7Z2W9	mitochondrial_internal
MRPL22	HGNC:14480	Q9NWU5	mitochondrial_internal
MRPL23	HGNC:10322	Q16540	mitochondrial_internal
MRPL24	HGNC:14037	Q96A35	mitochondrial_internal
MRPL27	HGNC:14483	Q9P0M9	mitochondrial_internal
MRPL28	HGNC:14484	Q13084	mitochondrial_internal
MRPL3	HGNC:10379	P09001	mitochondrial_internal
MRPL30	HGNC:14036	Q8TCC3	mitochondrial_internal
MRPL32	HGNC:14035	Q9BYC8	mitochondrial_internal
MRPL33	HGNC:14487	O75394	mitochondrial_internal
MRPL34	HGNC:14488	Q9BQ48	mitochondrial_internal
MRPL35	HGNC:14489	Q9NZE8	mitochondrial_internal
MRPL36	HGNC:14490	Q9P0J6	mitochondrial_internal
MRPL37	HGNC:14034	Q9BZE1	mitochondrial_internal
MRPL38	HGNC:14033	Q96DV4	mitochondrial_internal
MRPL39	HGNC:14027	Q9NYK5	mitochondrial_internal
MRPL4	HGNC:14276	Q9BYD3	mitochondrial_internal
MRPL40	HGNC:14491	Q9NQ50	mitochondrial_internal
MRPL41	HGNC:14492	Q8IXM3	mitochondrial_internal
MRPL42	HGNC:14493	Q9Y6G3	mitochondrial_internal
MRPL43	HGNC:14517	Q8N983	mitochondrial_internal
MRPL44	HGNC:16650	Q9H9J2	mitochondrial_internal
MRPL45	HGNC:16651	Q9BRJ2	mitochondrial_internal
MRPL46	HGNC:1192	Q9H2W6	mitochondrial_internal
MRPL47	HGNC:16652	Q9HD33	mitochondrial_internal
MRPL48	HGNC:16653	Q96GC5	mitochondrial_internal
MRPL49	HGNC:1176	Q13405	mitochondrial_internal
MRPL50	HGNC:16654	Q8N5N7	mitochondrial_internal
MRPL51	HGNC:14044	Q4U2R6	mitochondrial_internal
MRPL52	HGNC:16655	Q86TS9	mitochondrial_internal
MRPL53	HGNC:16684	Q96EL3	mitochondrial_internal
MRPL54	HGNC:16685	Q6P161	mitochondrial_internal
MRPL55	HGNC:16686	Q7Z7F7	mitochondrial_internal
MRPL57	HGNC:14514	Q9BQC6	mitochondrial_internal
MRPL58	HGNC:5359	Q14197	mitochondrial_internal
MRPL9	HGNC:14277	Q9BYD2	mitochondrial_internal
MRPS10	HGNC:14502	P82664	mitochondrial_internal
MRPS11	HGNC:14050	P82912	mitochondrial_internal
MRPS12	HGNC:10380	O15235	mitochondrial_internal
MRPS14	HGNC:14049	O60783	mitochondrial_internal
MRPS15	HGNC:14504	P82914	mitochondrial_internal
MRPS16	HGNC:14048	Q9Y3D3	mitochondrial_internal
MRPS17	HGNC:14047	Q9Y2R5	mitochondrial_internal
MRPS18A	HGNC:14515	Q9NVS2	mitochondrial_internal
MRPS18C	HGNC:16633	Q9Y3D5	mitochondrial_internal
MRPS2	HGNC:14495	Q9Y399	mitochondrial_internal
MRPS21	HGNC:14046	P82921	mitochondrial_internal
MRPS22	HGNC:14508	P82650	mitochondrial_internal
MRPS23	HGNC:14509	Q9Y3D9	mitochondrial_internal
MRPS24	HGNC:14510	Q96EL2	mitochondrial_internal
MRPS25	HGNC:14511	P82663	mitochondrial_internal
MRPS26	HGNC:14045	Q9BYN8	mitochondrial_internal
MRPS27	HGNC:14512	Q92552	mitochondrial_internal
MRPS28	HGNC:14513	Q9Y2Q9	mitochondrial_internal
MRPS30	HGNC:8769	Q9NP92	mitochondrial_internal
MRPS31	HGNC:16632	Q92665	mitochondrial_internal
MRPS33	HGNC:16634	Q9Y291	mitochondrial_internal
MRPS34	HGNC:16618	P82930	mitochondrial_internal
MRPS35	HGNC:16635	P82673	mitochondrial_internal
MRPS5	HGNC:14498	P82675	mitochondrial_internal
MRPS6	HGNC:14051	P82932	mitochondrial_internal
MRPS7	HGNC:14499	Q9Y2R9	mitochondrial_internal
MRPS9	HGNC:14501	P82933	mitochondrial_internal
MRRF	HGNC:7234	Q96E11	mitochondrial_internal
MRS2	HGNC:13785	Q9HD23	mitochondrial_internal
MRTFA	HGNC:14334	Q969V6	nuclear
MRTFB	HGNC:29819	Q9ULH7	nuclear
MRTO4	HGNC:18477	Q9UKD2	cytoplasmic
MSANTD1	HGNC:33741	Q6ZTZ1	nuclear
MSANTD2	HGNC:26266	Q6P1R3	nuclear
MSANTD3	HGNC:23370	Q96H12	nuclear
MSANTD4	HGNC:29383	Q8NCY6	nuclear
MSANTD5	HGNC:55184	A0A3B3IT52	nuclear
MSANTD7	HGNC:56248	A0A1W2PQ72	nuclear
MSC	HGNC:7321	O60682	nuclear
MSGN1	HGNC:14907	A6NI15	nuclear
MSH2	HGNC:7325	P43246	nuclear
MSH3	HGNC:7326	P20585	nuclear
MSH4	HGNC:7327	O15457	nuclear
MSH5	HGNC:7328	O43196	nuclear
MSH6	HGNC:7329	P52701	nuclear
MSI1	HGNC:7330	O43347	cytoplasmic
MSI2	HGNC:18585	Q96DH6	cytoplasmic
MSL1	HGNC:27905	Q68DK7	nuclear
MSL2	HGNC:25544	Q9HCI7	nuclear
MSL3	HGNC:7370	Q8N5Y2	nuclear
MSL3B	HGNC:17837	P0C860	nuclear
MSRA	HGNC:7377	Q9UJ68	cytoplasmic
MSRB1	HGNC:14133	Q9NZV6	cytoplasmic
MSRB2	HGNC:17061	Q9Y3D2	mitochondrial_internal
MSS51	HGNC:21000	Q4VC12	mitochondrial_internal
MSTO1	HGNC:29678	Q9BUK6	cytoplasmic
MSX1	HGNC:7391	P28360	nuclear
MSX2	HGNC:7392	P35548	nuclear
MT-CO3		P00414	mitochondrial_internal
MT1A	HGNC:7393	P04731	cytoplasmic
MT1B	HGNC:7394	P07438	cytoplasmic
MT1E	HGNC:7397	P04732	cytoplasmic
MT1F	HGNC:7398	P04733	cytoplasmic
MT1G	HGNC:7399	P13640	cytoplasmic
MT1H	HGNC:7400	P80294	cytoplasmic
MT1HL1	HGNC:31864	P0DM35	cytoplasmic
MT1M	HGNC:14296	Q8N339	cytoplasmic
MT1X	HGNC:7405	P80297	cytoplasmic
MT2A	HGNC:7406	P02795	cytoplasmic
MT4	HGNC:18705	P47944	cytoplasmic
MTA1	HGNC:7410	Q13330	nuclear
MTA2	HGNC:7411	O94776	nuclear
MTA3	HGNC:23784	Q9BTC8	nuclear
MTAP	HGNC:7413	Q13126	cytoplasmic
MTARC1	HGNC:26189	Q5VT66	mitochondrial_internal
MTARC2	HGNC:26064	Q969Z3	mitochondrial_internal
MTBP	HGNC:7417	Q96DY7	cytoplasmic
MTCH1	HGNC:17586	Q9NZJ7	mitochondrial_internal
MTCH2	HGNC:17587	Q9Y6C9	mitochondrial_internal
MTCL3	HGNC:21494	Q5TF21	cytoplasmic
MTERF1	HGNC:21463	Q99551	mitochondrial_internal
MTERF2	HGNC:30779	Q49AM1	mitochondrial_internal
MTERF3	HGNC:24258	Q96E29	mitochondrial_internal
MTERF4	HGNC:28785	Q7Z6M4	mitochondrial_internal
MTF1	HGNC:7428	Q14872	nuclear
MTF2	HGNC:29535	Q9Y483	nuclear
MTFMT	HGNC:29666	Q96DP5	mitochondrial_internal
MTFP1	HGNC:26945	Q9UDX5	mitochondrial_internal
MTFR1	HGNC:29510	Q15390	mitochondrial_internal
MTFR2	HGNC:21115	Q6P444	mitochondrial_internal
MTG1	HGNC:32159	Q9BT17	mitochondrial_internal
MTG2	HGNC:16239	Q9H4K7	mitochondrial_internal
MTHFD1L	HGNC:21055	Q6UB35	mitochondrial_internal
MTHFD2	HGNC:7434	P13995	mitochondrial_internal
MTHFD2L	HGNC:31865	Q9H903	mitochondrial_internal
MTHFS	HGNC:7437	P49914	cytoplasmic
MTHFSD	HGNC:25778	Q2M296	cytoplasmic
MTIF2	HGNC:7441	P46199	mitochondrial_internal
MTIF3	HGNC:29788	Q9H2K0	mitochondrial_internal
MTLN	HGNC:27339	Q8NCU8	mitochondrial_internal
MTMR1	HGNC:7449	Q13613	cytoplasmic
MTMR10	HGNC:25999	Q9NXD2	cytoplasmic
MTMR11	HGNC:24307	A4FU01	cytoplasmic
MTMR12	HGNC:18191	Q9C0I1	cytoplasmic
MTMR14	HGNC:26190	Q8NCE2	cytoplasmic
MTMR3	HGNC:7451	Q13615	cytoplasmic
MTMR4	HGNC:7452	Q9NYA4	cytoplasmic
MTMR6	HGNC:7453	Q9Y217	cytoplasmic
MTMR7	HGNC:7454	Q9Y216	cytoplasmic
MTMR8	HGNC:16825	Q96EF0	cytoplasmic
MTMR9	HGNC:14596	Q96QG7	cytoplasmic
MTNAP1	HGNC:29601	Q9BSJ5	mitochondrial_internal
MTO1	HGNC:19261	Q9Y2Z2	mitochondrial_internal
MTOR	HGNC:3942	P42345	cytoplasmic
MTPAP	HGNC:25532	Q9NVV4	mitochondrial_internal
MTR	HGNC:7468	Q99707	cytoplasmic
MTRES1	HGNC:17971	Q9P0P8	mitochondrial_internal
MTREX	HGNC:18734	P42285	nuclear
MTRF1	HGNC:7469	O75570	mitochondrial_internal
MTRF1L	HGNC:21051	Q9UGC7	mitochondrial_internal
MTRFR	HGNC:26784	Q9H3J6	mitochondrial_internal
MTRR	HGNC:7473	Q9UBK8	cytoplasmic
MTURN	HGNC:25457	Q8N3F0	cytoplasmic
MTUS2	HGNC:20595	Q5JR59	cytoplasmic
MTX1	HGNC:7504	Q13505	mitochondrial_internal
MTX2	HGNC:7506	O75431	mitochondrial_internal
MTX3	HGNC:24812	Q5HYI7	mitochondrial_internal
MUL1	HGNC:25762	Q969V5	mitochondrial_internal
MUS81	HGNC:29814	Q96NY9	nuclear
MUSTN1	HGNC:22144	Q8IVN3	nuclear
MUTYH	HGNC:7527	Q9UIF7	nuclear
MVB12A	HGNC:25153	Q96EY5	cytoplasmic
MVB12B	HGNC:23368	Q9H7P6	cytoplasmic
MVK	HGNC:7530	Q03426	cytoplasmic
MVP	HGNC:7531	Q14764	cytoplasmic
MX1	HGNC:7532	P20591	cytoplasmic
MX2	HGNC:7533	P20592	cytoplasmic
MXD1	HGNC:6761	Q05195	nuclear
MXD3	HGNC:14008	Q9BW11	nuclear
MXD4	HGNC:13906	Q14582	nuclear
MXI1	HGNC:7534	P50539	nuclear
MYB	HGNC:7545	P10242	nuclear
MYBBP1A	HGNC:7546	Q9BQG0	nuclear
MYBL1	HGNC:7547	P10243	nuclear
MYBL2	HGNC:7548	P10244	nuclear
MYBPC1	HGNC:7549	Q00872	cytoplasmic
MYBPC2	HGNC:7550	Q14324	cytoplasmic
MYBPC3	HGNC:7551	Q14896	cytoplasmic
MYBPH	HGNC:7552	Q13203	cytoplasmic
MYBPHL	HGNC:30434	A2RUH7	cytoplasmic
MYC	HGNC:7553	P01106	nuclear
MYCBP	HGNC:7554	Q99417	cytoplasmic
MYCBP2	HGNC:23386	O75592	cytoplasmic
MYCBPAP	HGNC:19677	Q8TBZ2	cytoplasmic
