gene_symbol	uniprot_accession	hgnc_id	ensembl_gene	m1_n_db_votes	m1_uniprot_flag	m1_go_flag	m1_hpa_flag	m1_surfy_flag	m1_cspa_flag	sonnet_verdict	sonnet_reason	sonnet_confidence	source
IRAK1	P51617	HGNC:6112	ENSG00000184216	1	0	1	0	0	0				m1_only
IRAK4	Q9NWZ3	HGNC:17967	ENSG00000198001	1	0	1	0	0	0				m1_only
IREB2	P48200	HGNC:6115	ENSG00000136381	1	0	0	1	0	0				m1_only
IRF2	P14316	HGNC:6117	ENSG00000168310	1	0	0	1	0	0				m1_only
IRGC	Q6NXR0	HGNC:28835	ENSG00000124449	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
IRS1	P35568	HGNC:6125	ENSG00000169047	2	0	1	1	0	0				m1_only
ISG15	P05161	HGNC:4053	ENSG00000187608	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
ISLR	O14498	HGNC:6133	ENSG00000129009	2	0	0	1	0	1	contextual	tissue_restricted_surface	medium	both
ISLR2	Q6UXK2	HGNC:29286	ENSG00000167178	3	1	1	0	1	0	yes	classical_surface_receptor	medium	both
ISM1	B1AKI9	HGNC:16213	ENSG00000101230	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
ITFG1	Q8TB96	HGNC:30697	ENSG00000129636	2	0	0	0	1	1	contextual	dual_localization	medium	both
ITGA1	P56199	HGNC:6134	ENSG00000213949	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGA10	O75578	HGNC:6135	ENSG00000143127	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGA11	Q9UKX5	HGNC:6136	ENSG00000137809	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGA2	P17301	HGNC:6137	ENSG00000164171	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGA2B	P08514	HGNC:6138	ENSG00000005961	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGA3	P26006	HGNC:6139	ENSG00000005884	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGA4	P13612	HGNC:6140	ENSG00000115232	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGA5	P08648	HGNC:6141	ENSG00000161638	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGA6	P23229	HGNC:6142	ENSG00000091409	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGA7	Q13683	HGNC:6143	ENSG00000135424	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGA8	P53708	HGNC:6144	ENSG00000077943	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGA9	Q13797	HGNC:6145	ENSG00000144668	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGAD	Q13349	HGNC:6146	ENSG00000156886	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
ITGAE	P38570	HGNC:6147	ENSG00000083457	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGAL	P20701	HGNC:6148	ENSG00000005844	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGAM	P11215	HGNC:6149	ENSG00000169896	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGAV	P06756	HGNC:6150	ENSG00000138448	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ITGAX	P20702	HGNC:6152	ENSG00000140678	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB1	P05556	HGNC:6153	ENSG00000150093	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB2	P05107	HGNC:6155	ENSG00000160255	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB3	P05106	HGNC:6156	ENSG00000259207	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB4	P16144	HGNC:6158	ENSG00000132470	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB5	P18084	HGNC:6160	ENSG00000082781	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB6	P18564	HGNC:6161	ENSG00000115221	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB7	P26010	HGNC:6162	ENSG00000139626	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGB8	P26012	HGNC:6163	ENSG00000105855	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ITGBL1	O95965	HGNC:6164	ENSG00000198542	1	0	1	0	0	0	contextual	dual_localization	low	both
ITIH2	P19823	HGNC:6167	ENSG00000151655	1	0	0	0	0	1				m1_only
ITLN1	Q8WWA0	HGNC:18259	ENSG00000179914	2	0	1	0	1	0				m1_only
ITLN2	Q8WWU7	HGNC:20599	ENSG00000158764	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
ITM2A	O43736	HGNC:6173	ENSG00000078596	1	0	0	1	0	0	yes	classical_surface_receptor	high	both
ITM2B	Q9Y287	HGNC:6174	ENSG00000136156	2	0	0	0	1	1	yes	classical_surface_receptor	high	both
ITM2C	Q9NQX7	HGNC:6175	ENSG00000135916	1	0	0	0	1	0	contextual	dual_localization	medium	both
ITPR1	Q14643	HGNC:6180	ENSG00000150995	1	0	0	0	0	1				m1_only
ITPR2	Q14571	HGNC:6181	ENSG00000123104	1	1	0	0	0	0				m1_only
ITPR3	Q14573	HGNC:6182	ENSG00000096433	2	1	0	0	0	1				m1_only
ITPRID2	P28290	HGNC:11319	ENSG00000138434	1	0	0	1	0	0				m1_only
ITPRIP	Q8IWB1	HGNC:29370	ENSG00000148841	2	1	0	0	0	1				m1_only
ITPRIPL1	Q6GPH6	HGNC:29371	ENSG00000198885	1	1	0	0	0	0	yes	classical_surface_receptor	medium	both
ITPRIPL2	Q3MIP1	HGNC:27257	ENSG00000205730	1	1	0	0	0	0	contextual	dual_localization	low	both
ITSN1	Q15811	HGNC:6183	ENSG00000205726	1	0	0	1	0	0				m1_only
IVL	P07476	HGNC:6187	ENSG00000163207	1	0	1	0	0	0				m1_only
IYD	Q6PHW0	HGNC:21071	ENSG00000009765	1	0	0	1	0	0	contextual	tissue_restricted_surface	low	both
IZUMO1	Q8IYV9	HGNC:28539	ENSG00000182264	2	1	0	0	1	0	contextual	tissue_restricted_surface	high	both
IZUMO1R	A6ND01	HGNC:32565	ENSG00000183560	1	0	0	0	1	0	contextual	tissue_restricted_surface	high	both
IZUMO2	Q6UXV1	HGNC:28518	ENSG00000161652	1	1	0	0	0	0	contextual	tissue_restricted_surface	medium	both
IZUMO3	Q5VZ72	HGNC:31421	ENSG00000205442	2	1	0	0	1	0	contextual	tissue_restricted_surface	medium	both
JAG1	P78504	HGNC:6188	ENSG00000101384	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
JAG2	Q9Y219	HGNC:6189	ENSG00000184916	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
JAK1	P23458	HGNC:6190	ENSG00000162434	1	0	1	0	0	0				m1_only
JAK2	O60674	HGNC:6192	ENSG00000096968	1	0	1	0	0	0				m1_only
JAK3	P52333	HGNC:6193	ENSG00000105639	2	0	1	1	0	0				m1_only
JAM2	P57087	HGNC:14686	ENSG00000154721	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
JAM3	Q9BX67	HGNC:15532	ENSG00000166086	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
JAML	Q86YT9	HGNC:19084	ENSG00000160593	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
JCAD	Q9P266	HGNC:29283	ENSG00000165757	2	0	1	1	0	0	yes	classical_surface_receptor	medium	both
JPT2	Q9H910	HGNC:14137	ENSG00000206053	1	0	0	1	0	0	contextual	dual_localization	medium	both
JTB	O76095	HGNC:6201	ENSG00000143543	1	1	0	0	0	0				m1_only
JUP	P14923	HGNC:6207	ENSG00000173801	2	0	1	1	0	0				m1_only
KANK1	Q14678	HGNC:19309	ENSG00000107104	2	0	1	1	0	0				m1_only
KANK3	Q6NY19	HGNC:24796	ENSG00000186994	1	0	0	1	0	0				m1_only
KANSL2	Q9H9L4	HGNC:26024	ENSG00000139620	1	0	0	1	0	0				m1_only
KANTR	A0A1W2PQU2	HGNC:49510	ENSG00000232593	1	1	0	0	0	0				m1_only
KARS1	Q15046	HGNC:6215	ENSG00000065427	1	0	0	1	0	0	contextual	dual_localization	medium	both
KAZN	Q674X7	HGNC:29173	ENSG00000189337	1	0	1	0	0	0	contextual	dual_localization	medium	both
KCNA1	Q09470	HGNC:6218	ENSG00000111262	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNA10	Q16322	HGNC:6219	ENSG00000143105	1	0	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNA2	P16389	HGNC:6220	ENSG00000177301	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNA3	P22001	HGNC:6221	ENSG00000177272	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
KCNA4	P22459	HGNC:6222	ENSG00000182255	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNA5	P22460	HGNC:6224	ENSG00000130037	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNA6	P17658	HGNC:6225	ENSG00000151079	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNA7	Q96RP8	HGNC:6226	ENSG00000104848	2	0	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNAB1	Q14722	HGNC:6228	ENSG00000169282	2	0	1	1	0	0				m1_only
KCNAB2	Q13303	HGNC:6229	ENSG00000069424	1	0	1	0	0	0				m1_only
KCNAB3	O43448	HGNC:6230	ENSG00000170049	1	0	1	0	0	0				m1_only
KCNB1	Q14721	HGNC:6231	ENSG00000158445	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNB2	Q92953	HGNC:6232	ENSG00000182674	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNC1	P48547	HGNC:6233	ENSG00000129159	1	0	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNC2	Q96PR1	HGNC:6234	ENSG00000166006	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNC3	Q14003	HGNC:6235	ENSG00000131398	1	0	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNC4	Q03721	HGNC:6236	ENSG00000116396	1	0	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCND1	Q9NSA2	HGNC:6237	ENSG00000102057	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCND2	Q9NZV8	HGNC:6238	ENSG00000184408	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCND3	Q9UK17	HGNC:6239	ENSG00000171385	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNE1	P15382	HGNC:6240	ENSG00000180509	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
KCNE2	Q9Y6J6	HGNC:6242	ENSG00000159197	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
KCNE3	Q9Y6H6	HGNC:6243	ENSG00000175538	3	0	1	1	0	1	yes	classical_surface_receptor	high	both
KCNE4	Q8WWG9	HGNC:6244	ENSG00000152049	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
KCNE5	Q9UJ90	HGNC:6241	ENSG00000176076	1	0	1	0	0	0	yes	classical_surface_receptor	high	both
KCNF1	Q9H3M0	HGNC:6246	ENSG00000162975	1	0	1	0	0	0	yes	multipass_with_exposed_loops	medium	both
KCNG1	Q9UIX4	HGNC:6248	ENSG00000026559	2	1	1	0	0	0	yes	multipass_with_exposed_loops	medium	both
KCNG2	Q9UJ96	HGNC:6249	ENSG00000178342	2	1	1	0	0	0	yes	multipass_with_exposed_loops	medium	both
KCNG3	Q8TAE7	HGNC:18306	ENSG00000171126	2	1	1	0	0	0	yes	multipass_with_exposed_loops	medium	both
KCNG4	Q8TDN1	HGNC:19697	ENSG00000168418	4	1	1	1	1	0	yes	multipass_with_exposed_loops	medium	both
KCNH1	O95259	HGNC:6250	ENSG00000143473	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNH2	Q12809	HGNC:6251	ENSG00000055118	3	1	1	0	0	1	yes	multipass_with_exposed_loops	high	both
KCNH3	Q9ULD8	HGNC:6252	ENSG00000135519	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNH4	Q9UQ05	HGNC:6253	ENSG00000089558	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNH5	Q8NCM2	HGNC:6254	ENSG00000140015	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNH6	Q9H252	HGNC:18862	ENSG00000173826	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNH7	Q9NS40	HGNC:18863	ENSG00000184611	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNH8	Q96L42	HGNC:18864	ENSG00000183960	2	1	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNIP1	Q9NZI2	HGNC:15521	ENSG00000182132	1	0	1	0	0	0				m1_only
KCNIP2	Q9NS61	HGNC:15522	ENSG00000120049	1	0	1	0	0	0				m1_only
KCNIP3	Q9Y2W7	HGNC:15523	ENSG00000115041	1	0	1	0	0	0				m1_only
KCNIP4	Q6PIL6	HGNC:30083	ENSG00000185774	1	0	1	0	0	0				m1_only
KCNJ1	P48048	HGNC:6255	ENSG00000151704	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ10	P78508	HGNC:6256	ENSG00000177807	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ11	Q14654	HGNC:6257	ENSG00000187486	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ12	Q14500	HGNC:6258	ENSG00000184185	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNJ13	O60928	HGNC:6259	ENSG00000115474	2	1	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ14	Q9UNX9	HGNC:6260	ENSG00000182324	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ15	Q99712	HGNC:6261	ENSG00000157551	2	1	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ16	Q9NPI9	HGNC:6262	ENSG00000153822	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ18	B7U540	HGNC:39080	ENSG00000260458	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ2	P63252	HGNC:6263	ENSG00000123700	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ3	P48549	HGNC:6264	ENSG00000162989	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
KCNJ4	P48050	HGNC:6265	ENSG00000168135	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNJ5	P48544	HGNC:6266	ENSG00000120457	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ6	P48051	HGNC:6267	ENSG00000157542	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ8	Q15842	HGNC:6269	ENSG00000121361	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNJ9	Q92806	HGNC:6270	ENSG00000162728	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNK1	O00180	HGNC:6272	ENSG00000135750	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNK10	P57789	HGNC:6273	ENSG00000100433	0	0	0	0	0	0	yes	multipass_with_exposed_loops	high	sonnet_only
KCNK12	Q9HB15	HGNC:6274	ENSG00000184261	0	0	0	0	0	0	yes	multipass_with_exposed_loops	medium	sonnet_only
KCNK13	Q9HB14	HGNC:6275	ENSG00000152315	2	1	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNK15	Q9H427	HGNC:13814	ENSG00000124249	0	0	0	0	0	0	yes	multipass_with_exposed_loops	medium	sonnet_only
KCNK16	Q96T55	HGNC:14464	ENSG00000095981	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
KCNK17	Q96T54	HGNC:14465	ENSG00000124780	2	0	0	1	0	1	yes	multipass_with_exposed_loops	high	both
KCNK18	Q7Z418	HGNC:19439	ENSG00000186795	1	0	0	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNK2	O95069	HGNC:6277	ENSG00000082482	0	0	0	0	0	0	yes	multipass_with_exposed_loops	high	sonnet_only
KCNK3	O14649	HGNC:6278	ENSG00000171303	0	0	0	0	0	0	yes	multipass_with_exposed_loops	high	sonnet_only
KCNK4	Q9NYG8	HGNC:6279	ENSG00000182450	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNK5	O95279	HGNC:6280	ENSG00000164626	1	0	0	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNK6	Q9Y257	HGNC:6281	ENSG00000099337	2	0	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNK7	Q9Y2U2	HGNC:6282	ENSG00000173338	1	0	0	1	0	0	yes	multipass_with_exposed_loops	medium	both
KCNK9	Q9NPC2	HGNC:6283	ENSG00000169427	2	1	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNMA1	Q12791	HGNC:6284	ENSG00000156113	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNMB1	Q16558	HGNC:6285	ENSG00000145936	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNMB2	Q9Y691	HGNC:6286	ENSG00000197584	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNMB3	Q9NPA1	HGNC:6287	ENSG00000171121	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNMB4	Q86W47	HGNC:6289	ENSG00000135643	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCNN1	Q92952	HGNC:6290	ENSG00000105642	1	0	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNN2	Q9H2S1	HGNC:6291	ENSG00000080709	1	0	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNN3	Q9UGI6	HGNC:6292	ENSG00000143603	1	0	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNN4	O15554	HGNC:6293	ENSG00000104783	2	0	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNQ1	P51787	HGNC:6294	ENSG00000053918	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNQ2	O43526	HGNC:6296	ENSG00000075043	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNQ3	O43525	HGNC:6297	ENSG00000184156	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNQ4	P56696	HGNC:6298	ENSG00000117013	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNQ5	Q9NR82	HGNC:6299	ENSG00000185760	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNS1	Q96KK3	HGNC:6300	ENSG00000124134	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
KCNS2	Q9ULS6	HGNC:6301	ENSG00000156486	2	1	1	0	0	0	yes	multipass_with_exposed_loops	medium	both
KCNS3	Q9BQ31	HGNC:6302	ENSG00000170745	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNT1	Q5JUK3	HGNC:18865	ENSG00000107147	2	1	0	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNT2	Q6UVM3	HGNC:18866	ENSG00000162687	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
KCNU1	A8MYU2	HGNC:18867	ENSG00000215262	2	1	0	1	0	0	contextual	tissue_restricted_surface	high	both
KCNV1	Q6PIU1	HGNC:18861	ENSG00000164794	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
KCNV2	Q8TDN2	HGNC:19698	ENSG00000168263	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
KCTD12	Q96CX2	HGNC:14678	ENSG00000178695	1	0	1	0	0	0				m1_only
KCTD16	Q68DU8	HGNC:29244	ENSG00000183775	1	0	1	0	0	0				m1_only
KCTD8	Q6ZWB6	HGNC:22394	ENSG00000183783	1	0	1	0	0	0	yes	stable_complex_partner	medium	both
KDELR1	P24390	HGNC:6304	ENSG00000105438	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
KDF1	Q8NAX2	HGNC:26624	ENSG00000175707	1	0	0	1	0	0				m1_only
KDR	P35968	HGNC:6307	ENSG00000128052	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KEL	P23276	HGNC:6308	ENSG00000197993	3	1	0	1	1	0	yes	classical_surface_receptor	high	both
KIAA0232	Q92628	HGNC:28992	ENSG00000170871	1	0	0	1	0	0				m1_only
KIAA0319	Q5VV43	HGNC:21580	ENSG00000137261	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIAA0319L	Q8IZA0	HGNC:30071	ENSG00000142687	2	1	0	0	0	1	contextual	dual_localization	medium	both
KIAA1328	Q86T90	HGNC:29248	ENSG00000150477	1	0	0	1	0	0				m1_only
KIAA1549	Q9HCM3	HGNC:22219	ENSG00000122778	1	0	0	0	0	1				m1_only
KIAA1549L	Q6ZVL6	HGNC:24836	ENSG00000110427	1	0	0	0	1	0				m1_only
KIAA1614	Q5VZ46	HGNC:29327	ENSG00000135835	1	0	1	0	0	0				m1_only
KIAA1958	Q8N8K9	HGNC:23427	ENSG00000165185	1	0	0	1	0	0				m1_only
KIAA2013	Q8IYS2	HGNC:28513	ENSG00000116685	1	1	0	0	0	0	contextual	other	low	both
KIDINS220	Q9ULH0	HGNC:29508	ENSG00000134313	2	1	0	0	0	1	yes	classical_surface_receptor	high	both
KIF17	Q9P2E2	HGNC:19167	ENSG00000117245	1	0	0	1	0	0				m1_only
KIF18A	Q8NI77	HGNC:29441	ENSG00000121621	1	0	1	0	0	0				m1_only
KIF19	Q2TAC6	HGNC:26735	ENSG00000196169	1	0	0	1	0	0				m1_only
KIF26A	Q9ULI4	HGNC:20226	ENSG00000066735	1	0	0	1	0	0				m1_only
KIF26B	Q2KJY2	HGNC:25484	ENSG00000162849	1	0	0	1	0	0				m1_only
KIF5A	Q12840	HGNC:6323	ENSG00000155980	1	0	0	1	0	0				m1_only
KIR2DL1	P43626	HGNC:6329	ENSG00000125498	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR2DL2	P43627	HGNC:6330		2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR2DL3	P43628	HGNC:6331	ENSG00000243772	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KIR2DL4	Q99706	HGNC:6332	ENSG00000189013	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR2DL5A	Q8N109	HGNC:16345	ENSG00000274143	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KIR2DL5B	Q8NHK3	HGNC:16346		2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR2DS1	Q14954	HGNC:6333	ENSG00000276387	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KIR2DS2	P43631	HGNC:6334		2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR2DS3	Q14952	HGNC:6335		2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR2DS4	P43632	HGNC:6336	ENSG00000221957	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KIR2DS5	Q14953	HGNC:6337		2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR3DL1	P43629	HGNC:6338	ENSG00000167633	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KIR3DL2	P43630	HGNC:6339	ENSG00000240403	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR3DL3	Q8N743	HGNC:16312	ENSG00000242019	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIR3DS1	Q14943	HGNC:6340	ENSG00000275434	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIRREL1	Q96J84	HGNC:15734	ENSG00000183853	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KIRREL2	Q6UWL6	HGNC:18816	ENSG00000126259	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KIRREL3	Q8IZU9	HGNC:23204	ENSG00000149571	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KISS1R	Q969F8	HGNC:4510	ENSG00000116014	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
KIT	P10721	HGNC:6342	ENSG00000157404	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
KITLG	P21583	HGNC:6343	ENSG00000049130	3	1	0	0	1	1	contextual	dual_localization	high	both
KL	Q9UEF7	HGNC:6344	ENSG00000133116	2	1	0	0	1	0	contextual	dual_localization	medium	both
KLB	Q86Z14	HGNC:15527	ENSG00000134962	1	1	0	0	0	0	yes	classical_surface_receptor	high	both
KLC1	Q07866	HGNC:6387	ENSG00000126214	1	0	0	1	0	0				m1_only
KLC2	Q9H0B6	HGNC:20716	ENSG00000174996	1	0	0	1	0	0				m1_only
KLHDC8B	Q8IXV7	HGNC:28557	ENSG00000185909	1	0	1	0	0	0				m1_only
KLHL5	Q96PQ7	HGNC:6356	ENSG00000109790	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
KLHL6	Q8WZ60	HGNC:18653	ENSG00000172578	1	0	0	1	0	0				m1_only
KLHL7	Q8IXQ5	HGNC:15646	ENSG00000122550	1	0	0	1	0	0				m1_only
KLK1	P06870	HGNC:6357	ENSG00000167748	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
KLK14	Q9P0G3	HGNC:6362	ENSG00000129437	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
KLK15	Q9H2R5	HGNC:20453	ENSG00000174562	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
KLK4	Q9Y5K2	HGNC:6365	ENSG00000167749	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
KLK7	P49862	HGNC:6368	ENSG00000169035	1	0	0	1	0	0				m1_only
KLK8	O60259	HGNC:6369	ENSG00000129455	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
KLRB1	Q12918	HGNC:6373	ENSG00000111796	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
KLRC1	P26715	HGNC:6374	ENSG00000134545	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
KLRC2	P26717	HGNC:6375	ENSG00000205809	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
KLRC3	Q07444	HGNC:6376	ENSG00000205810	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
KLRC4	O43908	HGNC:6377	ENSG00000183542	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
KLRD1	Q13241	HGNC:6378	ENSG00000134539	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
KLRF1	Q9NZS2	HGNC:13342	ENSG00000150045	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
KLRF2	D3W0D1	HGNC:37646	ENSG00000256797	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
KLRG1	Q96E93	HGNC:6380	ENSG00000139187	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
KLRG2	A4D1S0	HGNC:24778	ENSG00000188883	0	0	0	0	0	0	yes	classical_surface_receptor	medium	sonnet_only
KLRK1	P26718	HGNC:18788	ENSG00000213809	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
KMT2D	O14686	HGNC:7133	ENSG00000167548	1	0	0	1	0	0				m1_only
KNCN	A6PVL3	HGNC:26488	ENSG00000162456	1	0	1	0	0	0				m1_only
KNDC1	Q76NI1	HGNC:29374	ENSG00000171798	1	0	0	1	0	0				m1_only
KNG1	P01042	HGNC:6383	ENSG00000113889	1	0	0	0	0	1				m1_only
KNSTRN	Q9Y448	HGNC:30767	ENSG00000128944	1	0	0	1	0	0				m1_only
